frame_id,track_id_a,track_id_b,stage,score_total,score_traj,score_rel,score_y,score_size,score_center,score_temp,score_support,conf_a,conf_b,boxh_a_ratio,boxh_b_ratio,y_a_ratio,y_b_ratio,consecutive_hits
164,16,19,core,0.755255,0.647285,0.749117,0.719523,0.921962,0.732195,0.7,0.0,0.7969,0.7648,0.039,0.040125,0.484847,0.501306,5
164,27,23,core,0.748077,0.591424,0.915419,0.694968,0.892906,0.363703,0.6,0.0,0.8434,0.7968,0.051514,0.053597,0.527236,0.545431,4
164,28,27,expand,0.835416,0.585874,0.93716,0.723532,0.989396,0.952992,0.6,0.969694,0.7757,0.762,0.029833,0.029722,0.4685,0.484681,4
165,16,19,core,0.778338,0.651075,0.767769,0.725947,0.953036,0.732813,0.8,0.0,0.7959,0.7733,0.040083,0.040764,0.485722,0.501736,6
165,27,23,core,0.779211,0.680016,0.967915,0.69439,0.86721,0.363805,0.7,0.0,0.8368,0.774,0.051611,0.05425,0.527264,0.5455,5
166,16,19,core,0.784631,0.668063,0.74742,0.731209,0.940561,0.733047,0.9,0.0,0.7899,0.779,0.040361,0.041236,0.487014,0.502667,7
166,27,23,core,0.771628,0.672974,0.902343,0.69787,0.862114,0.364109,0.8,0.0,0.8449,0.7616,0.051333,0.054069,0.527222,0.545208,6
167,1,4,core,0.767791,0.618617,0.771578,0.752014,0.993409,0.908375,0.5,0.0,0.7952,0.8237,0.042056,0.041958,0.525528,0.539778,3
167,16,19,core,0.775016,0.657544,0.735057,0.7361,0.85953,0.733789,1.0,0.0,0.7907,0.7876,0.040333,0.042528,0.48825,0.503569,8
167,27,23,core,0.787669,0.575782,0.908453,0.719523,0.929918,0.366484,0.9,0.0,0.8443,0.7536,0.052306,0.053653,0.527778,0.544236,7
168,1,4,core,0.778048,0.662552,0.773861,0.773626,0.931705,0.909047,0.6,0.0,0.8143,0.8286,0.042028,0.041,0.524625,0.537458,4
168,16,19,core,0.780271,0.675813,0.735258,0.750137,0.854231,0.734094,1.0,0.0,0.7871,0.7859,0.041403,0.04375,0.489903,0.504278,9
168,27,23,core,0.808019,0.624681,0.906379,0.721925,0.944894,0.365234,1.0,0.0,0.8531,0.7691,0.052681,0.053736,0.528208,0.5445,8
168,28,27,expand,0.848269,0.714958,0.938563,0.779883,0.977163,0.936609,0.5,0.938663,0.7694,0.7813,0.029083,0.029319,0.465986,0.478417,3
169,1,4,core,0.79006,0.677206,0.77296,0.79189,0.908794,0.910164,0.7,0.0,0.8039,0.8169,0.041347,0.039986,0.523792,0.535458,5
169,16,19,core,0.825073,0.65383,0.888713,0.76338,0.886482,0.733586,1.0,0.0,0.7795,0.7949,0.041917,0.043722,0.491236,0.504736,10
169,27,23,core,0.801241,0.610678,0.96686,0.704688,0.868121,0.362555,1.0,0.0,0.8522,0.8034,0.052278,0.054931,0.528042,0.545542,9
169,28,27,expand,0.854983,0.653998,0.928907,0.797629,0.98495,0.931891,0.6,0.952928,0.7522,0.7715,0.028861,0.028708,0.465292,0.476597,4
170,1,4,core,0.852768,0.669164,0.943911,0.807438,0.944973,0.911242,0.8,0.0,0.7777,0.8346,0.040361,0.039569,0.523014,0.533708,6
170,16,19,core,0.785248,0.65447,0.741012,0.767632,0.866351,0.73293,1.0,0.0,0.7945,0.7957,0.041806,0.043958,0.492111,0.505333,11
170,27,23,core,0.783667,0.627133,0.877799,0.713354,0.868495,0.362203,1.0,0.0,0.8403,0.7537,0.052167,0.054806,0.52825,0.545139,10
170,28,27,expand,0.862134,0.727785,0.8752,0.814195,1.0,0.926742,0.7,0.923911,0.7583,0.7912,0.0285,0.0285,0.464736,0.475014,5
171,1,4,core,0.831052,0.698337,0.769329,0.811485,0.977429,0.912242,0.9,0.0,0.7751,0.8127,0.039819,0.040139,0.521931,0.532375,7
171,16,19,core,0.82632,0.684572,0.874485,0.77945,0.867706,0.732188,1.0,0.0,0.8111,0.7813,0.042278,0.044431,0.493375,0.505833,12
171,27,23,core,0.787278,0.636333,0.909061,0.708614,0.846601,0.361781,1.0,0.0,0.8425,0.761,0.052069,0.055194,0.528125,0.545347,11
171,40,32,core,0.819953,0.748192,0.851839,0.909626,0.899853,0.747742,0.5,0.0,0.846,0.8778,0.0655,0.063125,0.619861,0.624597,3
172,1,4,core,0.843008,0.691913,0.772585,0.829951,0.964418,0.914078,1.0,0.0,0.7924,0.8116,0.039181,0.039681,0.521056,0.530375,8
172,16,19,core,0.833803,0.612638,0.90221,0.78794,0.914132,0.730875,1.0,0.0,0.8095,0.8061,0.042639,0.044,0.494931,0.506847,13
172,27,23,core,0.798664,0.569341,0.964287,0.712364,0.879568,0.363727,1.0,0.0,0.8539,0.6961,0.052306,0.054708,0.528347,0.545306,12
172,40,32,core,0.796581,0.681542,0.753277,0.925427,0.885925,0.749773,0.6,0.0,0.842,0.8517,0.06525,0.062542,0.618861,0.622736,4
172,44,40,expand,0.816481,0.59967,0.89374,0.837594,0.933084,0.774953,0.5,0.882914,0.784,0.6936,0.034528,0.035375,0.447639,0.4565,3
173,1,4,core,0.884969,0.728536,0.913949,0.857844,0.93467,0.916125,1.0,0.0,0.7918,0.8267,0.039819,0.038889,0.520944,0.528611,9
173,16,19,core,0.829024,0.694588,0.857457,0.79299,0.878735,0.729539,1.0,0.0,0.8004,0.7999,0.042611,0.044583,0.496208,0.507806,14
173,40,32,core,0.788202,0.718099,0.647056,0.952551,0.864618,0.753227,0.7,0.0,0.8263,0.8618,0.065472,0.062222,0.617903,0.620333,5
173,44,40,expand,0.839868,0.642578,0.847475,0.845307,0.98316,0.77407,0.6,0.986848,0.757,0.6694,0.035153,0.034944,0.448639,0.457042,4
174,1,4,core,0.888266,0.755404,0.857635,0.866947,0.98983,0.916883,1.0,0.0,0.7738,0.819,0.038889,0.03875,0.520153,0.527292,10
174,16,19,core,0.809055,0.683799,0.796599,0.787284,0.870495,0.728297,1.0,0.0,0.8168,0.8101,0.042722,0.044847,0.497403,0.509361,15
174,40,32,core,0.845432,0.686285,0.861054,0.962125,0.844326,0.756586,0.8,0.0,0.8143,0.8466,0.064486,0.060778,0.616139,0.618069,6
174,44,40,core,0.831751,0.625048,0.886664,0.857844,0.966091,0.772969,0.7,0.0,0.7739,0.7059,0.035444,0.035875,0.449667,0.457333,5
174,28,27,expand,0.838212,0.694709,0.807992,0.865263,0.976119,0.900977,0.5,0.95897,0.7631,0.7572,0.028028,0.027792,0.463972,0.471208,3
175,1,4,core,0.906061,0.731841,0.928947,0.882987,0.986721,0.919148,1.0,0.0,0.7735,0.7976,0.038681,0.0385,0.519778,0.526,11
175,16,19,core,0.791863,0.655478,0.786274,0.781618,0.826189,0.726617,1.0,0.0,0.8182,0.8058,0.043208,0.046194,0.498903,0.511222,16
175,40,32,core,0.835889,0.726896,0.718725,0.97748,0.874119,0.759594,0.9,0.0,0.816,0.8491,0.064014,0.061069,0.615153,0.616292,7
175,44,40,core,0.846395,0.619501,0.879899,0.868393,0.988983,0.772008,0.8,0.0,0.7605,0.6852,0.035889,0.03575,0.450833,0.457889,6
175,28,27,expand,0.867529,0.74171,0.862899,0.884952,0.977786,0.893742,0.6,0.957189,0.7691,0.75,0.028375,0.028153,0.464361,0.470472,4
176,16,19,core,0.838016,0.708856,0.886282,0.794754,0.876005,0.724547,1.0,0.0,0.822,0.806,0.044222,0.046319,0.500833,0.512319,17
176,40,32,core,0.856024,0.742625,0.76798,0.998335,0.824501,0.763023,1.0,0.0,0.848,0.852,0.064222,0.060028,0.614264,0.614347,8
176,1,4,expand,0.904992,0.784062,0.858581,0.890129,0.992889,0.921391,1.0,0.919481,0.7731,0.798,0.038875,0.038972,0.519306,0.525125,12
176,28,27,expand,0.848722,0.729662,0.810501,0.888647,0.938139,0.885992,0.7,0.883996,0.7628,0.757,0.027653,0.028278,0.463889,0.469792,5
176,44,40,expand,0.841318,0.621425,0.884865,0.858797,0.87026,0.770609,0.9,0.872164,0.7653,0.6762,0.036278,0.034556,0.451708,0.459319,7
177,1,4,core,0.918315,0.765324,0.927788,0.911649,0.98888,0.917617,1.0,0.0,0.788,0.8112,0.039111,0.038958,0.519194,0.523819,13
177,16,19,core,0.82848,0.632379,0.879552,0.806765,0.879719,0.722008,1.0,0.0,0.7987,0.7989,0.043597,0.045597,0.502597,0.513333,18
177,40,32,core,0.838599,0.720805,0.721542,0.983745,0.829173,0.766445,1.0,0.0,0.8311,0.8521,0.064125,0.060056,0.613514,0.612694,9
177,44,40,core,0.86792,0.614881,0.873333,0.880049,0.994563,0.768602,1.0,0.0,0.7821,0.7246,0.036361,0.036431,0.452861,0.45925,8
177,28,27,expand,0.879913,0.692166,0.860382,0.910131,0.960479,0.878297,0.8,0.955129,0.7565,0.747,0.02775,0.027361,0.464056,0.468764,6
178,1,4,core,0.916079,0.769774,0.881741,0.940457,0.997958,0.90943,1.0,0.0,0.7798,0.8095,0.038833,0.038806,0.519042,0.522111,14
178,16,19,core,0.842115,0.716395,0.890326,0.810134,0.867826,0.719516,1.0,0.0,0.7888,0.7884,0.043958,0.046194,0.504528,0.515056,19
178,40,32,core,0.880162,0.734707,0.890472,0.966142,0.836617,0.769586,1.0,0.0,0.8294,0.8491,0.063792,0.059931,0.612556,0.610833,10
178,44,40,core,0.866417,0.607902,0.878552,0.889882,0.973812,0.767219,1.0,0.0,0.787,0.6824,0.036056,0.035722,0.454056,0.459889,9
178,28,27,expand,0.895745,0.75682,0.840908,0.930841,0.96682,0.870078,0.9,0.954196,0.7462,0.7676,0.026889,0.027208,0.46425,0.467833,7
179,1,4,core,0.92663,0.775801,0.925824,0.953875,0.976391,0.901125,1.0,0.0,0.7786,0.789,0.038042,0.038361,0.518347,0.520708,15
179,16,19,core,0.839618,0.657263,0.870403,0.821693,0.91096,0.716258,1.0,0.0,0.8153,0.79,0.044792,0.046278,0.506236,0.516056,20
179,40,32,core,0.85073,0.728013,0.815955,0.948854,0.808198,0.773719,1.0,0.0,0.8388,0.8551,0.063042,0.058514,0.611236,0.608611,11
179,28,27,expand,0.885427,0.692041,0.800978,0.941503,0.970024,0.861789,1.0,0.897026,0.7571,0.7563,0.027236,0.027528,0.464,0.467014,8
179,44,40,expand,0.807015,0.609174,0.83654,0.890376,0.661293,0.765141,1.0,0.868726,0.7864,0.7066,0.035764,0.030944,0.455028,0.460833,10
180,16,19,core,0.820674,0.687089,0.872968,0.813517,0.801572,0.713508,1.0,0.0,0.838,0.7853,0.044347,0.047917,0.507819,0.518139,21
180,40,32,core,0.861915,0.738406,0.869092,0.923629,0.82035,0.778078,1.0,0.0,0.8533,0.8434,0.062847,0.058639,0.610597,0.606625,12
180,1,4,expand,0.915227,0.754015,0.855119,0.97911,0.963379,0.892633,1.0,0.910289,0.7955,0.8054,0.038042,0.038542,0.518389,0.519444,16
180,28,27,expand,0.864064,0.744824,0.723881,0.95839,0.876485,0.853016,1.0,0.932514,0.7695,0.748,0.026764,0.028028,0.464,0.466125,9
180,44,40,expand,0.852458,0.676227,0.847357,0.903331,0.785555,0.763156,1.0,0.97763,0.771,0.7252,0.035833,0.032931,0.456264,0.461347,11
181,1,4,core,0.914347,0.787657,0.852217,0.99005,0.957271,0.883563,1.0,0.0,0.7963,0.7966,0.037875,0.038458,0.518028,0.518528,17
181,16,19,core,0.827402,0.713558,0.87319,0.82078,0.806695,0.710734,1.0,0.0,0.8087,0.7979,0.045181,0.048708,0.509778,0.519653,22
181,40,32,core,0.852629,0.75914,0.869817,0.898825,0.787562,0.781695,1.0,0.0,0.8555,0.852,0.062528,0.057514,0.610181,0.604847,13
181,44,40,core,0.875459,0.686964,0.836942,0.927486,0.966274,0.761047,1.0,0.0,0.7767,0.6894,0.036792,0.037236,0.457847,0.461611,12
181,28,27,expand,0.879617,0.749194,0.718729,0.982379,0.92366,0.84543,1.0,0.95543,0.7396,0.7648,0.026611,0.027361,0.464361,0.46525,10
182,1,4,core,0.92465,0.756682,0.90156,0.986207,0.977329,0.874797,1.0,0.0,0.7939,0.8136,0.037917,0.038222,0.518306,0.517611,18
182,15,20,core,0.796615,0.688932,0.780846,0.906599,0.943445,0.654492,0.5,0.0,0.7253,0.6784,0.064097,0.065417,0.457583,0.462486,3
182,16,19,core,0.816616,0.681868,0.84411,0.828799,0.80364,0.707617,1.0,0.0,0.8211,0.8131,0.045764,0.049403,0.511861,0.52125,23
182,40,32,core,0.849275,0.770764,0.853872,0.87566,0.809973,0.785664,1.0,0.0,0.8531,0.8479,0.062111,0.057694,0.609708,0.603069,14
182,44,40,core,0.876984,0.690798,0.804268,0.939935,0.996787,0.759117,1.0,0.0,0.7681,0.6432,0.036972,0.037014,0.459333,0.462431,13
182,28,27,expand,0.893663,0.717509,0.761556,0.991977,0.958241,0.837023,1.0,0.953008,0.7602,0.7739,0.026778,0.027181,0.464597,0.464194,11
183,1,4,core,0.923424,0.770005,0.898936,0.96373,0.994747,0.866141,1.0,0.0,0.7845,0.8367,0.037639,0.037708,0.518278,0.516431,19
183,15,20,core,0.714522,0.665711,0.799722,0.905843,0.478065,0.653219,0.6,0.0,0.7424,0.7041,0.063819,0.049292,0.458458,0.463403,4
183,16,19,core,0.82285,0.728909,0.850988,0.841558,0.775572,0.70525,1.0,0.0,0.805,0.8245,0.045833,0.050097,0.514194,0.522819,24
183,40,32,core,0.847845,0.761926,0.854264,0.848836,0.841877,0.788102,1.0,0.0,0.8238,0.867,0.061292,0.057708,0.609333,0.601139,15
183,44,40,core,0.875138,0.70563,0.806302,0.961056,0.948089,0.756711,1.0,0.0,0.7734,0.7152,0.036875,0.037569,0.460958,0.462944,14
183,28,27,expand,0.893605,0.769463,0.76546,0.957326,0.976735,0.828125,1.0,0.951446,0.748,0.7848,0.026861,0.027083,0.465403,0.463222,12
184,1,4,core,0.902541,0.76212,0.902542,0.938109,0.925906,0.857578,1.0,0.0,0.7799,0.8328,0.038139,0.037125,0.518792,0.515597,20
184,15,20,core,0.757445,0.712472,0.858059,0.912156,0.527304,0.651187,0.7,0.0,0.7439,0.7082,0.061389,0.049069,0.459153,0.46375,5
184,16,19,core,0.790531,0.683973,0.75894,0.845777,0.758221,0.702227,1.0,0.0,0.8116,0.8098,0.046014,0.050694,0.515917,0.524292,25
184,40,32,core,0.855274,0.803492,0.865993,0.832722,0.852551,0.791219,1.0,0.0,0.8452,0.8489,0.060361,0.057083,0.608722,0.599569,16
184,44,40,core,0.896913,0.69234,0.849254,0.986755,0.981651,0.754594,1.0,0.0,0.7808,0.7435,0.038694,0.038444,0.462875,0.463542,15
184,28,27,expand,0.872545,0.688717,0.752528,0.932135,0.957338,0.819281,1.0,0.954135,0.7504,0.7616,0.027514,0.027097,0.466083,0.462569,13
185,1,4,core,0.903537,0.770092,0.889078,0.92286,0.96309,0.848406,1.0,0.0,0.7928,0.8082,0.038236,0.037736,0.518694,0.514681,21
185,15,20,core,0.810954,0.72939,0.795919,0.936027,0.780571,0.648906,0.8,0.0,0.7562,0.6923,0.061875,0.056736,0.46025,0.463556,6
185,16,19,core,0.83163,0.745369,0.856126,0.851907,0.789352,0.69893,1.0,0.0,0.8204,0.8186,0.046986,0.051042,0.518361,0.526375,26
185,40,32,core,0.854427,0.797499,0.88246,0.812839,0.856203,0.794734,1.0,0.0,0.8353,0.8587,0.060139,0.056958,0.608181,0.597819,17
185,44,40,core,0.891294,0.78458,0.845618,0.995289,0.878714,0.752742,1.0,0.0,0.7633,0.7632,0.038403,0.040181,0.463972,0.464208,16
185,28,27,expand,0.883347,0.776254,0.765468,0.914947,0.980983,0.810555,1.0,0.952658,0.7615,0.7589,0.026778,0.026958,0.466111,0.461667,14
186,1,4,core,0.86011,0.769172,0.772556,0.890624,0.934702,0.839977,1.0,0.0,0.7841,0.8024,0.038056,0.037167,0.518944,0.513153,22
186,15,20,core,0.88779,0.752282,0.867003,0.971255,0.965364,0.646211,0.9,0.0,0.7547,0.7408,0.063431,0.062653,0.462083,0.463542,7
186,16,19,core,0.802086,0.743716,0.757963,0.86023,0.755904,0.695984,1.0,0.0,0.8223,0.8079,0.046431,0.051208,0.520194,0.527722,27
186,40,32,core,0.853653,0.803294,0.88208,0.79608,0.868354,0.798953,1.0,0.0,0.8522,0.849,0.059931,0.057042,0.607639,0.596236,18
186,44,40,core,0.895861,0.784486,0.858696,0.984291,0.899626,0.750313,1.0,0.0,0.7841,0.7022,0.038667,0.040125,0.465403,0.464611,17
186,28,27,expand,0.86624,0.789379,0.765485,0.900325,0.900713,0.802148,1.0,0.95535,0.7354,0.7601,0.025708,0.026667,0.466375,0.461125,15
187,1,4,core,0.879046,0.764753,0.851028,0.869358,0.963514,0.830688,1.0,0.0,0.7845,0.7993,0.037611,0.037125,0.518944,0.511944,23
187,15,20,core,0.873657,0.805622,0.792427,0.983198,0.883375,0.644648,1.0,0.0,0.7528,0.7244,0.063875,0.066708,0.463097,0.463944,8
187,16,19,core,0.837959,0.767468,0.869005,0.872988,0.763559,0.69257,1.0,0.0,0.8215,0.7883,0.046708,0.051333,0.522653,0.529444,28
187,40,32,core,0.836516,0.811674,0.868489,0.768272,0.827281,0.802359,1.0,0.0,0.8176,0.8507,0.059917,0.056069,0.607611,0.594431,19
187,44,40,core,0.900241,0.816625,0.858345,0.963997,0.923865,0.747781,1.0,0.0,0.7888,0.7228,0.039042,0.040139,0.467194,0.465361,18
187,28,27,expand,0.871557,0.778528,0.757222,0.885689,0.966893,0.792766,1.0,0.961589,0.7493,0.7495,0.025778,0.026083,0.466625,0.460556,16
188,1,4,core,0.873877,0.781539,0.889205,0.843899,0.911439,0.821648,1.0,0.0,0.7942,0.792,0.037403,0.036208,0.519153,0.510667,24
188,15,20,core,0.886243,0.820294,0.86983,0.992528,0.827354,0.642781,1.0,0.0,0.665,0.7623,0.063792,0.068167,0.464292,0.464667,9
188,16,19,core,0.835916,0.815049,0.767005,0.882987,0.83353,0.689102,1.0,0.0,0.8233,0.7949,0.048333,0.051514,0.525639,0.531861,29
188,40,32,core,0.821763,0.789009,0.849908,0.74972,0.816108,0.805656,1.0,0.0,0.8293,0.8416,0.059681,0.055583,0.607083,0.592681,20
188,44,40,core,0.881419,0.795911,0.877332,0.953875,0.834861,0.745156,1.0,0.0,0.8081,0.6605,0.038764,0.041292,0.468639,0.466278,19
188,28,27,expand,0.868611,0.844796,0.755726,0.866947,0.946386,0.784148,1.0,0.958953,0.7207,0.756,0.026903,0.026389,0.467194,0.460056,17
189,1,4,core,0.863999,0.764556,0.871403,0.832953,0.912999,0.812539,1.0,0.0,0.7896,0.8155,0.037208,0.036042,0.519139,0.51,25
189,15,20,core,0.793678,0.758788,0.808992,0.990325,0.490104,0.640195,1.0,0.0,0.7365,0.7941,0.053986,0.069292,0.465861,0.465375,10
189,16,19,core,0.80374,0.760144,0.729478,0.874444,0.772099,0.686359,1.0,0.0,0.832,0.8057,0.048667,0.053278,0.527597,0.534306,30
189,44,40,core,0.861633,0.756179,0.839893,0.944909,0.824249,0.743117,1.0,0.0,0.7768,0.7057,0.039292,0.042042,0.470486,0.467653,20
190,1,4,core,0.866318,0.768676,0.854287,0.815326,0.967147,0.803672,1.0,0.0,0.7778,0.7947,0.037042,0.036611,0.519208,0.509,26
190,15,20,core,0.831513,0.833439,0.847821,0.980743,0.587273,0.638031,1.0,0.0,0.7398,0.6863,0.056431,0.067986,0.466681,0.465708,11
190,16,19,core,0.811458,0.812484,0.736765,0.885936,0.748822,0.682914,1.0,0.0,0.8117,0.8064,0.048625,0.053806,0.530153,0.536208,31
190,44,40,core,0.873076,0.827961,0.865911,0.933171,0.810216,0.741367,1.0,0.0,0.7921,0.7669,0.039792,0.042833,0.471875,0.468417,21
190,27,13,expand,0.753575,0.784657,0.856195,0.95361,0.572876,0.540578,0.5,0.673859,0.8368,0.7067,0.053,0.043611,0.539778,0.537403,3
191,1,4,core,0.844849,0.783935,0.794861,0.79167,0.954453,0.794703,1.0,0.0,0.7733,0.8025,0.036903,0.036306,0.519389,0.507708,27
191,16,19,core,0.796906,0.797918,0.681684,0.894839,0.745493,0.679781,1.0,0.0,0.8282,0.8256,0.049389,0.054736,0.532667,0.538222,32
191,44,40,core,0.84871,0.777389,0.810515,0.931876,0.797962,0.738234,1.0,0.0,0.7681,0.652,0.039681,0.036667,0.473694,0.470167,22
192,1,4,core,0.83557,0.767388,0.813757,0.766354,0.93073,0.785758,1.0,0.0,0.7772,0.7936,0.036944,0.036028,0.520014,0.506708,28
192,44,40,core,0.889881,0.809217,0.841846,0.889635,0.994142,0.736,1.0,0.0,0.7788,0.6918,0.040569,0.040486,0.475681,0.469833,23
192,16,19,expand,0.848501,0.792526,0.851705,0.922604,0.778864,0.675969,1.0,0.837093,0.8262,0.8233,0.050292,0.054889,0.535694,0.539722,33
193,1,4,core,0.834774,0.790357,0.796392,0.753478,0.949526,0.776945,1.0,0.0,0.7736,0.8145,0.037111,0.036444,0.520361,0.506208,29
193,16,19,core,0.847714,0.827555,0.831387,0.927486,0.751129,0.672734,1.0,0.0,0.8303,0.8327,0.050361,0.055667,0.537972,0.541736,34
194,1,4,core,0.844193,0.782708,0.838493,0.736305,0.973321,0.768461,1.0,0.0,0.7669,0.833,0.036861,0.036514,0.520708,0.505403,30
194,16,19,core,0.819358,0.776619,0.807893,0.914185,0.694429,0.669203,1.0,0.0,0.8313,0.8228,0.049889,0.056681,0.54,0.544486,35
194,72,53,expand,0.753392,0.801444,0.723952,0.722327,0.86348,0.940555,0.5,0.721309,0.8826,0.8746,0.153097,0.145431,0.903097,0.886833,3
195,16,19,core,0.833525,0.851637,0.826591,0.909626,0.692196,0.665719,1.0,0.0,0.8374,0.843,0.050333,0.05725,0.542708,0.547444,36
195,72,53,core,0.758431,0.786876,0.721727,0.724135,0.854894,0.959102,0.6,0.0,0.8693,0.8753,0.146708,0.138875,0.887097,0.870958,4
196,16,19,core,0.836024,0.780737,0.812881,0.936287,0.742734,0.661484,1.0,0.0,0.8334,0.8138,0.051653,0.057319,0.545806,0.549097,37
196,44,40,core,0.784154,0.776654,0.821479,0.824207,0.850538,0.722531,0.5,0.0,0.7848,0.6411,0.040264,0.042611,0.482528,0.472861,3
196,72,53,core,0.770349,0.813225,0.720781,0.708614,0.865493,0.958359,0.7,0.0,0.8745,0.8772,0.141417,0.134444,0.873458,0.856236,5
197,16,19,core,0.844557,0.819009,0.829198,0.948591,0.721789,0.658008,1.0,0.0,0.8441,0.8296,0.052167,0.058472,0.549028,0.551667,38
197,44,40,core,0.823471,0.792164,0.84324,0.831335,0.951215,0.715187,0.6,0.0,0.7794,0.6496,0.040819,0.040111,0.484153,0.474917,4
197,72,53,core,0.775117,0.799807,0.744206,0.690159,0.84378,0.955977,0.8,0.0,0.8691,0.8879,0.136917,0.129014,0.860333,0.841792,6
198,16,19,core,0.822612,0.848873,0.718694,0.963194,0.7104,0.65457,1.0,0.0,0.8533,0.8555,0.052986,0.059722,0.552,0.553875,39
198,72,53,core,0.789651,0.791957,0.742819,0.691118,0.873303,0.954258,0.9,0.0,0.8824,0.885,0.130764,0.124708,0.847708,0.829236,7
199,16,19,core,0.810847,0.76819,0.72739,0.962927,0.702461,0.650937,1.0,0.0,0.8531,0.8302,0.053625,0.060681,0.554514,0.556403,40
199,72,53,core,0.79445,0.784849,0.732403,0.677433,0.883419,0.951602,1.0,0.0,0.8796,0.8787,0.125944,0.120597,0.835944,0.816472,8
200,16,19,core,0.823848,0.841373,0.721399,0.97911,0.700803,0.647086,1.0,0.0,0.849,0.8536,0.053875,0.061014,0.557208,0.558264,41
200,72,53,core,0.785499,0.798007,0.739633,0.654497,0.849167,0.948641,1.0,0.0,0.8721,0.8759,0.123111,0.116264,0.825639,0.804444,9
201,16,19,core,0.822465,0.798752,0.725112,0.988676,0.710176,0.643391,1.0,0.0,0.8499,0.8514,0.054681,0.061639,0.559944,0.560514,42
201,72,53,core,0.79044,0.817924,0.745715,0.639579,0.870889,0.944992,1.0,0.0,0.8683,0.8786,0.119681,0.114028,0.815931,0.793583,10
202,16,19,core,0.82362,0.829574,0.727787,0.993908,0.68382,0.63993,1.0,0.0,0.8614,0.8441,0.054472,0.062222,0.562542,0.562847,43
203,16,19,core,0.823098,0.803693,0.73706,0.993908,0.689921,0.636367,1.0,0.0,0.8553,0.8487,0.055264,0.062931,0.565778,0.566083,44
204,16,19,core,0.817418,0.781088,0.740737,0.990325,0.67906,0.633555,1.0,0.0,0.8573,0.8324,0.056486,0.064681,0.568917,0.569403,45
205,16,19,core,0.824013,0.857455,0.743537,0.983745,0.660295,0.630313,1.0,0.0,0.8529,0.8525,0.057028,0.065944,0.572111,0.572931,46
205,44,4,core,0.778533,0.79295,0.919128,0.918002,0.544888,0.826602,0.5,0.0,0.7788,0.7935,0.043528,0.035194,0.499667,0.495389,3
206,16,19,core,0.813965,0.77021,0.754626,0.987029,0.658141,0.627828,1.0,0.0,0.8564,0.8746,0.057694,0.066792,0.575375,0.576028,47
206,44,4,core,0.783919,0.81095,0.907084,0.887413,0.562784,0.821906,0.6,0.0,0.762,0.7956,0.043667,0.035708,0.501014,0.495042,4
207,16,19,core,0.814018,0.800326,0.752088,0.985659,0.641205,0.625828,1.0,0.0,0.8481,0.8652,0.058431,0.068264,0.578958,0.579681,48
207,44,4,core,0.780784,0.821142,0.895663,0.846952,0.555142,0.818602,0.7,0.0,0.803,0.8036,0.044542,0.03625,0.502778,0.494472,5
208,16,19,core,0.817287,0.800626,0.749695,0.994736,0.649236,0.624758,1.0,0.0,0.8516,0.8592,0.058972,0.068597,0.581986,0.58225,49
208,44,4,core,0.763976,0.751033,0.918391,0.804304,0.499179,0.816227,0.8,0.0,0.8127,0.8113,0.045167,0.035417,0.504736,0.493847,6
209,16,19,core,0.803881,0.745024,0.735586,0.996949,0.639034,0.623734,1.0,0.0,0.8546,0.8503,0.059181,0.069222,0.584639,0.584486,50
209,27,32,core,0.780607,0.744063,0.75046,0.974768,0.754641,0.73525,0.5,0.0,0.8413,0.8212,0.053583,0.048556,0.56275,0.561472,3
210,16,19,core,0.807458,0.79632,0.70571,0.996949,0.655922,0.623211,1.0,0.0,0.8683,0.847,0.060167,0.069736,0.587431,0.587583,51
210,27,32,core,0.777507,0.74426,0.748575,0.931358,0.745504,0.73568,0.6,0.0,0.8518,0.8255,0.054028,0.04875,0.564556,0.561,4
211,16,19,core,0.791048,0.747726,0.687222,0.988676,0.643699,0.623492,1.0,0.0,0.8673,0.8482,0.060819,0.070958,0.591153,0.591722,52
211,27,32,core,0.790383,0.748153,0.743533,0.910637,0.789009,0.736305,0.7,0.0,0.8511,0.8247,0.053569,0.049306,0.565194,0.560514,5
212,72,53,core,0.754435,0.827044,0.795096,0.592871,0.958964,0.831883,0.5,0.0,0.8678,0.8549,0.091583,0.09025,0.732514,0.706375,3
213,72,53,core,0.771579,0.830384,0.798743,0.594521,0.986707,0.827289,0.6,0.0,0.867,0.8595,0.089167,0.08875,0.725764,0.699764,4
214,70,13,core,0.829601,0.628373,0.884334,0.955467,0.946708,0.721055,0.5,0.0,0.7513,0.6856,0.039472,0.040236,0.530319,0.532597,3
215,70,13,core,0.812652,0.61785,0.902577,0.977751,0.769005,0.721828,0.6,0.0,0.7206,0.6985,0.039667,0.043486,0.531625,0.53275,4
216,70,13,core,0.816177,0.620661,0.93463,0.986207,0.684027,0.721258,0.7,0.0,0.7505,0.6795,0.039472,0.045083,0.533083,0.532389,5
217,70,13,core,0.834018,0.650361,0.930968,0.963194,0.734729,0.719539,0.8,0.0,0.7238,0.6826,0.040597,0.045222,0.534097,0.532222,6
218,70,13,core,0.854303,0.647741,0.919669,0.94386,0.827026,0.717094,0.9,0.0,0.7394,0.7043,0.040819,0.043625,0.535639,0.53275,7
219,70,13,core,0.819638,0.637146,0.873384,0.929549,0.687949,0.714859,1.0,0.0,0.7559,0.7049,0.040514,0.046181,0.536694,0.533042,8
