frame_id,track_id_a,track_id_b,score_total,score_traj,score_rel,score_temp
28,8,3,0.700751,0.638857,0.867547,0.0
28,9,14,0.757273,0.610419,0.881139,0.59
28,10,1,0.761289,0.769719,0.712523,1.0
28,11,19,0.835431,0.688291,0.899143,1.0
28,14,20,0.750804,0.603826,0.81539,0.91
28,25,26,0.857162,0.789072,0.874521,1.0
28,18,9,0.781859,0.773209,0.764065,0.91
28,28,5,0.756063,0.654996,0.836027,0.67
28,20,23,0.7357,0.566403,0.869926,0.59
29,1,2,0.715767,0.714725,0.710205,0.75
29,2,4,0.714252,0.71176,0.845702,0.0
29,4,11,0.740608,0.655967,0.747308,1.0
29,5,6,0.789283,0.705771,0.804115,1.0
29,9,14,0.730096,0.616766,0.813141,0.67
29,10,1,0.760197,0.763963,0.714199,1.0
29,11,19,0.789055,0.688277,0.814833,1.0
29,14,20,0.762034,0.600676,0.823267,0.99
29,25,26,0.830083,0.778108,0.832264,1.0
29,27,10,0.731049,0.67292,0.900958,0.0
29,18,9,0.771928,0.714241,0.768989,0.99
29,28,5,0.736521,0.661744,0.781656,0.75
29,20,23,0.745234,0.561249,0.875994,0.67
30,1,2,0.715394,0.708599,0.698881,0.83
30,2,4,0.737237,0.767011,0.774151,0.43
30,4,11,0.74657,0.638445,0.769298,1.0
30,5,6,0.782601,0.696758,0.797701,1.0
30,7,7,0.703244,0.677826,0.783646,0.35
30,9,14,0.74633,0.65441,0.804156,0.75
30,10,1,0.747729,0.754173,0.697761,1.0
30,11,19,0.775651,0.678165,0.796897,1.0
30,14,20,0.740995,0.589528,0.790291,1.0
30,25,26,0.819634,0.818855,0.787337,1.0
30,27,10,0.720602,0.629665,0.831308,0.43
30,18,9,0.793693,0.777897,0.766235,1.0
30,28,5,0.744942,0.661842,0.782358,0.83
30,20,23,0.752509,0.578113,0.863945,0.75
31,1,2,0.724038,0.712839,0.697353,0.91
31,3,27,0.715753,0.77856,0.805921,0.0
31,4,11,0.784002,0.674445,0.814448,1.0
31,5,6,0.777014,0.672504,0.802977,1.0
31,7,7,0.717308,0.62972,0.781647,0.67
31,9,14,0.756276,0.581872,0.853856,0.83
31,10,1,0.744183,0.745974,0.696531,1.0
31,11,19,0.720531,0.703703,0.680427,1.0
31,14,20,0.765625,0.632608,0.807658,1.0
31,25,26,0.816044,0.77954,0.805828,1.0
31,27,10,0.726544,0.653248,0.812558,0.51
31,18,9,0.762013,0.73683,0.734768,1.0
31,28,5,0.722315,0.654895,0.731095,0.91
31,20,23,0.777589,0.608404,0.875723,0.83
32,1,2,0.733652,0.725889,0.691984,0.99
32,3,27,0.768338,0.783769,0.820034,0.43
32,4,11,0.740294,0.622386,0.768108,1.0
32,5,6,0.816217,0.681435,0.868573,1.0
32,7,7,0.732738,0.644307,0.785874,0.75
32,9,14,0.777953,0.613689,0.858476,0.91
32,10,1,0.757976,0.780542,0.699612,1.0
32,11,19,0.759492,0.64711,0.787279,1.0
32,14,20,0.745169,0.597305,0.792932,1.0
32,23,22,0.700989,0.615584,0.882791,0.0
32,25,26,0.835825,0.866268,0.786603,1.0
32,27,10,0.739466,0.657468,0.818822,0.59
32,18,9,0.760608,0.729764,0.736711,1.0
32,28,5,0.746082,0.705189,0.727755,0.99
32,20,23,0.766136,0.573723,0.862423,0.91
33,1,2,0.725651,0.694708,0.69546,1.0
33,3,27,0.758005,0.748121,0.809387,0.51
33,4,17,0.70225,0.700944,0.830762,0.0
33,5,6,0.805768,0.657914,0.864543,1.0
33,7,7,0.737086,0.661827,0.768085,0.83
33,9,14,0.791214,0.61259,0.86874,0.99
33,10,1,0.751333,0.746873,0.70896,1.0
33,11,19,0.768499,0.71483,0.76056,1.0
33,14,20,0.761292,0.614154,0.811524,1.0
33,15,10,0.701954,0.627186,0.877161,0.0
33,23,22,0.719246,0.62716,0.830435,0.43
33,25,26,0.831314,0.796263,0.82295,1.0
33,18,9,0.75894,0.729919,0.733578,1.0
33,28,5,0.732126,0.683521,0.714352,1.0
33,20,23,0.783064,0.57114,0.8803,0.99
34,1,2,0.721034,0.696793,0.685738,1.0
34,3,27,0.776755,0.794392,0.799487,0.59
34,5,6,0.792594,0.627861,0.859715,1.0
34,6,1,0.703833,0.759675,0.796267,0.0
34,7,7,0.740908,0.637696,0.775844,0.91
34,9,14,0.793663,0.624326,0.863907,1.0
34,11,19,0.746109,0.671894,0.747175,1.0
34,14,20,0.793737,0.610231,0.873012,1.0
34,15,10,0.750997,0.641635,0.878954,0.43
34,23,22,0.728332,0.627866,0.831961,0.51
34,25,26,0.847885,0.838473,0.826218,1.0
34,18,9,0.748188,0.714528,0.723825,1.0
34,28,5,0.734985,0.699892,0.709132,1.0
34,20,23,0.777588,0.552564,0.880346,1.0
35,1,2,0.701023,0.656337,0.6751,1.0
35,3,27,0.754869,0.746888,0.775378,0.67
35,5,6,0.791292,0.641701,0.848539,1.0
35,6,1,0.76131,0.778485,0.810619,0.43
35,7,7,0.799956,0.662928,0.852602,0.99
35,8,3,0.711536,0.629356,0.893202,0.0
35,9,14,0.794192,0.62335,0.865491,1.0
35,11,19,0.738851,0.659542,0.741839,1.0
35,14,20,0.790269,0.611253,0.866054,1.0
35,15,10,0.725295,0.62902,0.825705,0.51
35,25,26,0.8408,0.842891,0.810524,1.0
35,18,9,0.782484,0.746485,0.765845,1.0
35,28,5,0.798866,0.726549,0.808316,1.0
35,20,23,0.782603,0.585553,0.868472,1.0
36,1,2,0.70311,0.71096,0.644134,1.0
36,3,27,0.768759,0.766579,0.773557,0.75
36,5,6,0.805078,0.681125,0.848517,1.0
36,6,1,0.765457,0.775477,0.805528,0.51
36,7,7,0.790292,0.637672,0.849286,1.0
36,8,3,0.760186,0.646153,0.892787,0.43
36,9,14,0.774035,0.620664,0.83055,1.0
36,11,19,0.758474,0.716633,0.741185,1.0
36,14,20,0.797255,0.633036,0.864896,1.0
36,15,10,0.771469,0.653954,0.879245,0.59
36,23,22,0.70627,0.658049,0.801732,0.35
36,25,26,0.783726,0.807389,0.729345,1.0
36,18,9,0.768491,0.751786,0.737029,1.0
36,28,5,0.792196,0.736044,0.790147,1.0
36,20,23,0.819984,0.569362,0.94674,1.0
37,3,27,0.81004,0.745995,0.847166,0.83
37,4,17,0.721953,0.68962,0.84652,0.15
37,5,6,0.802985,0.684037,0.842858,1.0
37,6,1,0.734464,0.757716,0.745934,0.59
37,7,7,0.792773,0.640202,0.852187,1.0
37,8,3,0.758468,0.620892,0.891193,0.51
37,9,14,0.729076,0.594798,0.765266,1.0
37,11,19,0.705891,0.6535,0.685757,1.0
37,14,20,0.779138,0.608288,0.847703,1.0
37,16,10,0.711167,0.727988,0.829765,0.0
37,25,26,0.829547,0.817966,0.805925,1.0
37,18,9,0.779633,0.754603,0.755494,1.0
37,28,5,0.797157,0.739488,0.796975,1.0
37,20,23,0.783051,0.579034,0.873435,1.0
38,3,27,0.818944,0.750217,0.846124,0.91
38,5,6,0.778433,0.625544,0.835441,1.0
38,6,1,0.780828,0.809404,0.782794,0.67
38,7,7,0.81798,0.622928,0.90901,1.0
38,8,3,0.77852,0.656402,0.890507,0.59
38,10,8,0.701172,0.625605,0.876745,0.0
38,11,19,0.728508,0.705711,0.693653,1.0
38,14,20,0.782885,0.616376,0.849369,1.0
38,16,10,0.736199,0.719639,0.802409,0.43
38,25,26,0.798428,0.780847,0.772966,1.0
38,18,9,0.747799,0.754653,0.697583,1.0
38,28,5,0.774715,0.692581,0.786021,1.0
38,20,23,0.800356,0.562835,0.915206,1.0
39,3,27,0.813562,0.796495,0.792343,0.99
39,5,6,0.776188,0.632048,0.827221,1.0
39,6,1,0.75747,0.772599,0.7492,0.75
39,7,7,0.823914,0.640596,0.908556,1.0
39,8,3,0.804216,0.701559,0.893947,0.67
39,10,8,0.771711,0.709403,0.873491,0.43
39,11,19,0.721354,0.668779,0.704148,1.0
39,14,20,0.787981,0.613272,0.860611,1.0
39,16,10,0.75325,0.732231,0.810853,0.51
39,23,11,0.70543,0.709288,0.831235,0.0
39,25,26,0.829041,0.82157,0.802711,1.0
39,18,9,0.762995,0.772755,0.713693,1.0
39,28,5,0.731469,0.692481,0.707455,1.0
39,20,23,0.740571,0.571223,0.80117,1.0
40,3,27,0.785554,0.712934,0.792777,1.0
40,5,6,0.747349,0.63159,0.775077,1.0
40,6,1,0.73734,0.783715,0.690981,0.83
40,7,7,0.800876,0.65443,0.857864,1.0
40,8,3,0.797706,0.674542,0.884757,0.75
40,10,8,0.734485,0.624497,0.845293,0.51
40,11,19,0.726566,0.652299,0.724112,1.0
40,14,20,0.776443,0.604011,0.845525,1.0
40,16,10,0.776566,0.690129,0.865493,0.59
40,23,11,0.734426,0.685194,0.821106,0.43
40,25,26,0.867308,0.82082,0.872765,1.0
40,18,9,0.784155,0.756472,0.762527,1.0
40,28,2,0.716866,0.691157,0.863565,0.0
40,20,23,0.738808,0.578181,0.793536,1.0
41,3,27,0.779666,0.740753,0.764367,1.0
41,5,6,0.749195,0.64166,0.772025,1.0
41,6,4,0.735318,0.766923,0.848899,0.0
41,7,7,0.769008,0.581418,0.846384,1.0
41,8,3,0.769875,0.678753,0.816929,0.83
41,10,8,0.734345,0.642366,0.819121,0.59
41,11,19,0.715318,0.629035,0.718464,1.0
41,14,20,0.784876,0.611102,0.856346,1.0
41,16,10,0.795649,0.735507,0.856767,0.67
41,23,11,0.737989,0.672102,0.821371,0.51
41,25,1,0.711812,0.69262,0.853446,0.0
41,18,9,0.779844,0.73054,0.771191,1.0
41,28,2,0.756618,0.664365,0.874709,0.43
41,20,23,0.749625,0.595943,0.801899,1.0
42,5,6,0.766225,0.617686,0.818246,1.0
42,7,7,0.812532,0.576874,0.928411,1.0
42,10,8,0.701141,0.631816,0.750918,0.67
42,11,19,0.710207,0.622989,0.71302,1.0
42,14,20,0.806474,0.596479,0.90492,1.0
42,16,10,0.761824,0.708915,0.797643,0.75
42,23,11,0.70423,0.673834,0.744341,0.59
42,25,26,0.756922,0.854828,0.768604,0.35
42,18,4,0.70828,0.672975,0.859525,0.0
42,28,2,0.715498,0.693946,0.766576,0.51
42,20,23,0.837151,0.632394,0.937843,1.0
43,5,6,0.764992,0.637684,0.803277,1.0
43,7,7,0.819465,0.603923,0.923803,1.0
43,11,19,0.710237,0.641366,0.701379,1.0
43,14,20,0.79908,0.598307,0.890314,1.0
43,16,10,0.762145,0.691205,0.794952,0.83
43,25,26,0.799127,0.783688,0.77243,1.0
43,18,4,0.74113,0.67364,0.840647,0.43
43,28,2,0.719475,0.681173,0.76739,0.59
43,20,23,0.800439,0.566548,0.912995,1.0
44,5,6,0.756044,0.62151,0.7973,1.0
44,6,4,0.702344,0.789513,0.710936,0.35
44,7,7,0.775585,0.589209,0.853384,1.0
44,11,19,0.766611,0.630908,0.810532,1.0
44,14,20,0.784651,0.652902,0.829338,1.0
44,16,10,0.781117,0.724697,0.793587,0.91
44,25,26,0.834221,0.806333,0.821826,1.0
44,28,2,0.721429,0.681992,0.755877,0.67
44,20,23,0.81691,0.614021,0.912732,1.0
45,2,1,0.730429,0.872165,0.773039,0.0
45,5,6,0.7475,0.605176,0.792161,1.0
45,6,4,0.780653,0.743789,0.853322,0.51
45,7,7,0.788278,0.610652,0.862818,1.0
45,11,19,0.757259,0.675667,0.765046,1.0
45,14,20,0.767925,0.609553,0.826512,1.0
45,16,10,0.771944,0.675745,0.793516,0.99
45,25,26,0.886118,0.855913,0.884634,1.0
45,28,2,0.76181,0.682638,0.814338,0.75
45,20,23,0.768555,0.574415,0.850018,1.0
46,2,1,0.756275,0.817496,0.77664,0.43
46,5,6,0.75423,0.619304,0.795407,1.0
46,6,4,0.785682,0.782923,0.823016,0.59
46,7,7,0.771317,0.595672,0.841513,1.0
