frame_id,track_id_a,track_id_b,score_total,score_reid,score_pos,score_area,score_h,score_dist,score_rank,score_y,topk_rank_reid,num_valid_a,num_valid_b
9,7,7,0.632497,0.900369,0.821389,0.374749,0.548258,0.641636,0.843281,0.799497,1,9,12
9,15,9,0.584229,0.958699,0.453255,0.474654,0.80595,0.677876,0.359613,0.546897,1,9,12
9,1,4,0.583013,0.946972,0.700531,0.307653,0.825359,0.444898,0.40289,0.998171,1,9,12
10,6,1,0.731245,0.779762,0.683541,0.613932,0.877651,0.774754,0.434598,0.932484,4,9,13
10,8,3,0.708375,0.96124,0.864174,0.516495,0.478581,0.827595,1.0,0.728348,1,9,13
10,25,26,0.698385,0.866164,0.717008,0.814997,0.784222,0.510352,0.434598,0.999418,1,9,13
10,3,5,0.682066,0.979271,0.619296,0.974486,0.550538,0.641232,0.535261,0.703331,1,9,13
10,7,7,0.675994,0.892042,0.805085,0.556393,0.593779,0.656718,0.811936,0.798234,4,9,13
10,15,9,0.627932,0.962471,0.418871,0.842619,0.844983,0.575226,0.286505,0.551238,1,9,13
10,2,6,0.603501,0.851405,0.849613,0.746607,0.566901,0.173739,0.811936,0.88729,3,9,13
10,1,4,0.59052,0.950133,0.711138,0.440737,0.86358,0.323032,0.434598,0.987677,1,9,13
11,8,3,0.74615,0.963742,0.864932,0.627487,0.552143,0.829993,1.0,0.729865,1,10,13
11,25,26,0.739112,0.881289,0.785257,0.896027,0.691336,0.5872,0.573753,0.99676,1,10,13
11,7,7,0.725622,0.892318,0.835177,0.652246,0.656126,0.686543,0.870325,0.800029,3,10,13
11,3,5,0.713312,0.977892,0.846841,0.886693,0.611461,0.469149,1.0,0.693682,1,10,13
11,6,2,0.673142,0.791169,0.742755,0.844042,0.605096,0.493401,0.757465,0.728045,4,10,13
11,2,1,0.646636,0.877021,0.775003,0.802528,0.673089,0.321046,0.757465,0.792542,1,10,13
11,1,4,0.613242,0.952227,0.711097,0.505335,0.961185,0.284217,0.434598,0.987595,1,10,13
11,4,21,0.60147,0.903188,0.799094,0.344183,0.95121,0.250835,0.870325,0.727863,3,10,13
11,15,8,0.564252,0.942723,0.402475,0.781937,0.911868,0.3385,0.286505,0.518445,2,10,13
12,8,3,0.755769,0.963389,0.865966,0.674761,0.560346,0.822638,1.0,0.731933,1,10,13
12,25,26,0.74518,0.901017,0.784593,0.856544,0.735262,0.608843,0.573753,0.995433,1,10,13
12,7,7,0.738546,0.893277,0.837548,0.693776,0.679283,0.683172,0.870325,0.80477,2,10,13
12,3,5,0.713771,0.974059,0.848664,0.850933,0.647427,0.468268,1.0,0.697328,1,10,13
12,6,2,0.666446,0.798794,0.738988,0.833718,0.57764,0.502112,0.757465,0.720511,5,10,13
12,2,1,0.657562,0.894115,0.775135,0.841301,0.68941,0.320489,0.757465,0.792805,1,10,13
12,1,4,0.608427,0.95433,0.712249,0.493133,0.954132,0.278748,0.434598,0.989899,1,10,13
12,4,21,0.607303,0.89548,0.803359,0.410502,0.909424,0.248567,0.870325,0.736393,3,10,13
12,15,8,0.601066,0.939286,0.401012,0.975605,0.889881,0.350457,0.286505,0.51552,2,10,13
13,25,26,0.776318,0.901728,0.756311,0.797592,0.824396,0.748848,0.573753,0.938869,1,10,13
13,8,3,0.774456,0.960964,0.867431,0.752958,0.60326,0.798446,1.0,0.734862,1,10,13
13,7,7,0.753405,0.90657,0.838084,0.744787,0.702625,0.682372,0.870325,0.805843,1,10,13
13,3,5,0.704149,0.974122,0.847216,0.790733,0.690282,0.44568,1.0,0.694433,1,10,13
13,6,2,0.682584,0.81338,0.738359,0.859344,0.606372,0.524062,0.757465,0.719253,5,10,13
13,2,1,0.663664,0.906969,0.772636,0.877542,0.719459,0.295366,0.757465,0.787807,3,10,13
13,1,4,0.607997,0.960459,0.70831,0.505326,0.973178,0.25755,0.434598,0.982022,1,10,13
13,4,21,0.599136,0.906518,0.805325,0.437967,0.848137,0.240204,0.870325,0.740325,3,10,13
13,11,8,0.518397,0.983162,0.511081,0.603619,0.60786,0.38889,0.286505,0.735658,1,10,13
14,8,3,0.835323,0.962594,0.869209,0.885476,0.605183,0.931872,1.0,0.738418,1,10,13
14,25,26,0.780741,0.920897,0.87535,0.743184,0.962951,0.532566,0.870325,0.880376,1,10,13
14,7,7,0.770764,0.917096,0.840101,0.81492,0.660218,0.726807,0.870325,0.809876,1,10,13
14,2,1,0.747129,0.922778,0.829459,0.946222,0.682497,0.524296,0.870325,0.788594,2,10,13
14,3,5,0.705828,0.971557,0.673501,0.790074,0.619622,0.752653,0.659241,0.687761,1,10,13
14,6,2,0.690662,0.817502,0.736538,0.87735,0.527453,0.607653,0.757465,0.715611,5,10,13
14,4,21,0.665531,0.911829,0.705964,0.511895,0.84832,0.585602,0.659241,0.752687,2,10,13
14,1,4,0.625485,0.964313,0.707657,0.53407,0.925825,0.343303,0.434598,0.980715,1,10,13
15,8,3,0.86089,0.961834,0.871242,0.975289,0.644698,0.927833,1.0,0.742485,1,10,13
15,7,7,0.780017,0.923605,0.841586,0.850773,0.664197,0.729871,0.870325,0.812847,1,10,13
15,25,26,0.766394,0.927243,0.862821,0.714518,0.88816,0.575486,0.870325,0.855317,1,10,13
15,2,1,0.761544,0.935854,0.832093,0.982807,0.693704,0.540035,0.870325,0.793862,2,10,13
15,3,5,0.704305,0.968276,0.671589,0.768542,0.626831,0.760699,0.659241,0.683937,1,10,13
15,6,2,0.696883,0.822192,0.735854,0.910252,0.517588,0.615064,0.757465,0.714243,5,10,13
15,4,21,0.656562,0.927067,0.706089,0.464476,0.913249,0.535543,0.659241,0.752938,2,10,13
15,1,4,0.631806,0.962375,0.705539,0.55719,0.95346,0.330947,0.434598,0.976481,1,10,13
15,5,6,0.587279,0.897198,0.510843,0.499307,0.9765,0.453289,0.143067,0.878619,3,10,13
16,8,3,0.872647,0.964436,0.872356,0.869843,0.749866,0.973522,1.0,0.744712,1,11,13
16,25,26,0.847198,0.939669,0.88396,0.836922,0.999904,0.681789,0.920044,0.847876,1,11,13
16,7,7,0.831101,0.927852,0.866886,0.979992,0.76089,0.71806,0.920044,0.813727,1,11,13
16,6,2,0.714506,0.82552,0.782449,0.922029,0.608309,0.538324,0.846482,0.718415,5,11,13
16,2,1,0.70057,0.944961,0.858608,0.861241,0.786804,0.281795,0.920044,0.797172,2,11,13
16,3,5,0.683042,0.962656,0.730006,0.629198,0.72306,0.628354,0.778801,0.681211,1,11,13
16,4,8,0.631597,0.966392,0.503878,0.98495,0.82292,0.374665,0.15988,0.847876,1,11,13
16,5,6,0.588566,0.884929,0.505882,0.519273,0.97849,0.447819,0.135335,0.876429,3,11,13
16,11,21,0.48395,0.94796,0.424139,0.443378,0.994789,0.191472,0.188876,0.659402,2,11,13
17,8,3,0.874236,0.961864,0.875687,0.880146,0.752463,0.964895,1.0,0.751373,1,11,13
17,25,26,0.837042,0.94869,0.881568,0.856514,0.973576,0.6499,0.920044,0.843092,1,11,13
17,7,7,0.826753,0.930674,0.870525,0.934791,0.776918,0.718909,0.920044,0.821005,1,11,13
17,6,2,0.712568,0.830538,0.785661,0.861234,0.645616,0.544864,0.846482,0.724841,4,11,13
17,2,1,0.686454,0.949104,0.858575,0.793578,0.785962,0.280177,0.920044,0.797105,2,11,13
17,3,5,0.677424,0.962917,0.729722,0.598239,0.724135,0.630185,0.778801,0.680644,1,11,13
17,4,8,0.626755,0.969515,0.504549,0.970608,0.814525,0.372546,0.15988,0.849218,1,11,13
17,5,6,0.599486,0.875301,0.508075,0.542115,0.969505,0.477344,0.135335,0.880816,4,11,13
17,11,21,0.479624,0.944646,0.428252,0.508897,0.878811,0.208777,0.188876,0.667629,2,11,13
18,8,3,0.87965,0.958633,0.877787,0.899582,0.761599,0.960756,1.0,0.755574,1,11,13
18,7,7,0.834397,0.942968,0.873095,0.939467,0.798416,0.72495,0.920044,0.826145,1,11,13
18,25,26,0.825597,0.951266,0.879364,0.844344,0.955914,0.631071,0.920044,0.838683,1,11,13
18,6,2,0.711054,0.833883,0.789116,0.782635,0.703059,0.5509,0.846482,0.73175,4,11,13
18,2,1,0.688352,0.95096,0.85768,0.807313,0.787982,0.276419,0.920044,0.795316,1,11,13
18,3,5,0.676579,0.960699,0.727436,0.605062,0.714454,0.632294,0.778801,0.676072,1,11,13
18,5,6,0.608575,0.864293,0.510059,0.527591,0.988481,0.507361,0.135335,0.884783,5,11,13
18,4,8,0.599277,0.978759,0.505398,0.887623,0.801469,0.338277,0.15988,0.850916,1,11,13
18,11,21,0.495773,0.937425,0.432024,0.440901,0.999774,0.225717,0.188876,0.675172,2,11,13
19,8,3,0.885009,0.954533,0.880912,0.944946,0.742012,0.957191,1.0,0.761825,1,11,13
19,7,7,0.842731,0.943551,0.874507,0.979754,0.795325,0.726553,0.920044,0.828969,1,11,13
19,25,26,0.834679,0.95947,0.893089,0.864854,0.967532,0.622482,0.920044,0.866133,1,11,13
19,6,2,0.717596,0.860673,0.784848,0.863522,0.65608,0.555914,0.846482,0.723214,4,11,13
19,2,1,0.696368,0.946443,0.857217,0.862846,0.778807,0.272046,0.920044,0.79439,1,11,13
19,3,5,0.674331,0.956218,0.722604,0.62093,0.690989,0.63614,0.778801,0.666408,1,11,13
19,5,6,0.611886,0.878733,0.510464,0.528054,0.957157,0.544724,0.135335,0.885593,4,11,13
19,4,8,0.590249,0.981293,0.506958,0.863396,0.81153,0.311314,0.15988,0.854037,1,11,13
19,11,21,0.495196,0.927917,0.435667,0.411781,0.993473,0.246646,0.188876,0.682459,2,11,13
20,8,3,0.885675,0.949925,0.882692,0.979841,0.717848,0.94878,1.0,0.765383,1,11,13
20,7,7,0.845927,0.944382,0.875232,0.984578,0.799032,0.731497,0.920044,0.830419,2,11,13
20,25,26,0.833148,0.966204,0.889071,0.857947,0.991234,0.608548,0.920044,0.858098,1,11,13
20,6,2,0.723215,0.879078,0.784487,0.862293,0.668353,0.570061,0.846482,0.722492,4,11,13
20,2,1,0.693483,0.940234,0.857283,0.865796,0.76345,0.270337,0.920044,0.794523,2,11,13
20,3,5,0.683079,0.950466,0.724161,0.645478,0.69931,0.642659,0.778801,0.669521,1,11,13
20,4,6,0.653193,0.772782,0.557475,0.471289,0.833715,0.788304,0.367879,0.747071,3,11,13
20,5,21,0.637584,0.8759,0.833122,0.811435,0.544038,0.299585,0.716531,0.949713,5,11,13
20,11,8,0.537348,0.97798,0.588758,0.740167,0.623849,0.233916,0.434598,0.742917,1,11,13
21,8,3,0.864256,0.952718,0.884959,0.894812,0.642189,0.98848,1.0,0.769919,1,11,14
21,7,7,0.812607,0.94514,0.861828,0.909458,0.736995,0.726705,0.891023,0.832633,2,11,14
21,25,26,0.744903,0.972047,0.797227,0.802007,0.934681,0.474145,0.735141,0.859312,1,11,14
21,6,2,0.707123,0.889965,0.7589,0.932159,0.630189,0.516154,0.793923,0.723876,4,11,14
21,2,1,0.700933,0.939709,0.860937,0.99313,0.686669,0.254583,0.925961,0.795912,3,11,14
21,3,5,0.64011,0.955493,0.692583,0.664018,0.636277,0.550588,0.707404,0.677762,1,11,14
21,4,21,0.597511,0.9326,0.75592,0.506551,0.823314,0.267865,0.707404,0.804436,3,11,14
21,11,8,0.500955,0.978871,0.562734,0.676785,0.559862,0.226674,0.382304,0.743165,1,11,14
22,8,3,0.85837,0.959249,0.886018,0.868383,0.646982,0.980763,1.0,0.772036,1,11,14
22,7,7,0.819823,0.94708,0.862938,0.899212,0.777673,0.729672,0.891023,0.834853,1,11,14
22,25,26,0.723616,0.9748,0.792109,0.756401,0.886921,0.470855,0.735141,0.849076,1,11,14
22,6,2,0.707292,0.906073,0.757997,0.90776,0.647811,0.523515,0.793923,0.722072,3,11,14
22,2,1,0.70289,0.937889,0.862164,0.973009,0.719928,0.250182,0.925961,0.798367,3,11,14
22,3,5,0.641254,0.957974,0.689159,0.640472,0.664323,0.556357,0.707404,0.670915,1,11,14
22,4,21,0.599817,0.93246,0.759078,0.598611,0.745141,0.261558,0.707404,0.810753,3,11,14
22,11,8,0.506847,0.979922,0.562982,0.681175,0.57736,0.232385,0.382304,0.74366,1,11,14
23,8,3,0.793739,0.970371,0.887466,0.69829,0.550345,0.933596,1.0,0.774933,1,12,14
23,7,7,0.775424,0.949828,0.885153,0.737419,0.65629,0.747517,0.932459,0.837846,2,12,14
23,6,2,0.730973,0.918181,0.798006,0.928584,0.582857,0.59753,0.86948,0.726532,4,12,14
23,25,26,0.725107,0.978576,0.764367,0.661228,0.854377,0.617831,0.657323,0.87141,1,12,14
23,1,4,0.723901,0.965519,0.65349,0.508312,0.880028,0.870049,0.338268,0.968711,1,12,14
23,3,5,0.689955,0.960151,0.737944,0.744626,0.586513,0.661787,0.810754,0.665134,1,12,14
23,2,1,0.654412,0.947962,0.852059,0.874762,0.641758,0.211549,0.900419,0.8037,3,12,14
23,5,21,0.625528,0.880869,0.854905,0.574463,0.726838,0.264204,0.782896,0.926914,3,12,14
23,4,8,0.525675,0.961966,0.528867,0.708876,0.683049,0.248745,0.19333,0.864405,1,12,14
23,11,6,0.463086,0.827923,0.66921,0.353512,0.564145,0.181325,0.657323,0.681097,5,12,14
24,7,7,0.850353,0.954974,0.922213,0.88057,0.808412,0.759127,1.0,0.844426,1,13,13
24,25,26,0.838342,0.97965,0.766778,0.799221,0.923125,0.902,0.659241,0.874316,1,13,13
24,8,3,0.825628,0.978308,0.887305,0.814626,0.673396,0.869865,1.0,0.77461,1,13,13
24,6,2,0.800921,0.920301,0.863841,0.89059,0.723371,0.703139,1.0,0.727682,3,13,13
24,3,5,0.748152,0.959335,0.828469,0.592133,0.73575,0.770445,1.0,0.656937,2,13,13
24,1,4,0.713069,0.965677,0.698961,0.609821,0.91095,0.657114,0.434598,0.963325,1,13,13
24,2,1,0.656148,0.944389,0.733448,0.901506,0.819091,0.221287,0.659241,0.807655,3,13,13
24,5,21,0.642142,0.887918,0.959616,0.65155,0.583463,0.237093,1.0,0.919232,2,13,13
24,4,8,0.603601,0.968548,0.528587,0.898552,0.881151,0.25062,0.188876,0.868298,1,13,13
24,11,6,0.465815,0.84513,0.564862,0.448755,0.73081,0.128802,0.434598,0.695126,4,13,13
25,7,7,0.801617,0.959159,0.906306,0.758308,0.695278,0.77477,0.96283,0.849783,1,12,13
25,25,26,0.801257,0.979888,0.836712,0.677462,0.93281,0.745415,0.796703,0.87672,1,12,13
25,8,3,0.800054,0.983843,0.88986,0.712315,0.609591,0.896887,1.0,0.779719,1,12,13
25,6,2,0.778354,0.932531,0.83138,0.960639,0.632239,0.67518,0.927041,0.735719,4,12,13
25,1,4,0.729749,0.966246,0.710487,0.533892,0.994152,0.701879,0.451376,0.969598,1,12,13
25,3,5,0.729383,0.955689,0.770604,0.691728,0.651641,0.763992,0.892582,0.648626,2,12,13
25,2,1,0.681926,0.954504,0.790341,0.990477,0.740756,0.23624,0.76709,0.813592,3,12,13
25,5,21,0.651019,0.877842,0.923251,0.720615,0.579713,0.271263,0.927041,0.919462,4,12,13
25,4,8,0.575581,0.974257,0.547591,0.802791,0.805792,0.248831,0.219775,0.875408,1,12,13
25,11,6,0.474301,0.857779,0.615624,0.368504,0.59817,0.26199,0.525219,0.706028,4,12,13
26,8,3,0.864293,0.98729,0.891127,0.924911,0.774175,0.850326,1.0,0.782254,1,12,13
26,25,26,0.804605,0.980913,0.690115,0.872983,0.868305,0.859229,0.505697,0.874534,1,12,13
26,7,7,0.78296,0.961822,0.733337,0.950479,0.904338,0.621316,0.611143,0.855531,2,12,13
26,6,2,0.722874,0.936658,0.71747,0.754268,0.855963,0.598853,0.684691,0.750248,4,12,13
26,3,5,0.721715,0.948468,0.767997,0.563295,0.82777,0.698814,0.892582,0.643411,2,12,13
26,2,1,0.679877,0.959922,0.790036,0.772796,0.945926,0.23848,0.76709,0.812982,3,12,13
26,11,21,0.635052,0.905828,0.438717,0.77004,0.720007,0.733968,0.150478,0.726955,2,12,13
26,5,13,0.601106,0.884023,0.900756,0.303735,0.726523,0.31916,0.96283,0.838683,4,12,13
26,4,8,0.592766,0.978558,0.509974,0.864901,0.910733,0.236591,0.139499,0.880449,1,12,13
27,8,3,0.867394,0.988721,0.891779,0.946364,0.774532,0.84437,1.0,0.783557,1,12,13
27,25,26,0.803171,0.980622,0.688771,0.849089,0.911507,0.839929,0.505697,0.871846,1,12,13
27,7,7,0.77515,0.959528,0.735585,0.957659,0.896653,0.587332,0.611143,0.860028,2,12,13
27,3,5,0.735501,0.941893,0.768292,0.633014,0.838889,0.688874,0.892582,0.644001,2,12,13
27,6,2,0.716502,0.938616,0.718658,0.785045,0.807164,0.586122,0.684691,0.752625,4,12,13
27,2,1,0.68518,0.963376,0.791357,0.776892,0.953478,0.248524,0.76709,0.815625,2,12,13
27,4,6,0.67947,0.825522,0.675724,0.81036,0.692056,0.569934,0.4869,0.864549,4,12,13
27,11,21,0.645902,0.893532,0.444356,0.834145,0.683612,0.747306,0.150478,0.738233,3,12,13
27,5,13,0.586793,0.884281,0.897905,0.283373,0.655862,0.338716,0.96283,0.83298,4,12,13
28,8,3,0.820112,0.989473,0.892399,0.820979,0.689808,0.822461,1.0,0.784797,1,11,13
28,25,26,0.782708,0.976765,0.737017,0.741801,0.949647,0.745849,0.606531,0.867503,1,11,13
28,7,7,0.74889,0.952573,0.713094,0.938029,0.802397,0.604887,0.558035,0.868153,2,11,13
28,3,5,0.714609,0.933532,0.704981,0.818331,0.700467,0.656423,0.778801,0.631161,2,11,13
28,6,2,0.709406,0.938831,0.734641,0.853198,0.726746,0.545173,0.716531,0.75275,4,11,13
28,2,1,0.708012,0.966032,0.870354,0.816094,0.862716,0.270503,0.920044,0.820663,1,11,13
28,4,6,0.679039,0.842752,0.72082,0.714051,0.759928,0.527823,0.558035,0.883605,4,11,13
28,5,21,0.642672,0.868731,0.819453,0.881734,0.505164,0.313937,0.716531,0.922374,5,11,13
28,11,8,0.545052,0.929694,0.595778,0.732722,0.592542,0.285907,0.434598,0.756959,1,11,13
29,8,3,0.836167,0.988818,0.894494,0.879279,0.71589,0.81624,1.0,0.788988,1,11,13
29,25,26,0.794298,0.977156,0.742758,0.75565,0.966054,0.759966,0.606531,0.878985,1,11,13
29,7,7,0.754125,0.942048,0.714977,0.988369,0.808266,0.578224,0.558035,0.871918,2,11,13
29,3,5,0.725329,0.937711,0.698792,0.929921,0.685444,0.630714,0.778801,0.618783,2,11,13
29,2,1,0.704893,0.958074,0.870217,0.752639,0.89359,0.284284,0.920044,0.82039,3,11,13
29,6,2,0.701408,0.950773,0.734109,0.835234,0.724524,0.530075,0.716531,0.751686,3,11,13
29,4,6,0.696433,0.84621,0.728235,0.742962,0.790761,0.539224,0.558035,0.898435,4,11,13
29,5,21,0.614108,0.875687,0.817882,0.693091,0.550128,0.316821,0.716531,0.919232,4,11,13
29,11,8,0.567364,0.927412,0.598243,0.795083,0.637204,0.286086,0.434598,0.761888,1,11,13
30,8,3,0.845814,0.990175,0.896238,0.889796,0.711836,0.847217,1.0,0.792476,1,11,13
30,25,26,0.771881,0.971666,0.627252,0.797707,0.992465,0.777231,0.367879,0.886625,1,11,13
30,7,7,0.717734,0.928779,0.715703,0.999138,0.802627,0.427542,0.558035,0.873371,2,11,13
30,3,5,0.717039,0.941101,0.698226,0.924798,0.711488,0.581609,0.778801,0.617652,2,11,13
30,6,2,0.711373,0.945607,0.731522,0.845497,0.693547,0.590126,0.716531,0.746512,3,11,13
30,4,6,0.698607,0.866072,0.918378,0.803254,0.764697,0.254337,0.920044,0.916711,3,11,13
30,2,1,0.689127,0.947054,0.867971,0.758653,0.840292,0.262194,0.920044,0.815897,3,11,13
30,11,21,0.672833,0.886866,0.474748,0.672324,0.817326,0.834963,0.188876,0.760621,4,11,13
30,5,13,0.599918,0.868296,0.872339,0.307474,0.709529,0.364794,0.920044,0.824634,4,11,13
30,28,4,0.598981,0.92915,0.634097,0.954004,0.314333,0.493517,0.778801,0.489392,5,11,13
31,8,3,0.864542,0.988587,0.898752,0.941855,0.753751,0.84343,1.0,0.797503,1,11,13
31,25,26,0.780514,0.965743,0.632559,0.854813,0.961593,0.783349,0.367879,0.897239,3,11,13
31,7,7,0.716048,0.914326,0.717998,0.988338,0.830873,0.403624,0.558035,0.877961,3,11,13
31,4,6,0.715018,0.881208,0.928442,0.870276,0.749578,0.264368,0.920044,0.93684,3,11,13
31,6,2,0.701437,0.941494,0.734891,0.792415,0.709875,0.57507,0.716531,0.753251,5,11,13
31,2,1,0.696243,0.947797,0.871106,0.735345,0.87951,0.273541,0.920044,0.822167,3,11,13
31,3,5,0.690412,0.936189,0.690837,0.80256,0.692889,0.598118,0.778801,0.602874,2,11,13
31,11,21,0.667447,0.88312,0.479013,0.646373,0.764098,0.870794,0.188876,0.76915,4,11,13
31,5,13,0.617637,0.858281,0.869058,0.288723,0.801398,0.38177,0.920044,0.818072,4,11,13
32,8,3,0.879709,0.988944,0.901582,0.988714,0.781195,0.840692,1.0,0.803165,1,11,13
32,25,26,0.786269,0.965452,0.632895,0.865074,0.974085,0.787697,0.367879,0.897911,3,11,13
32,4,6,0.738679,0.895079,0.937574,0.967109,0.741684,0.275079,0.920044,0.955103,2,11,13
32,2,1,0.699134,0.942602,0.873164,0.719999,0.892029,0.284485,0.920044,0.826283,3,11,13
