frame_id,track_id_a,track_id_b,score_total,score_graph,score_temp,score_center,num_valid_a,num_valid_b,best_total_score
7,5,13,0.605832,0.605832,0.0,0.0,10,12,6.112847
7,4,6,0.553705,0.553705,0.0,0.0,10,12,6.112847
7,15,9,0.648681,0.648681,0.0,0.0,10,12,6.112847
7,2,1,0.648127,0.648127,0.0,0.0,10,12,6.112847
7,3,5,0.665866,0.665866,0.0,0.0,10,12,6.112847
7,6,2,0.731289,0.731289,0.0,0.0,10,12,6.112847
7,7,7,0.737909,0.737909,0.0,0.0,10,12,6.112847
7,8,3,0.789351,0.789351,0.0,0.0,10,12,6.112847
8,1,12,0.737991,0.737991,0.0,0.0,10,12,5.520236
8,5,6,0.620293,0.620293,0.0,0.0,10,12,5.520236
8,4,9,0.667394,0.667394,0.0,0.0,10,12,5.520236
8,2,1,0.626644,0.626644,0.0,0.0,10,12,5.520236
8,3,5,0.641913,0.641913,0.0,0.0,10,12,5.520236
8,6,2,0.716543,0.716543,0.0,0.0,10,12,5.520236
8,7,7,0.728214,0.728214,0.0,0.0,10,12,5.520236
8,8,3,0.781245,0.781245,0.0,0.0,10,12,5.520236
9,1,12,0.784974,0.784974,0.0,0.0,9,12,5.332036
9,5,13,0.635408,0.635408,0.0,0.0,9,12,5.332036
9,15,9,0.5972,0.5972,0.0,0.0,9,12,5.332036
9,2,1,0.582737,0.582737,0.0,0.0,9,12,5.332036
9,3,5,0.594257,0.594257,0.0,0.0,9,12,5.332036
9,6,2,0.667931,0.667931,0.0,0.0,9,12,5.332036
9,7,7,0.698215,0.698215,0.0,0.0,9,12,5.332036
9,8,3,0.771314,0.771314,0.0,0.0,9,12,5.332036
10,1,12,0.760707,0.760707,0.0,0.0,9,13,5.341053
10,5,13,0.605452,0.605452,0.0,0.0,9,13,5.341053
10,15,9,0.601671,0.601671,0.0,0.0,9,13,5.341053
10,2,1,0.586604,0.586604,0.0,0.0,9,13,5.341053
10,3,5,0.600832,0.600832,0.0,0.0,9,13,5.341053
10,6,2,0.689701,0.689701,0.0,0.0,9,13,5.341053
10,7,7,0.714445,0.714445,0.0,0.0,9,13,5.341053
10,8,3,0.781641,0.781641,0.0,0.0,9,13,5.341053
11,1,12,0.750471,0.750471,0.0,0.0,10,13,5.613564
11,5,13,0.629741,0.629741,0.0,0.0,10,13,5.613564
11,25,26,0.681309,0.681309,0.0,0.0,10,13,5.613564
11,2,6,0.693672,0.693672,0.0,0.0,10,13,5.613564
11,3,5,0.654518,0.654518,0.0,0.0,10,13,5.613564
11,6,2,0.658801,0.658801,0.0,0.0,10,13,5.613564
11,7,7,0.742549,0.742549,0.0,0.0,10,13,5.613564
11,8,3,0.802502,0.802502,0.0,0.0,10,13,5.613564
12,1,12,0.763813,0.763813,0.0,0.0,10,13,5.634951
12,5,13,0.63321,0.63321,0.0,0.0,10,13,5.634951
12,25,26,0.687371,0.687371,0.0,0.0,10,13,5.634951
12,2,6,0.693481,0.693481,0.0,0.0,10,13,5.634951
12,3,5,0.657593,0.657593,0.0,0.0,10,13,5.634951
12,6,2,0.650796,0.650796,0.0,0.0,10,13,5.634951
12,7,7,0.744233,0.744233,0.0,0.0,10,13,5.634951
12,8,3,0.804454,0.804454,0.0,0.0,10,13,5.634951
13,1,12,0.757477,0.757477,0.0,0.0,10,13,6.207344
13,5,13,0.623463,0.623463,0.0,0.0,10,13,6.207344
13,11,21,0.564825,0.564825,0.0,0.0,10,13,6.207344
13,25,26,0.69789,0.69789,0.0,0.0,10,13,6.207344
13,2,6,0.685019,0.685019,0.0,0.0,10,13,6.207344
13,3,5,0.654566,0.654566,0.0,0.0,10,13,6.207344
13,6,2,0.657597,0.657597,0.0,0.0,10,13,6.207344
13,7,7,0.751957,0.751957,0.0,0.0,10,13,6.207344
13,8,3,0.814549,0.814549,0.0,0.0,10,13,6.207344
14,1,12,0.787049,0.787049,0.0,0.0,10,13,6.56398
14,5,13,0.661911,0.661911,0.0,0.0,10,13,6.56398
14,4,21,0.686641,0.686641,0.0,0.0,10,13,6.56398
14,25,26,0.743172,0.743172,0.0,0.0,10,13,6.56398
14,2,6,0.713257,0.713257,0.0,0.0,10,13,6.56398
14,3,1,0.678046,0.678046,0.0,0.0,10,13,6.56398
14,6,2,0.689702,0.689702,0.0,0.0,10,13,6.56398
14,7,7,0.757809,0.757809,0.0,0.0,10,13,6.56398
14,8,3,0.846394,0.846394,0.0,0.0,10,13,6.56398
15,1,12,0.792503,0.792503,0.0,0.0,10,13,7.092222
15,5,13,0.659421,0.659421,0.0,0.0,10,13,7.092222
15,28,4,0.56453,0.56453,0.0,0.0,10,13,7.092222
15,4,21,0.68656,0.68656,0.0,0.0,10,13,7.092222
15,25,26,0.719485,0.719485,0.0,0.0,10,13,7.092222
15,2,6,0.687088,0.687088,0.0,0.0,10,13,7.092222
15,3,1,0.670871,0.670871,0.0,0.0,10,13,7.092222
15,6,2,0.688969,0.688969,0.0,0.0,10,13,7.092222
15,7,7,0.762318,0.762318,0.0,0.0,10,13,7.092222
15,8,3,0.860479,0.860479,0.0,0.0,10,13,7.092222
16,1,12,0.754584,0.754584,0.0,0.0,11,13,6.918512
16,5,13,0.581565,0.581565,0.0,0.0,11,13,6.918512
16,4,21,0.58944,0.58944,0.0,0.0,11,13,6.918512
16,25,26,0.764242,0.764242,0.0,0.0,11,13,6.918512
16,11,6,0.615804,0.615804,0.0,0.0,11,13,6.918512
16,2,1,0.611567,0.611567,0.0,0.0,11,13,6.918512
16,3,5,0.634665,0.634665,0.0,0.0,11,13,6.918512
16,6,2,0.703446,0.703446,0.0,0.0,11,13,6.918512
16,7,7,0.7908,0.7908,0.0,0.0,11,13,6.918512
16,8,3,0.872398,0.872398,0.0,0.0,11,13,6.918512
17,1,12,0.765973,0.765973,0.0,0.0,11,13,6.927022
17,5,13,0.575508,0.575508,0.0,0.0,11,13,6.927022
17,4,21,0.587447,0.587447,0.0,0.0,11,13,6.927022
17,25,26,0.756727,0.756727,0.0,0.0,11,13,6.927022
17,11,6,0.634849,0.634849,0.0,0.0,11,13,6.927022
17,2,1,0.60644,0.60644,0.0,0.0,11,13,6.927022
17,3,5,0.632094,0.632094,0.0,0.0,11,13,6.927022
17,6,2,0.705732,0.705732,0.0,0.0,11,13,6.927022
17,7,7,0.790055,0.790055,0.0,0.0,11,13,6.927022
17,8,3,0.872199,0.872199,0.0,0.0,11,13,6.927022
18,1,12,0.771545,0.771545,0.0,0.0,11,13,6.952933
18,5,13,0.578641,0.578641,0.0,0.0,11,13,6.952933
18,4,21,0.592899,0.592899,0.0,0.0,11,13,6.952933
18,25,26,0.746777,0.746777,0.0,0.0,11,13,6.952933
18,11,6,0.644083,0.644083,0.0,0.0,11,13,6.952933
18,2,1,0.60756,0.60756,0.0,0.0,11,13,6.952933
18,3,5,0.630769,0.630769,0.0,0.0,11,13,6.952933
18,6,2,0.710721,0.710721,0.0,0.0,11,13,6.952933
18,7,7,0.795499,0.795499,0.0,0.0,11,13,6.952933
18,8,3,0.874438,0.874438,0.0,0.0,11,13,6.952933
19,1,12,0.783681,0.783681,0.0,0.0,11,13,6.942026
19,5,13,0.567264,0.567264,0.0,0.0,11,13,6.942026
19,28,27,0.594648,0.594648,0.0,0.0,11,13,6.942026
19,25,26,0.74321,0.74321,0.0,0.0,11,13,6.942026
19,11,6,0.641724,0.641724,0.0,0.0,11,13,6.942026
19,2,1,0.609331,0.609331,0.0,0.0,11,13,6.942026
19,3,5,0.625193,0.625193,0.0,0.0,11,13,6.942026
19,6,2,0.705951,0.705951,0.0,0.0,11,13,6.942026
19,7,7,0.795646,0.795646,0.0,0.0,11,13,6.942026
19,8,3,0.875378,0.875378,0.0,0.0,11,13,6.942026
20,1,12,0.781,0.781,0.0,0.0,11,13,6.960546
20,5,21,0.566591,0.566591,0.0,0.0,11,13,6.960546
20,28,27,0.60939,0.60939,0.0,0.0,11,13,6.960546
20,25,26,0.738548,0.738548,0.0,0.0,11,13,6.960546
20,11,6,0.649493,0.649493,0.0,0.0,11,13,6.960546
20,2,1,0.607339,0.607339,0.0,0.0,11,13,6.960546
20,3,5,0.630196,0.630196,0.0,0.0,11,13,6.960546
20,6,2,0.709135,0.709135,0.0,0.0,11,13,6.960546
20,7,7,0.795759,0.795759,0.0,0.0,11,13,6.960546
20,8,3,0.873094,0.873094,0.0,0.0,11,13,6.960546
21,1,12,0.785782,0.785782,0.0,0.0,11,14,6.80801
21,5,13,0.56825,0.56825,0.0,0.0,11,14,6.80801
21,28,27,0.621858,0.621858,0.0,0.0,11,14,6.80801
21,25,26,0.677266,0.677266,0.0,0.0,11,14,6.80801
21,11,6,0.614403,0.614403,0.0,0.0,11,14,6.80801
21,2,1,0.607352,0.607352,0.0,0.0,11,14,6.80801
21,3,5,0.600694,0.600694,0.0,0.0,11,14,6.80801
21,6,2,0.694872,0.694872,0.0,0.0,11,14,6.80801
21,7,7,0.776038,0.776038,0.0,0.0,11,14,6.80801
21,8,3,0.861494,0.861494,0.0,0.0,11,14,6.80801
22,1,12,0.782407,0.782407,0.0,0.0,11,14,6.8065
22,5,13,0.571739,0.571739,0.0,0.0,11,14,6.8065
22,28,27,0.626116,0.626116,0.0,0.0,11,14,6.8065
22,25,26,0.663726,0.663726,0.0,0.0,11,14,6.8065
22,11,6,0.625299,0.625299,0.0,0.0,11,14,6.8065
22,2,1,0.6094,0.6094,0.0,0.0,11,14,6.8065
22,3,5,0.599844,0.599844,0.0,0.0,11,14,6.8065
22,6,2,0.692415,0.692415,0.0,0.0,11,14,6.8065
22,7,7,0.777861,0.777861,0.0,0.0,11,14,6.8065
22,8,3,0.857693,0.857693,0.0,0.0,11,14,6.8065
23,34,12,0.671811,0.671811,0.0,0.0,12,14,6.913905
23,1,4,0.65297,0.65297,0.0,0.0,12,14,6.913905
23,28,27,0.640851,0.640851,0.0,0.0,12,14,6.913905
23,4,6,0.706451,0.706451,0.0,0.0,12,14,6.913905
23,25,26,0.680706,0.680706,0.0,0.0,12,14,6.913905
23,11,8,0.614442,0.614442,0.0,0.0,12,14,6.913905
23,3,5,0.636612,0.636612,0.0,0.0,12,14,6.913905
23,6,2,0.70768,0.70768,0.0,0.0,12,14,6.913905
23,7,7,0.766291,0.766291,0.0,0.0,12,14,6.913905
23,8,3,0.836091,0.836091,0.0,0.0,12,14,6.913905
24,34,12,0.672645,0.672645,0.0,0.0,13,13,7.275322
24,1,4,0.651691,0.651691,0.0,0.0,13,13,7.275322
24,28,27,0.677113,0.677113,0.0,0.0,13,13,7.275322
24,4,6,0.787158,0.787158,0.0,0.0,13,13,7.275322
24,25,26,0.73987,0.73987,0.0,0.0,13,13,7.275322
24,11,8,0.648893,0.648893,0.0,0.0,13,13,7.275322
24,3,5,0.683103,0.683103,0.0,0.0,13,13,7.275322
24,6,2,0.754345,0.754345,0.0,0.0,13,13,7.275322
24,7,7,0.808251,0.808251,0.0,0.0,13,13,7.275322
24,8,3,0.852253,0.852253,0.0,0.0,13,13,7.275322
25,34,12,0.674841,0.674841,0.0,0.0,12,13,7.222022
25,1,4,0.668755,0.668755,0.0,0.0,12,13,7.222022
25,28,27,0.694599,0.694599,0.0,0.0,12,13,7.222022
25,4,6,0.79501,0.79501,0.0,0.0,12,13,7.222022
25,25,26,0.744385,0.744385,0.0,0.0,12,13,7.222022
25,11,8,0.625784,0.625784,0.0,0.0,12,13,7.222022
25,3,5,0.660673,0.660673,0.0,0.0,12,13,7.222022
25,6,2,0.733335,0.733335,0.0,0.0,12,13,7.222022
25,7,7,0.782843,0.782843,0.0,0.0,12,13,7.222022
25,8,3,0.841798,0.841798,0.0,0.0,12,13,7.222022
26,1,12,0.777151,0.777151,0.0,0.0,12,13,6.325253
26,5,13,0.570303,0.570303,0.0,0.0,12,13,6.325253
26,28,27,0.637713,0.637713,0.0,0.0,12,13,6.325253
26,4,6,0.754887,0.754887,0.0,0.0,12,13,6.325253
26,25,26,0.715351,0.715351,0.0,0.0,12,13,6.325253
26,11,8,0.668334,0.668334,0.0,0.0,12,13,6.325253
26,3,5,0.630485,0.630485,0.0,0.0,12,13,6.325253
26,7,7,0.74334,0.74334,0.0,0.0,12,13,6.325253
26,8,3,0.82769,0.82769,0.0,0.0,12,13,6.325253
27,1,12,0.771563,0.771563,0.0,0.0,12,13,6.338798
27,5,21,0.572033,0.572033,0.0,0.0,12,13,6.338798
27,28,27,0.646808,0.646808,0.0,0.0,12,13,6.338798
27,4,6,0.755109,0.755109,0.0,0.0,12,13,6.338798
27,25,26,0.721414,0.721414,0.0,0.0,12,13,6.338798
27,11,8,0.66624,0.66624,0.0,0.0,12,13,6.338798
27,3,5,0.636166,0.636166,0.0,0.0,12,13,6.338798
27,7,7,0.739135,0.739135,0.0,0.0,12,13,6.338798
27,8,3,0.830329,0.830329,0.0,0.0,12,13,6.338798
28,1,12,0.77862,0.77862,0.0,0.0,11,13,6.314302
28,5,21,0.585926,0.585926,0.0,0.0,11,13,6.314302
28,28,27,0.669389,0.669389,0.0,0.0,11,13,6.314302
28,4,6,0.76061,0.76061,0.0,0.0,11,13,6.314302
28,25,26,0.737385,0.737385,0.0,0.0,11,13,6.314302
28,11,8,0.642907,0.642907,0.0,0.0,11,13,6.314302
28,3,5,0.610171,0.610171,0.0,0.0,11,13,6.314302
28,7,7,0.721955,0.721955,0.0,0.0,11,13,6.314302
28,8,3,0.80734,0.80734,0.0,0.0,11,13,6.314302
29,1,12,0.777515,0.777515,0.0,0.0,11,13,6.365085
29,5,13,0.581954,0.581954,0.0,0.0,11,13,6.365085
29,28,27,0.678356,0.678356,0.0,0.0,11,13,6.365085
29,4,6,0.772186,0.772186,0.0,0.0,11,13,6.365085
29,25,26,0.750414,0.750414,0.0,0.0,11,13,6.365085
29,11,8,0.653844,0.653844,0.0,0.0,11,13,6.365085
29,3,5,0.61109,0.61109,0.0,0.0,11,13,6.365085
29,7,7,0.723334,0.723334,0.0,0.0,11,13,6.365085
29,8,3,0.81639,0.81639,0.0,0.0,11,13,6.365085
30,1,12,0.789694,0.789694,0.0,0.0,11,13,5.464003
30,5,13,0.57357,0.57357,0.0,0.0,11,13,5.464003
30,28,27,0.630064,0.630064,0.0,0.0,11,13,5.464003
30,25,1,0.694677,0.694677,0.0,0.0,11,13,5.464003
30,4,8,0.644162,0.644162,0.0,0.0,11,13,5.464003
30,3,5,0.607116,0.607116,0.0,0.0,11,13,5.464003
30,7,7,0.702806,0.702806,0.0,0.0,11,13,5.464003
30,8,3,0.821914,0.821914,0.0,0.0,11,13,5.464003
31,1,12,0.803224,0.803224,0.0,0.0,11,13,5.53236
31,5,13,0.584957,0.584957,0.0,0.0,11,13,5.53236
31,28,27,0.638618,0.638618,0.0,0.0,11,13,5.53236
31,25,1,0.725262,0.725262,0.0,0.0,11,13,5.53236
31,4,8,0.648881,0.648881,0.0,0.0,11,13,5.53236
31,3,5,0.594628,0.594628,0.0,0.0,11,13,5.53236
31,7,7,0.704135,0.704135,0.0,0.0,11,13,5.53236
31,8,3,0.832655,0.832655,0.0,0.0,11,13,5.53236
32,1,12,0.787274,0.787274,0.0,0.0,11,13,5.549031
32,5,13,0.588137,0.588137,0.0,0.0,11,13,5.549031
32,28,27,0.645207,0.645207,0.0,0.0,11,13,5.549031
32,25,1,0.757413,0.757413,0.0,0.0,11,13,5.549031
32,4,8,0.650996,0.650996,0.0,0.0,11,13,5.549031
32,3,5,0.579909,0.579909,0.0,0.0,11,13,5.549031
32,7,7,0.697855,0.697855,0.0,0.0,11,13,5.549031
32,8,3,0.84224,0.84224,0.0,0.0,11,13,5.549031
33,1,12,0.797413,0.797413,0.0,0.0,11,13,6.00773
33,5,13,0.589723,0.589723,0.0,0.0,11,13,6.00773
33,28,4,0.572586,0.572586,0.0,0.0,11,13,6.00773
33,25,27,0.552131,0.552131,0.0,0.0,11,13,6.00773
33,11,6,0.706098,0.706098,0.0,0.0,11,13,6.00773
33,2,26,0.685024,0.685024,0.0,0.0,11,13,6.00773
33,3,5,0.570665,0.570665,0.0,0.0,11,13,6.00773
33,7,7,0.694174,0.694174,0.0,0.0,11,13,6.00773
33,8,3,0.839914,0.839914,0.0,0.0,11,13,6.00773
34,1,12,0.788997,0.788997,0.0,0.0,11,13,5.988022
34,5,21,0.587796,0.587796,0.0,0.0,11,13,5.988022
34,28,4,0.58358,0.58358,0.0,0.0,11,13,5.988022
34,25,27,0.564061,0.564061,0.0,0.0,11,13,5.988022
34,11,6,0.707384,0.707384,0.0,0.0,11,13,5.988022
34,2,26,0.663503,0.663503,0.0,0.0,11,13,5.988022
34,7,8,0.620755,0.620755,0.0,0.0,11,13,5.988022
34,6,2,0.637623,0.637623,0.0,0.0,11,13,5.988022
34,8,3,0.834324,0.834324,0.0,0.0,11,13,5.988022
35,1,12,0.780881,0.780881,0.0,0.0,11,13,5.999369
35,5,21,0.601379,0.601379,0.0,0.0,11,13,5.999369
35,28,4,0.589819,0.589819,0.0,0.0,11,13,5.999369
35,25,27,0.558736,0.558736,0.0,0.0,11,13,5.999369
35,11,6,0.7152,0.7152,0.0,0.0,11,13,5.999369
35,2,26,0.647526,0.647526,0.0,0.0,11,13,5.999369
35,3,5,0.597124,0.597124,0.0,0.0,11,13,5.999369
35,7,7,0.681349,0.681349,0.0,0.0,11,13,5.999369
35,8,3,0.827355,0.827355,0.0,0.0,11,13,5.999369
36,1,12,0.766764,0.766764,0.0,0.0,11,13,6.00691
36,5,21,0.618202,0.618202,0.0,0.0,11,13,6.00691
36,28,4,0.600693,0.600693,0.0,0.0,11,13,6.00691
36,25,27,0.564199,0.564199,0.0,0.0,11,13,6.00691
36,11,6,0.719347,0.719347,0.0,0.0,11,13,6.00691
36,2,26,0.638442,0.638442,0.0,0.0,11,13,6.00691
36,3,5,0.598981,0.598981,0.0,0.0,11,13,6.00691
36,7,7,0.676922,0.676922,0.0,0.0,11,13,6.00691
36,8,3,0.823359,0.823359,0.0,0.0,11,13,6.00691
37,1,12,0.775453,0.775453,0.0,0.0,11,12,6.058027
37,5,13,0.652025,0.652025,0.0,0.0,11,12,6.058027
37,28,4,0.623698,0.623698,0.0,0.0,11,12,6.058027
37,25,27,0.585207,0.585207,0.0,0.0,11,12,6.058027
37,4,6,0.667703,0.667703,0.0,0.0,11,12,6.058027
37,11,8,0.660334,0.660334,0.0,0.0,11,12,6.058027
37,3,5,0.588544,0.588544,0.0,0.0,11,12,6.058027
37,7,7,0.676319,0.676319,0.0,0.0,11,12,6.058027
37,8,3,0.828743,0.828743,0.0,0.0,11,12,6.058027
38,1,12,0.775001,0.775001,0.0,0.0,11,12,6.046052
38,5,13,0.660463,0.660463,0.0,0.0,11,12,6.046052
38,28,4,0.632802,0.632802,0.0,0.0,11,12,6.046052
38,25,27,0.582149,0.582149,0.0,0.0,11,12,6.046052
38,4,6,0.66147,0.66147,0.0,0.0,11,12,6.046052
38,11,8,0.663689,0.663689,0.0,0.0,11,12,6.046052
38,3,5,0.573707,0.573707,0.0,0.0,11,12,6.046052
38,7,7,0.671639,0.671639,0.0,0.0,11,12,6.046052
38,8,3,0.825133,0.825133,0.0,0.0,11,12,6.046052
39,1,12,0.673351,0.673351,0.0,0.0,11,12,4.722097
39,28,27,0.652018,0.652018,0.0,0.0,11,12,4.722097
39,25,26,0.681992,0.681992,0.0,0.0,11,12,4.722097
39,11,8,0.67269,0.67269,0.0,0.0,11,12,4.722097
39,3,5,0.553778,0.553778,0.0,0.0,11,12,4.722097
39,7,7,0.666791,0.666791,0.0,0.0,11,12,4.722097
39,8,3,0.821478,0.821478,0.0,0.0,11,12,4.722097
40,1,12,0.6487,0.6487,0.0,0.0,11,12,5.655846
40,28,27,0.675855,0.675855,0.0,0.0,11,12,5.655846
40,25,26,0.732094,0.732094,0.0,0.0,11,12,5.655846
40,11,8,0.731249,0.731249,0.0,0.0,11,12,5.655846
40,3,5,0.605839,0.605839,0.0,0.0,11,12,5.655846
40,7,14,0.734873,0.734873,0.0,0.0,11,12,5.655846
40,6,2,0.68698,0.68698,0.0,0.0,11,12,5.655846
40,8,3,0.840256,0.840256,0.0,0.0,11,12,5.655846
41,1,12,0.655712,0.655712,0.0,0.0,11,12,4.681612
41,28,27,0.671503,0.671503,0.0,0.0,11,12,4.681612
41,25,26,0.687142,0.687142,0.0,0.0,11,12,4.681612
41,2,1,0.584483,0.584483,0.0,0.0,11,12,4.681612
41,7,8,0.623093,0.623093,0.0,0.0,11,12,4.681612
41,6,2,0.64048,0.64048,0.0,0.0,11,12,4.681612
41,8,3,0.819199,0.819199,0.0,0.0,11,12,4.681612
42,1,12,0.762169,0.762169,0.0,0.0,11,12,6.107975
42,5,13,0.601908,0.601908,0.0,0.0,11,12,6.107975
42,28,4,0.604704,0.604704,0.0,0.0,11,12,6.107975
42,25,27,0.621214,0.621214,0.0,0.0,11,12,6.107975
42,4,26,0.57439,0.57439,0.0,0.0,11,12,6.107975
42,11,8,0.751919,0.751919,0.0,0.0,11,12,6.107975
42,2,2,0.654599,0.654599,0.0,0.0,11,12,6.107975
42,7,7,0.672959,0.672959,0.0,0.0,11,12,6.107975
42,8,3,0.864114,0.864114,0.0,0.0,11,12,6.107975
43,1,12,0.755865,0.755865,0.0,0.0,11,12,6.116777
43,5,13,0.603835,0.603835,0.0,0.0,11,12,6.116777
43,28,4,0.612307,0.612307,0.0,0.0,11,12,6.116777
43,25,27,0.614229,0.614229,0.0,0.0,11,12,6.116777
43,4,26,0.584475,0.584475,0.0,0.0,11,12,6.116777
43,11,8,0.741513,0.741513,0.0,0.0,11,12,6.116777
43,2,2,0.652646,0.652646,0.0,0.0,11,12,6.116777
43,7,7,0.681157,0.681157,0.0,0.0,11,12,6.116777
43,8,3,0.870751,0.870751,0.0,0.0,11,12,6.116777
44,1,12,0.74522,0.74522,0.0,0.0,11,12,6.117074
44,5,13,0.594807,0.594807,0.0,0.0,11,12,6.117074
44,28,4,0.621581,0.621581,0.0,0.0,11,12,6.117074
44,25,27,0.614049,0.614049,0.0,0.0,11,12,6.117074
44,4,26,0.592624,0.592624,0.0,0.0,11,12,6.117074
44,11,8,0.726312,0.726312,0.0,0.0,11,12,6.117074
44,2,2,0.65672,0.65672,0.0,0.0,11,12,6.117074
44,7,7,0.695822,0.695822,0.0,0.0,11,12,6.117074
44,8,3,0.869938,0.869938,0.0,0.0,11,12,6.117074
45,1,13,0.555445,0.555445,0.0,0.0,11,11,6.309148
45,5,21,0.647079,0.647079,0.0,0.0,11,11,6.309148
45,28,27,0.715424,0.715424,0.0,0.0,11,11,6.309148
45,25,26,0.727541,0.727541,0.0,0.0,11,11,6.309148
45,4,8,0.732593,0.732593,0.0,0.0,11,11,6.309148
45,11,14,0.739293,0.739293,0.0,0.0,11,11,6.309148
45,2,2,0.605086,0.605086,0.0,0.0,11,11,6.309148
45,7,7,0.721579,0.721579,0.0,0.0,11,11,6.309148
45,8,3,0.865108,0.865108,0.0,0.0,11,11,6.309148
46,1,13,0.585506,0.585506,0.0,0.0,11,11,5.833123
46,28,4,0.620516,0.620516,0.0,0.0,11,11,5.833123
46,25,27,0.572679,0.572679,0.0,0.0,11,11,5.833123
46,4,6,0.6251,0.6251,0.0,0.0,11,11,5.833123
46,11,26,0.59092,0.59092,0.0,0.0,11,11,5.833123
46,2,1,0.699708,0.699708,0.0,0.0,11,11,5.833123
46,27,14,0.559043,0.559043,0.0,0.0,11,11,5.833123
46,7,7,0.705057,0.705057,0.0,0.0,11,11,5.833123
46,8,3,0.874594,0.874594,0.0,0.0,11,11,5.833123
47,1,4,0.734088,0.734088,0.0,0.0,11,11,5.887748
47,5,6,0.724133,0.724133,0.0,0.0,11,11,5.887748
47,25,26,0.794409,0.794409,0.0,0.0,11,11,5.887748
47,4,8,0.72396,0.72396,0.0,0.0,11,11,5.887748
47,11,14,0.741817,0.741817,0.0,0.0,11,11,5.887748
47,2,2,0.608574,0.608574,0.0,0.0,11,11,5.887748
47,7,7,0.716647,0.716647,0.0,0.0,11,11,5.887748
47,8,3,0.84412,0.84412,0.0,0.0,11,11,5.887748
48,1,4,0.737047,0.737047,0.0,0.0,11,11,5.881774
48,5,6,0.731604,0.731604,0.0,0.0,11,11,5.881774
48,25,26,0.786096,0.786096,0.0,0.0,11,11,5.881774
