frame_id,track_id_a,track_id_b,score_total,score_reid,score_refine,rank_a,rank_b,y_norm_a,y_norm_b,h_norm_a,h_norm_b,area_norm_a,area_norm_b,s_rank,s_y,s_pos,s_area,s_h,s_dist,speed_sign_a,speed_sign_b,speed_proj_a,speed_proj_b,speed_dx_a,speed_dy_a,speed_dx_b,speed_dy_b
2,4,9,0.6775805095290472,0.9616076648235321,0.6775805095290472,0.2222222222222222,0.5454545454545454,0.47353675450762833,0.5115117891816922,30.94999999999999,30.930000000000007,1254.0940000000007,1272.7694999999997,0.1986597699584708,0.7962435217772654,0.4974516458678681,0.9737435520835569,0.9983207392114187,0.436238300865193,0,-1,0.22000000000002728,-1.3999999999999773,0.35999999999989996,0.22000000000002728,0.8700000000000045,-1.3999999999999773
2,1,4,0.6411346863672315,0.9125969111919403,0.6411346863672315,0.0,0.18181818181818182,0.817364771151179,0.8066019417475727,87.41000000000003,80.33999999999992,13367.611299999999,14975.375999999993,0.40289032152913296,0.9374639488643703,0.6701771351967516,0.815111334099213,0.8030892981762892,0.33173025037307174,-1,-1,-3.199999999999932,-1.25,-1.9699999999999136,-3.199999999999932,-3.7799999999999727,-1.25
2,3,5,0.5622192224076704,0.9791891276836395,0.5622192224076704,0.5555555555555556,0.7272727272727273,0.6458945908460472,0.6969625520110957,68.05000000000001,74.94,7699.8575,6430.6014,0.4237609166616761,0.7360864065132177,0.5799236615874469,0.7230761304398323,0.778211323931062,0.23595379991154034,1,1,2.8999999999999773,3.230000000000018,-4.240000000000009,2.8999999999999773,-0.9699999999999704,3.230000000000018
2,11,21,0.5396228313067902,0.9054480195045471,0.5396228313067902,0.3333333333333333,0.2727272727272727,0.4527739251040222,0.5323023578363385,27.019999999999982,27.600000000000023,1048.3759999999982,1948.2839999999994,0.7385767149187981,0.6205366589468467,0.6795566869328225,0.3277605286114103,0.9462769966456538,0.1878819433155583,0,0,-0.020000000000038654,-0.3499999999999659,0.6700000000000159,-0.020000000000038654,0.7599999999999909,-0.3499999999999659
3,8,3,0.8175732813537157,0.9360916316509247,0.8175732813537157,1.0,1.0,0.554368932038835,0.6043689320388349,49.599999999999966,57.04000000000002,5378.127999999995,5045.758400000002,1.0,0.7408182206817182,0.8704091103408591,0.8915209880070837,0.6953214306594895,0.7822464360044011,1,1,1.079999999999984,1.1499999999999773,-3.269999999999996,1.079999999999984,0.10000000000000853,1.1499999999999773
3,7,7,0.809900726917206,0.8732047975063324,0.809900726917206,0.8888888888888888,0.9090909090909091,0.48771151178918165,0.5240360610263523,35.360000000000014,36.789999999999964,1987.9392000000007,1859.3665999999978,0.9039239022952824,0.804167823874657,0.8540458630849697,0.8866076414283882,0.9020579079286061,0.613006259864271,0,0,0.6599999999999682,0.7099999999999795,0.23999999999998067,0.6599999999999682,0.09000000000000341,0.7099999999999795
3,2,1,0.7037393851231041,0.7115043997764587,0.7037393851231041,0.4444444444444444,0.6363636363636364,0.5597780859916782,0.5953259361997226,48.51000000000005,52.170000000000016,3207.9663000000055,2889.1746000000007,0.3830476214290482,0.8079241478845063,0.5954858846567772,0.8282838308125293,0.8276889144151037,0.6564991057908216,1,1,3.140000000000043,3.2800000000000296,-0.7699999999999818,3.140000000000043,1.3700000000000045,3.2800000000000296
3,4,9,0.643478355898222,0.9684569239616394,0.643478355898222,0.2222222222222222,0.5454545454545454,0.4733425797503467,0.5111234396671289,30.0,30.95999999999998,1220.4,1305.8927999999976,0.1986597699584708,0.7971717247284922,0.4979157473434815,0.885259118402386,0.9213672836257051,0.43153025568954084,0,-1,0.07999999999998408,-1.6800000000000068,0.8399999999999181,0.07999999999998408,-0.9599999999999227,-1.6800000000000068
3,1,4,0.6352460972890107,0.9225910305976868,0.6352460972890107,0.0,0.18181818181818182,0.814244105409154,0.8038973647711511,87.17000000000007,79.03000000000003,13162.670000000011,14660.855300000005,0.40289032152913296,0.9398072820547955,0.6713488017919642,0.8236305265063746,0.775005587252151,0.32218717564047233,-1,-1,-5.449999999999932,-3.199999999999932,-2.5699999999999363,-5.449999999999932,-8.349999999999909,-3.199999999999932
3,3,5,0.5545904239510854,0.983039140701294,0.5545904239510854,0.5555555555555556,0.7272727272727273,0.6497780859916782,0.702371705963939,69.25,76.85000000000002,8028.152499999998,6603.720500000002,0.4237609166616761,0.7293790524973492,0.5765699845795127,0.7035768252940084,0.7628117170574698,0.2380528835118411,1,1,5.699999999999989,7.130000000000052,-8.069999999999993,5.699999999999989,-1.3700000000000045,7.130000000000052
3,11,21,0.5469008995607484,0.9016417860984802,0.5469008995607484,0.3333333333333333,0.2727272727272727,0.45414701803051316,0.5323162274618586,27.899999999999977,27.480000000000018,1107.0719999999992,2008.2383999999993,0.7385767149187981,0.625618038286799,0.6820973766027985,0.3423332470673144,0.9613301546083676,0.18973654965853007,0,0,0.9699999999999704,-0.339999999999975,0.9200000000000159,0.9699999999999704,1.6999999999999318,-0.339999999999975
4,8,3,0.834867188686319,0.9384545683860779,0.834867188686319,1.0,1.0,0.554618585298197,0.6054091539528432,48.27999999999997,58.89999999999998,5143.751199999997,5215.594999999998,1.0,0.7373125357244122,0.8686562678622061,0.9753420949553075,0.5963416096793702,0.8660030160304455,1,1,1.259999999999991,1.8999999999999773,-5.579999999999998,1.259999999999991,-0.269999999999996,1.8999999999999773
4,7,7,0.8070105493155211,0.8687927722930908,0.8070105493155211,0.8888888888888888,0.9090909090909091,0.4884604715672677,0.5250624133148405,35.70999999999998,36.849999999999966,2017.9720999999986,1869.400499999998,0.9039239022952824,0.8028305162720044,0.8533772092836434,0.8713987941900158,0.921544116575535,0.5989597756525429,1,1,1.1999999999999886,1.4499999999999886,-0.12999999999999545,1.1999999999999886,0.09000000000000341,1.4499999999999886
4,5,13,0.7286073993116383,0.7490806877613068,0.7286073993116383,0.1111111111111111,0.09090909090909091,0.5437170596393898,0.5496948682385575,43.099999999999966,31.529999999999973,2231.2869999999975,2797.026299999995,0.9039239022952825,0.9647687423507839,0.9343463223230333,0.6658033764950811,0.4436509558288437,0.718781280135167,-1,0,-4.25,-0.5,2.2799999999999727,-4.25,5.570000000000164,-0.5
4,4,9,0.7222940714972728,0.9722709953784943,0.7222940714972728,0.2222222222222222,0.45454545454545453,0.4740776699029126,0.5101109570041609,30.180000000000007,30.930000000000007,1206.5964000000008,1295.3484,0.3129799457389593,0.8055743943870094,0.5592771700629844,0.8800670840703684,0.9381714663557937,0.6515974075599833,0,-1,0.6100000000000136,-2.409999999999968,1.3199999999999363,0.6100000000000136,-1.67999999999995,-2.409999999999968
4,1,4,0.6913625013476815,0.9296058416366577,0.6913625013476815,0.0,0.18181818181818182,0.8090568654646325,0.8018030513176144,85.12000000000006,77.63,12790.131199999998,14196.974400000008,0.40289032152913296,0.9574106436105501,0.6801504825698415,0.8287481280286836,0.7870362304637641,0.5206118429989899,-1,-1,-9.18999999999994,-4.709999999999923,-4.5499999999999545,-9.18999999999994,-11.569999999999936,-4.709999999999923
4,2,1,0.6891197283732738,0.7329736799001694,0.6891197283732738,0.4444444444444444,0.5454545454545454,0.5617198335644937,0.5982385575589458,48.85000000000002,52.829999999999984,3270.9960000000033,2948.970600000002,0.6034750961171595,0.8032314748745016,0.7033532854958306,0.8298178520024434,0.815752266581968,0.45532821893140296,1,1,4.5400000000000205,5.3799999999999955,-2.0,4.5400000000000205,2.8899999999999864,5.3799999999999955
4,11,8,0.6317184004751514,0.9528176486492157,0.6317184004751514,0.3333333333333333,0.6363636363636364,0.45497919556171984,0.5014008321775312,28.30000000000001,30.00999999999999,1137.943,1061.1536000000017,0.2197748831002536,0.7568956970146495,0.4883352900574516,0.8818281078691046,0.8585253915059229,0.45092139632015144,1,1,1.5699999999999932,2.3600000000000136,0.8300000000000409,1.5699999999999932,2.519999999999982,2.3600000000000136
4,3,5,0.5950094773972043,0.9868713617324829,0.5950094773972043,0.5555555555555556,0.7272727272727273,0.6559084604715673,0.7082108183079057,72.32000000000005,78.09000000000003,8539.545600000005,6827.408700000004,0.4237609166616761,0.7306548099165252,0.5772078632891007,0.6684640420288731,0.8190752179513925,0.38191549299986366,1,1,10.120000000000005,11.340000000000032,-13.079999999999984,10.120000000000005,-1.759999999999991,11.340000000000032
5,8,3,0.8647581904632311,0.9411478042602539,0.8647581904632311,1.0,1.0,0.5555339805825243,0.6067267683772538,48.85000000000002,58.74000000000001,5202.036500000003,5220.8112,1.0,0.7355353138004425,0.8677676569002213,0.9935362848084917,0.6191838600033687,0.9539819263431261,1,1,1.920000000000016,2.849999999999966,-5.88000000000001,1.920000000000016,-0.9799999999999898,2.849999999999966
5,7,7,0.8048045192708396,0.8896873593330383,0.8048045192708396,0.875,0.9090909090909091,0.48893203883495145,0.5261997226074896,34.889999999999986,37.14999999999998,1978.2629999999988,1914.339499999999,0.8432814197310924,0.7996300445114808,0.8214557321212865,0.9425901085217698,0.8494339083797267,0.6355608385923605,1,1,1.5399999999999636,2.269999999999982,-0.09999999999999432,1.5399999999999636,0.060000000000002274,2.269999999999982
5,5,13,0.752067159232925,0.7753911912441254,0.752067159232925,0.125,0.09090909090909091,0.5418862690707351,0.5502773925104022,42.19,29.25,2199.3646999999996,2420.7299999999964,0.8432814197310923,0.9508996517792818,0.897090535755187,0.8414563966203106,0.38581801038177865,0.770522361272767,-1,0,-5.569999999999993,-0.07999999999998408,2.740000000000009,-5.569999999999993,6.1400000000001,-0.07999999999998408
5,15,9,0.7350147628416802,0.953151524066925,0.7350147628416802,0.25,0.45454545454545453,0.40217753120665745,0.5085991678224687,30.670000000000016,30.149999999999977,1239.068,1229.5169999999982,0.35961283926440374,0.5280682091121531,0.44384052418827846,0.9861680186436389,0.9565137232183109,0.7645369240135711,-1,-1,-1.009999999999991,-3.5,2.990000000000009,-1.009999999999991,-2.009999999999991,-3.5
5,2,1,0.6841984265789532,0.7571893632411957,0.6841984265789532,0.375,0.5454545454545454,0.5643828016643551,0.6017198335644938,49.25,54.599999999999966,3349.4925000000026,3110.016,0.4264446374012107,0.7992973966436403,0.6128710170224255,0.8750049393124689,0.7648131377705814,0.566919820817977,1,1,6.460000000000036,7.889999999999986,-3.1399999999999864,6.460000000000036,4.329999999999984,7.889999999999986
5,1,4,0.6773397431180007,0.9315791428089142,0.6773397431180007,0.0,0.18181818181818182,0.8048821081830791,0.8015811373092927,84.48000000000008,77.75000000000006,12525.84960000002,14173.047500000008,0.40289032152913296,0.9803890216260533,0.6916396715775932,0.8006064971470301,0.8058623770461026,0.4558883329088662,-1,-1,-12.199999999999932,-4.869999999999891,-5.789999999999964,-12.199999999999932,-15.180000000000064,-4.869999999999891
5,6,2,0.6347588352763694,0.6489619314670563,0.6347588352763694,0.75,0.8181818181818182,0.5917753120665742,0.6421081830790568,58.44999999999999,63.47999999999996,5521.187000000001,4698.789599999996,0.7111235528636864,0.7393401157607951,0.7252318343122408,0.7480254529446756,0.8068331866076055,0.2798238614265159,1,1,8.28000000000003,9.129999999999995,-10.509999999999991,8.28000000000003,-3.579999999999984,9.129999999999995
6,8,3,0.8029221242194344,0.9447429478168488,0.8029221242194344,1.0,1.0,0.5562690707350901,0.6074895977808599,49.099999999999966,58.870000000000005,5236.023999999997,5272.3972,1.0,0.7354129047950165,0.8677064523975082,0.9876164477572095,0.6238603526906784,0.7077180231629157,1,1,2.4499999999999886,3.3999999999999773,-6.329999999999998,2.4499999999999886,-1.789999999999992,3.3999999999999773
6,7,7,0.789086768039308,0.9034128785133362,0.789086768039308,0.875,0.9090909090909091,0.48947295423023585,0.5268238557558945,35.22000000000003,37.35999999999996,1990.9866000000015,1948.323999999998,0.8432814197310924,0.7992308836777853,0.8212561517044388,0.9617609017323423,0.8578166244440248,0.5509264388299241,1,1,1.9300000000000068,2.7199999999999704,0.03999999999999204,1.9300000000000068,0.060000000000002274,2.7199999999999704
6,6,2,0.7187389332663812,0.6847469061613083,0.7187389332663812,0.75,0.8181818181818182,0.593245492371706,0.6448543689320388,58.110000000000014,63.68000000000001,5503.017000000001,4712.9568,0.7111235528636864,0.733701316185751,0.7224124345247187,0.7565657697864997,0.7882143438363142,0.6277542338326676,1,1,9.340000000000032,11.110000000000014,-14.199999999999989,9.340000000000032,-4.199999999999989,11.110000000000014
6,2,1,0.6887257007973405,0.776774674654007,0.6887257007973405,0.5,0.5454545454545454,0.5670873786407767,0.6044660194174757,50.360000000000014,54.920000000000016,3475.3436000000006,3162.293600000003,0.7967034698934617,0.7990978743501008,0.7979006721217813,0.8437387446953131,0.7982216473866063,0.3242735485533327,1,1,8.410000000000025,9.870000000000005,-4.150000000000034,8.410000000000025,4.8899999999999295,9.870000000000005
6,5,13,0.6761093242858115,0.7838205695152283,0.6761093242858115,0.125,0.09090909090909091,0.5399306518723995,0.5508044382801665,40.83000000000004,31.480000000000018,2023.5348000000045,2768.0364000000036,0.8432814197310923,0.9368400474184722,0.8900607335747822,0.5689708088467694,0.5085619852797435,0.5963260348373404,-1,0,-6.979999999999961,0.30000000000001137,4.710000000000036,-6.979999999999961,5.670000000000073,0.30000000000001137
6,3,5,0.665666167021576,0.9851987659931183,0.665666167021576,0.625,0.7272727272727273,0.6664632454923717,0.7218169209431344,75.08999999999997,81.28999999999996,9250.337099999997,7117.752399999997,0.599677279263108,0.7173997569301273,0.6585385180966177,0.6239266991581788,0.8136112592982481,0.5906803759858981,1,1,17.72999999999996,21.149999999999977,-23.349999999999994,17.72999999999996,-1.9099999999999682,21.149999999999977
6,1,4,0.6510074625753498,0.939854770898819,0.6510074625753498,0.0,0.18181818181818182,0.8018723994452149,0.8004299583911234,84.32999999999998,78.54000000000002,12474.936899999993,14253.439200000004,0.40289032152913296,0.9913826973172944,0.6971365094232137,0.7867081369022557,0.8311566255097786,0.33374692717927246,-1,-1,-14.370000000000005,-5.699999999999932,-7.5,-14.370000000000005,-18.430000000000064,-5.699999999999932
6,15,9,0.615824774608667,0.955920934677124,0.615824774608667,0.375,0.45454545454545453,0.4018585298196949,0.5064077669902912,33.85000000000002,29.44999999999999,1487.3690000000008,1169.7540000000004,0.6718452331964458,0.5340341861713629,0.6029397096839044,0.6489578109234502,0.696256444285083,0.5430121007103753,-1,-1,-1.240000000000009,-5.079999999999984,7.439999999999998,-1.240000000000009,-1.4399999999999409,-5.079999999999984
6,4,21,0.6101260126955778,0.9322546720504761,0.6101260126955778,0.25,0.2727272727272727,0.47610263522884877,0.5320388349514563,30.529999999999973,26.760000000000048,1257.530699999997,1783.018800000003,0.8925824723203238,0.7148967170964357,0.8037395947083797,0.5333997563870799,0.7098624317168687,0.3206588677074203,1,0,2.069999999999993,-0.5399999999999636,2.259999999999991,2.069999999999993,0.34999999999990905,-0.5399999999999636
7,8,3,0.832105378284043,0.9492442309856415,0.832105378284043,1.0,1.0,0.5573092926490985,0.6091539528432732,49.05000000000001,57.81999999999999,5169.870000000002,5202.0654,1.0,0.7326640814727429,0.8663320407363715,0.9888874530041372,0.652016225584228,0.8028337132345597,1,1,3.1999999999999886,4.599999999999966,-6.090000000000003,3.1999999999999886,-2.1299999999999955,4.599999999999966
7,7,7,0.8179131214139445,0.9160345792770386,0.8179131214139445,0.8888888888888888,0.9090909090909091,0.49004160887656034,0.52750346740638,35.52999999999997,37.5,1977.2444999999977,1964.6250000000005,0.9039239022952824,0.7986989791661092,0.8513114407306959,0.9885410808645254,0.8690929828156811,0.5937092176886382,1,1,2.339999999999975,3.2099999999999795,-0.0800000000000125,2.339999999999975,0.35000000000002274,3.2099999999999795
7,5,13,0.7246369364634493,0.80135577917099,0.7246369364634493,0.1111111111111111,0.09090909090909091,0.5386407766990291,0.550998613037448,40.31,32.21999999999997,1988.0892000000022,2848.5702,0.9039239022952825,0.9285351723936681,0.9162295373444753,0.5234269636202346,0.5585385054813563,0.750254018290259,-1,0,-7.909999999999968,0.4399999999999977,5.899999999999977,-7.909999999999968,7.820000000000164,0.4399999999999977
7,15,9,0.7199690323751758,0.953510582447052,0.7199690323751758,0.3333333333333333,0.45454545454545453,0.4017059639389736,0.5051178918169209,29.74000000000001,29.310000000000002,1178.8935999999999,1157.1587999999972,0.5454955638202434,0.5376908204095537,0.5415931921148986,0.9670591409741547,0.9628411015280605,0.5777254665380731,-1,-1,-1.3500000000000227,-6.009999999999991,6.920000000000016,-1.3500000000000227,-0.37000000000000455,-6.009999999999991
7,6,2,0.7093396441635842,0.7201784253120422,0.7093396441635842,0.7777777777777778,0.8181818181818182,0.5963522884882109,0.6480443828016643,58.98000000000002,64.10000000000002,5920.412400000003,4769.040000000004,0.8170784211407311,0.7333350657790002,0.7752067434598657,0.6775513421510245,0.8053812611067521,0.5657230532043035,1,1,11.580000000000041,13.410000000000025,-15.829999999999984,11.580000000000041,-5.089999999999975,13.410000000000025
7,3,5,0.6878815964122462,0.9844489693641663,0.6878815964122462,0.6666666666666666,0.7272727272727273,0.6714008321775312,0.728002773925104,76.16999999999996,82.99000000000001,9489.258599999994,7230.088800000001,0.7385767149187978,0.7120467921018272,0.7253117535103125,0.6129717060992311,0.800149791883749,0.6055927323481632,1,1,21.289999999999964,25.610000000000014,-28.03,21.289999999999964,-1.509999999999991,25.610000000000014
7,1,4,0.6696210558541931,0.9468446969985962,0.6696210558541931,0.0,0.18181818181818182,0.7984466019417475,0.7980859916782246,84.32999999999993,78.38999999999999,12355.188299999989,14183.886599999983,0.40289032152913296,0.9978386774473216,0.7003644994882272,0.7800050471165291,0.8270357188641748,0.41234131134869084,-1,-1,-16.840000000000032,-7.389999999999986,-8.769999999999982,-16.840000000000032,-21.889999999999873,-7.389999999999986
7,2,1,0.6342529983976116,0.7944424152374268,0.6342529983976116,0.4444444444444444,0.5454545454545454,0.5699583911234397,0.6072122052704577,51.49000000000001,54.900000000000034,3600.1808000000015,3152.9070000000024,0.6034750961171595,0.7996965906959865,0.701585843406573,0.7875829916407958,0.8464307318935229,0.24758083399378916,1,1,10.480000000000018,11.850000000000023,-5.100000000000023,10.480000000000018,6.339999999999975,11.850000000000023
7,4,21,0.5794095837569102,0.9269722104072571,0.5794095837569102,0.2222222222222222,0.2727272727272727,0.47703190013869623,0.5321636615811373,30.5,26.870000000000005,1260.2600000000016,1775.3008999999986,0.7768365955058757,0.718355599467236,0.7475960974865559,0.5396829802404028,0.7193104180895904,0.26380907988246793,1,0,2.740000000000009,-0.44999999999998863,2.849999999999909,2.740000000000009,1.0,-0.44999999999998863
8,8,3,0.8342344295832402,0.9536603391170502,0.8342344295832402,1.0,1.0,0.5582108183079058,0.611123439667129,49.51000000000005,57.72000000000003,5150.525300000005,5221.9284000000025,1.0,0.7279843500829378,0.863992175041469,0.9755220756606928,0.6710473569769699,0.8100931271647747,1,1,3.8500000000000227,6.019999999999982,-5.890000000000001,3.8500000000000227,-2.239999999999995,6.019999999999982
8,7,7,0.8226578674494003,0.9085442423820496,0.8226578674494003,0.8888888888888888,0.9090909090909091,0.49081830790568653,0.5281692094313454,35.670000000000016,37.5,1939.7346000000007,1927.8749999999998,0.9039239022952824,0.7992308836777844,0.8515773929865333,0.9890216674501141,0.8780248108504516,0.604785936976002,1,1,2.8999999999999773,3.6899999999999977,-0.4900000000000091,2.8999999999999773,0.7800000000000011,3.6899999999999977
8,5,13,0.7318735459658382,0.8152222037315369,0.7318735459658382,0.1111111111111111,0.09090909090909091,0.5376837725381415,0.5513730929264911,39.78000000000003,32.379999999999995,1960.3584000000048,2849.4399999999996,0.9039239022952825,0.921146745774878,0.9125353240350802,0.5100781620230992,0.5855869242112977,0.7734126612267233,-1,0,-8.599999999999966,0.7100000000000364,6.419999999999959,-8.599999999999966,9.960000000000036,0.7100000000000364
8,6,2,0.7153849789026112,0.7414961010217667,0.7153849789026112,0.7777777777777778,0.8181818181818182,0.5997364771151179,0.6508876560332871,60.19,64.76000000000005,6067.152,4900.389200000005,0.8170784211407311,0.7357189655125786,0.7763986933266549,0.6808356017989835,0.8267334475318436,0.5685265054884663,1,1,14.020000000000039,15.460000000000036,-18.840000000000003,14.020000000000039,-5.550000000000011,15.460000000000036
8,3,5,0.6800332580904719,0.9849514067173004,0.6800332580904719,0.6666666666666666,0.7272727272727273,0.6781414701803051,0.7353259361997225,77.60000000000002,85.35999999999996,9979.360000000002,7415.223199999997,0.7385767149187978,0.7095624290018043,0.7240695719603011,0.5859206016151914,0.7805109829106588,0.6132903639967857,1,1,26.149999999999977,30.889999999999986,-33.47999999999999,26.149999999999977,-1.1399999999999864,30.889999999999986
8,1,4,0.6637240783992672,0.9494267106056213,0.6637240783992672,0.0,0.18181818181818182,0.794868238557559,0.7945908460471567,83.93,76.67999999999995,12146.349600000003,13681.245599999997,0.40289032152913296,0.9983370292083941,0.7006136753687635,0.8071908827891506,0.7906580387595651,0.3957580308418271,-1,-1,-19.41999999999996,-9.909999999999968,-9.990000000000009,-19.41999999999996,-26.09999999999991,-9.909999999999968
8,15,9,0.6457956045527329,0.9603585004806519,0.6457956045527329,0.3333333333333333,0.45454545454545453,0.4014285714285714,0.5036061026352289,32.43000000000001,29.220000000000027,1249.2035999999996,1094.8733999999986,0.5454955638202434,0.5416879468098341,0.5435917553150388,0.788706136078626,0.7626170024841381,0.581095449919666,-1,-1,-1.5500000000000114,-7.099999999999966,6.730000000000018,-1.5500000000000114,-0.7400000000000091,-7.099999999999966
8,2,1,0.6312989129051905,0.8120967149734497,0.6312989129051905,0.4444444444444444,0.5454545454545454,0.5722468793342579,0.6103883495145631,51.879999999999995,55.299999999999955,3675.697999999998,3170.901999999999,0.6034750961171595,0.7954487795014787,0.6994619378093192,0.7665092431165126,0.8470607801241696,0.25509292009516904,1,1,12.129999999999995,14.139999999999986,-5.699999999999989,12.129999999999995,7.749999999999943,14.139999999999986
8,4,21,0.6009970026678177,0.9253754019737244,0.6009970026678177,0.2222222222222222,0.2727272727272727,0.47839112343966717,0.533120665742025,30.180000000000007,27.50999999999999,1262.4293999999998,1723.7765999999954,0.7768365955058757,0.7200913112632926,0.7484639533845842,0.5708302956596967,0.785969191529591,0.2706988861814227,1,0,3.7200000000000273,0.2400000000000091,3.659999999999968,3.7200000000000273,0.7099999999999227,0.2400000000000091
9,8,3,0.8515922978009947,0.9582342505455017,0.8515922978009947,1.0,1.0,0.5593619972260749,0.6117059639389737,49.79000000000002,57.72000000000003,5089.035900000002,5212.693200000002,1.0,0.730472422329536,0.865236211164768,0.9577056063372575,0.6809591973221839,0.8841066526457505,1,1,4.680000000000007,6.439999999999998,-4.650000000000006,4.680000000000007,-2.3299999999999983,6.439999999999998
9,7,7,0.8198569705417775,0.9003685116767883,0.8198569705417775,0.875,0.9090909090909091,0.49127600554785017,0.5285714285714286,35.75999999999999,37.89000000000004,1924.2455999999995,1924.8120000000026,0.8432814197310924,0.7994969687547892,0.8213891942429408,0.9994703898380476,0.8603388856381277,0.6416355898460531,1,1,3.2299999999999613,3.980000000000018,-0.5500000000000114,3.2299999999999613,1.2300000000000182,3.980000000000018
9,5,13,0.7458386867294339,0.8272683322429657,0.7458386867294339,0.125,0.09090909090909091,0.5363245492371705,0.5511650485436893,39.389999999999986,32.70999999999998,1958.8647,2829.415000000002,0.8432814197310923,0.9148062398669566,0.8790438297990244,0.5158863290013531,0.616830535198308,0.8465198938393727,-1,0,-9.579999999999984,0.5600000000000023,6.830000000000041,-9.579999999999984,12.570000000000164,0.5600000000000023
9,6,2,0.696882358845625,0.7557984292507172,0.696882358845625,0.75,0.8181818181818182,0.6034674063800277,0.6534812760055478,61.57000000000005,65.30000000000001,6207.4874000000045,5048.343000000001,0.7111235528636864,0.7407565740190057,0.7259400634413461,0.6893176744006861,0.8581941070102438,0.5332039214358716,1,1,16.710000000000036,17.33000000000004,-22.75999999999999,16.710000000000036,-6.46999999999997,17.33000000000004
