frame_id,track_id_a,track_id_b,score_total,score_traj,score_rel,score_temp
15,11,11,0.705061,0.66275,0.781569,0.67
15,13,8,0.681981,0.611872,0.701289,1.0
15,14,23,0.710568,0.633641,0.748759,1.0
15,15,21,0.661711,0.544375,0.866585,0.59
15,16,14,0.739411,0.693847,0.736558,1.0
15,23,18,0.6057,0.533326,0.632488,0.91
15,25,5,0.791397,0.745942,0.828939,0.91
15,27,6,0.62121,0.614982,0.639913,0.59
15,18,25,0.633346,0.605132,0.690067,0.59
15,28,27,0.869196,1.0,0.789131,0.43
16,1,4,0.711539,0.743118,0.579498,1.0
16,2,24,0.671847,0.596857,0.698788,0.99
16,3,2,0.720202,0.785802,0.537173,1.0
16,4,19,0.750843,0.722433,0.724298,1.0
16,5,9,0.709217,0.690163,0.656078,1.0
16,6,17,0.704887,0.608003,0.772817,1.0
16,7,7,0.698716,0.648,0.69233,1.0
16,8,13,0.736769,0.720004,0.713618,0.91
16,9,20,0.692151,0.606375,0.764698,0.91
16,10,1,0.789505,0.790092,0.728442,1.0
16,11,11,0.716284,0.664873,0.787438,0.75
16,13,8,0.68955,0.616415,0.715776,1.0
16,14,23,0.709846,0.568424,0.849179,1.0
16,15,21,0.648451,0.578046,0.752932,0.67
16,16,14,0.769608,0.71887,0.783514,1.0
16,23,18,0.663622,0.540493,0.763859,0.99
16,25,5,0.830673,0.74201,0.924478,0.99
16,27,6,0.65475,0.599026,0.737959,0.67
16,18,25,0.647942,0.585258,0.740142,0.67
16,28,27,0.805487,0.979718,0.61612,0.51
16,20,12,0.542641,0.528015,0.620664,0.35
17,1,4,0.726972,0.744649,0.621187,1.0
17,2,24,0.685381,0.617882,0.701561,1.0
17,3,2,0.719132,0.735644,0.612935,1.0
17,4,19,0.792323,0.793539,0.731076,1.0
17,5,9,0.703539,0.676086,0.661975,1.0
17,6,17,0.703087,0.608326,0.767165,1.0
17,7,7,0.804235,0.696726,0.917246,1.0
17,8,13,0.755028,0.739867,0.711716,0.99
17,9,20,0.743177,0.657205,0.807757,0.99
17,10,1,0.793438,0.763842,0.780928,1.0
17,11,11,0.71483,0.670617,0.751403,0.83
17,13,8,0.682446,0.614362,0.698705,1.0
17,14,23,0.681021,0.616108,0.69189,1.0
17,15,21,0.637884,0.57127,0.710529,0.75
17,16,14,0.747182,0.658005,0.815085,1.0
17,23,18,0.635235,0.51543,0.719283,1.0
17,25,5,0.795737,0.739521,0.825714,1.0
17,27,6,0.645469,0.566244,0.7401,0.75
17,18,25,0.672918,0.603225,0.760413,0.75
17,28,27,0.786428,0.933994,0.610662,0.59
17,20,12,0.543034,0.490845,0.611625,0.59
18,1,4,0.700152,0.725432,0.574755,1.0
18,2,24,0.687782,0.621966,0.702,1.0
18,3,2,0.734701,0.765701,0.610188,1.0
18,4,19,0.788687,0.757323,0.777598,1.0
18,5,9,0.703276,0.698972,0.62526,1.0
18,6,17,0.696307,0.590686,0.775514,1.0
18,7,7,0.759606,0.658849,0.849254,1.0
18,8,13,0.74824,0.724833,0.71309,1.0
18,9,20,0.7422,0.656073,0.803886,1.0
18,10,1,0.808723,0.804323,0.760988,1.0
18,11,11,0.705262,0.654011,0.727303,0.91
18,13,8,0.721557,0.68647,0.69714,1.0
18,14,23,0.681861,0.616283,0.694014,1.0
18,15,21,0.687402,0.631928,0.733835,0.83
18,16,14,0.778635,0.712053,0.820017,1.0
18,23,18,0.63992,0.522422,0.72168,1.0
18,25,5,0.79382,0.763354,0.782787,1.0
18,27,6,0.66843,0.590044,0.745445,0.83
18,18,25,0.683373,0.605519,0.763823,0.83
18,28,27,0.755783,0.876057,0.591289,0.67
18,20,12,0.558407,0.500243,0.617924,0.67
19,1,4,0.688448,0.721085,0.548146,1.0
19,2,24,0.679313,0.606456,0.702178,1.0
19,3,2,0.701702,0.733439,0.566602,1.0
19,4,19,0.757216,0.710156,0.7618,1.0
19,5,9,0.696337,0.662183,0.663247,1.0
19,6,17,0.690785,0.580672,0.775472,1.0
19,7,7,0.70492,0.660251,0.690806,1.0
19,8,13,0.709435,0.656582,0.709471,1.0
19,9,20,0.719268,0.623263,0.789922,1.0
19,10,1,0.797865,0.780631,0.767194,1.0
19,11,11,0.715755,0.661223,0.723094,0.99
19,13,8,0.704927,0.647156,0.711402,1.0
19,14,23,0.718893,0.620368,0.793402,1.0
19,15,21,0.701387,0.640615,0.737282,0.91
19,16,14,0.769776,0.692929,0.824756,1.0
19,23,18,0.648702,0.507593,0.770073,1.0
19,25,5,0.782188,0.710576,0.832489,1.0
19,27,6,0.669761,0.584674,0.734828,0.91
19,18,25,0.69851,0.621785,0.758652,0.91
19,28,27,0.771758,0.864816,0.63174,0.75
19,20,12,0.57256,0.492537,0.647611,0.75
20,1,4,0.716717,0.745767,0.59013,1.0
20,2,24,0.681088,0.605434,0.708855,1.0
20,3,2,0.718376,0.76525,0.564252,1.0
20,4,19,0.758071,0.708843,0.766306,1.0
20,5,9,0.743534,0.697972,0.741854,1.0
20,6,17,0.718794,0.600277,0.824691,1.0
20,7,7,0.715569,0.680061,0.690101,1.0
20,8,13,0.74957,0.698233,0.758691,1.0
20,9,20,0.724231,0.67561,0.721845,1.0
20,10,1,0.78342,0.790397,0.710575,1.0
20,11,11,0.723539,0.675905,0.719402,1.0
20,13,8,0.711452,0.655638,0.716719,1.0
20,14,23,0.742342,0.634875,0.837603,1.0
20,15,21,0.698539,0.596579,0.775487,0.99
20,16,14,0.719158,0.661127,0.73011,1.0
20,23,18,0.663669,0.53789,0.765227,1.0
20,25,5,0.765642,0.722969,0.76574,1.0
20,27,6,0.679792,0.595893,0.723004,0.99
20,18,25,0.676663,0.581499,0.73668,0.99
20,28,27,0.764954,0.847166,0.617181,0.83
20,20,12,0.58759,0.504025,0.649645,0.83
21,1,4,0.69505,0.732824,0.548561,1.0
21,2,24,0.696493,0.62536,0.721558,1.0
21,3,2,0.73249,0.799003,0.551539,1.0
21,4,19,0.80418,0.786827,0.775501,1.0
21,5,9,0.731012,0.70639,0.692851,1.0
21,6,17,0.743189,0.651399,0.814055,1.0
21,7,7,0.735125,0.71253,0.694952,1.0
21,8,13,0.691433,0.566005,0.800374,1.0
21,9,20,0.695824,0.635254,0.704097,1.0
21,10,1,0.798667,0.812549,0.719328,1.0
21,11,11,0.74267,0.648345,0.817374,1.0
21,13,8,0.684341,0.611004,0.709395,1.0
21,14,23,0.70857,0.578197,0.830175,1.0
21,15,21,0.68886,0.614571,0.716701,1.0
21,16,14,0.694486,0.615814,0.730824,1.0
21,23,18,0.664258,0.571532,0.714044,1.0
21,25,5,0.804952,0.73454,0.859872,1.0
21,27,6,0.659047,0.624186,0.616413,1.0
21,18,25,0.684088,0.60064,0.72496,1.0
21,28,27,0.783348,0.837259,0.662446,0.91
21,20,12,0.611958,0.511761,0.684256,0.91
21,32,29,0.828215,1.0,0.794901,0.0
22,1,4,0.680876,0.721881,0.525261,1.0
22,2,24,0.698648,0.62649,0.725939,1.0
22,3,2,0.72117,0.772672,0.560573,1.0
22,4,19,0.776423,0.72705,0.790128,1.0
22,5,9,0.711822,0.644017,0.736037,1.0
22,6,17,0.708589,0.580449,0.826692,1.0
22,7,7,0.695689,0.642555,0.692241,1.0
22,8,13,0.726806,0.636249,0.791056,1.0
22,9,20,0.692798,0.620911,0.717991,1.0
22,10,1,0.763476,0.758476,0.703756,1.0
22,11,11,0.752977,0.660706,0.827395,1.0
22,13,8,0.699157,0.636683,0.711374,1.0
22,14,23,0.731318,0.614528,0.838078,1.0
22,15,21,0.664399,0.574407,0.709927,1.0
22,16,14,0.722494,0.66514,0.733334,1.0
22,23,18,0.696499,0.600387,0.760818,1.0
22,25,5,0.808042,0.703982,0.916719,1.0
22,27,6,0.690626,0.65592,0.656771,1.0
22,18,25,0.718142,0.660894,0.727572,1.0
22,28,27,0.773055,0.78467,0.69282,0.99
22,20,12,0.630301,0.527079,0.689737,0.99
22,32,29,0.866288,1.0,0.780824,0.43
23,1,4,0.7327,0.788062,0.569329,1.0
23,2,24,0.692553,0.627157,0.707475,1.0
23,3,2,0.72048,0.752619,0.590112,1.0
23,4,19,0.772351,0.729573,0.774531,1.0
23,5,9,0.733353,0.681691,0.738351,1.0
23,6,17,0.700077,0.594656,0.780045,1.0
23,7,7,0.710962,0.671354,0.690621,1.0
23,8,13,0.661581,0.552364,0.736516,1.0
23,9,20,0.707818,0.627393,0.750719,1.0
23,10,1,0.782529,0.752428,0.767694,1.0
23,11,11,0.753693,0.667848,0.818218,1.0
23,13,8,0.734285,0.637892,0.809841,1.0
23,14,23,0.66676,0.54983,0.755294,1.0
23,15,21,0.6605,0.553304,0.731952,1.0
23,16,14,0.68843,0.628687,0.693291,1.0
23,23,18,0.707416,0.599375,0.7936,1.0
23,25,5,0.822886,0.739043,0.904034,1.0
23,27,6,0.686259,0.636627,0.674612,1.0
23,18,25,0.708113,0.581987,0.822915,1.0
23,28,27,0.756657,0.74935,0.698613,1.0
23,20,12,0.607247,0.484168,0.688443,1.0
23,32,29,0.73121,0.740883,0.779214,0.51
23,34,3,0.605692,0.515806,0.919997,0.0
23,35,15,0.551648,0.518427,0.761466,0.0
24,1,4,0.743722,0.746324,0.666412,1.0
24,2,24,0.681197,0.613947,0.695788,1.0
24,3,2,0.716077,0.762882,0.561406,1.0
24,4,19,0.738822,0.679424,0.757539,1.0
24,5,9,0.684747,0.640609,0.664035,1.0
24,6,17,0.665917,0.597541,0.677911,1.0
24,7,7,0.747737,0.64735,0.833413,1.0
24,8,13,0.66064,0.498919,0.817813,1.0
24,9,20,0.723319,0.627,0.795625,1.0
24,10,1,0.788561,0.743283,0.799301,1.0
24,11,11,0.715743,0.63716,0.758015,1.0
24,13,8,0.704801,0.621312,0.751656,1.0
24,14,22,0.6245,0.624798,0.80246,0.0
24,15,21,0.720974,0.618524,0.802245,1.0
24,16,10,0.650737,0.657417,0.826164,0.0
24,23,18,0.718663,0.597411,0.828819,1.0
24,25,5,0.778876,0.72349,0.802733,1.0
24,27,6,0.76178,0.745524,0.719263,1.0
24,18,25,0.736015,0.583709,0.899929,1.0
24,28,27,0.760127,0.753659,0.701755,1.0
24,20,12,0.63134,0.523041,0.696192,1.0
24,34,3,0.67119,0.607767,0.839767,0.43
24,35,15,0.644907,0.532742,0.882568,0.43
24,36,14,0.580418,0.556647,0.783608,0.0
24,37,23,0.543753,0.487185,0.788003,0.0
25,1,4,0.732892,0.753955,0.623477,1.0
25,2,24,0.690501,0.617219,0.71723,1.0
25,3,5,0.735511,0.850704,0.76464,0.0
25,4,19,0.772956,0.702341,0.819051,1.0
25,5,9,0.700862,0.643157,0.706072,1.0
25,6,17,0.692758,0.58036,0.7816,1.0
25,7,7,0.757437,0.663378,0.835942,1.0
25,8,13,0.684013,0.540673,0.81898,1.0
25,9,20,0.736908,0.643131,0.809103,1.0
25,10,1,0.79747,0.776924,0.771891,1.0
25,11,11,0.757882,0.713671,0.758179,1.0
25,13,8,0.710588,0.643712,0.732991,1.0
25,14,2,0.650618,0.702549,0.754904,0.0
25,15,21,0.710176,0.601713,0.797811,1.0
25,16,10,0.693031,0.666363,0.810088,0.43
25,23,18,0.703853,0.584104,0.807417,1.0
25,25,26,0.69727,0.770071,0.782089,0.0
25,27,6,0.729961,0.691437,0.713344,1.0
25,18,25,0.734768,0.624545,0.832195,1.0
25,28,27,0.756716,0.745446,0.704917,1.0
25,20,23,0.643651,0.597455,0.900147,0.0
25,34,12,0.588502,0.516457,0.86986,0.0
25,35,15,0.648985,0.564105,0.822077,0.51
25,36,14,0.635318,0.55944,0.813218,0.43
26,1,4,0.706724,0.741639,0.568063,1.0
26,2,24,0.710037,0.651171,0.719694,1.0
26,3,5,0.760934,0.796529,0.799552,0.43
26,4,19,0.780981,0.712527,0.825975,1.0
26,5,9,0.699845,0.667863,0.664342,1.0
26,6,17,0.698393,0.591995,0.779417,1.0
26,7,7,0.778161,0.702962,0.832947,1.0
26,8,13,0.646557,0.46906,0.824498,1.0
26,9,20,0.721437,0.627852,0.788911,1.0
26,10,1,0.764223,0.751688,0.716556,1.0
26,11,11,0.735583,0.66796,0.766301,1.0
26,13,8,0.686196,0.622906,0.695993,1.0
26,14,22,0.628363,0.634317,0.698539,0.35
26,15,21,0.698822,0.586893,0.788659,1.0
26,16,10,0.683039,0.64277,0.795759,0.51
26,23,18,0.696922,0.607884,0.750244,1.0
26,25,26,0.790819,0.794277,0.888477,0.43
26,27,6,0.744359,0.715311,0.716965,1.0
26,18,25,0.724513,0.616282,0.815879,1.0
26,28,27,0.76004,0.752752,0.702934,1.0
26,20,23,0.647099,0.547801,0.865166,0.43
26,35,15,0.621794,0.533265,0.769995,0.59
26,36,2,0.678867,0.719978,0.808226,0.0
27,1,4,0.706998,0.740526,0.570596,1.0
27,2,24,0.671194,0.588055,0.707896,1.0
27,3,5,0.79022,0.835804,0.79865,0.51
27,4,19,0.770769,0.683181,0.842914,1.0
27,5,9,0.681999,0.629507,0.673628,1.0
27,6,17,0.698354,0.590471,0.781699,1.0
27,7,7,0.736832,0.634133,0.823026,1.0
27,8,13,0.683382,0.542161,0.814838,1.0
27,9,20,0.714428,0.613369,0.791641,1.0
27,10,1,0.784502,0.786803,0.719314,1.0
27,11,11,0.731564,0.656499,0.772828,1.0
27,13,8,0.679212,0.609583,0.696975,1.0
27,14,22,0.630404,0.605568,0.703832,0.51
27,15,21,0.687878,0.573922,0.777772,1.0
27,16,10,0.676013,0.655001,0.733608,0.59
27,23,18,0.686007,0.595315,0.738811,1.0
27,25,26,0.82734,0.8606,0.865743,0.51
27,27,6,0.753929,0.656572,0.836611,1.0
27,18,25,0.722195,0.616205,0.809378,1.0
27,28,27,0.760145,0.751056,0.705898,1.0
27,20,23,0.657529,0.55648,0.858472,0.51
27,35,15,0.621207,0.523338,0.761059,0.67
27,36,2,0.684573,0.727023,0.6906,0.43
28,1,4,0.72209,0.768582,0.569628,1.0
28,2,24,0.699012,0.642791,0.701361,1.0
28,3,5,0.739615,0.761198,0.748448,0.59
