frame_id,track_id_a,track_id_b,score_total,score_geom,score_reid,score_fused_pair,score_temp,score_center,num_valid_a,num_valid_b,best_total_score
154,40,32,0.640315,0.617657,0.974433,0.617657,0.022658,0.0,9,11,4.801363
154,1,4,0.816261,0.632542,0.934388,0.632542,0.183719,0.0,9,11,4.801363
154,15,20,0.692908,0.628906,0.919263,0.628906,0.064003,0.0,9,11,4.801363
154,70,38,0.982208,0.814103,0.962794,0.814103,0.168105,0.0,9,11,4.801363
154,27,23,0.965527,0.792867,0.913063,0.792867,0.172659,0.0,9,11,4.801363
155,65,30,0.736179,0.736179,0.919123,0.736179,0.0,0.0,9,11,5.638825
155,62,44,0.729069,0.668984,0.85218,0.668984,0.060085,0.0,9,11,5.638825
155,40,32,0.700623,0.626794,0.974865,0.626794,0.073828,0.0,9,11,5.638825
155,1,4,0.884816,0.700955,0.928638,0.700955,0.18386,0.0,9,11,5.638825
155,16,20,0.802308,0.673727,0.959737,0.673727,0.12858,0.0,9,11,5.638825
155,70,38,0.836047,0.773175,0.962827,0.773175,0.062872,0.0,9,11,5.638825
155,27,23,0.949784,0.779494,0.90179,0.779494,0.17029,0.0,9,11,5.638825
156,65,30,0.735707,0.735707,0.917373,0.735707,0.0,0.0,9,11,5.704107
156,62,44,0.720533,0.677424,0.871443,0.677424,0.043109,0.0,9,11,5.704107
156,40,32,0.73492,0.639824,0.982763,0.639824,0.095097,0.0,9,11,5.704107
156,1,4,0.881558,0.699237,0.933175,0.699237,0.18232,0.0,9,11,5.704107
156,16,20,0.846802,0.72648,0.947112,0.72648,0.120322,0.0,9,11,5.704107
156,70,38,0.830599,0.766045,0.965888,0.766045,0.064554,0.0,9,11,5.704107
156,27,23,0.953989,0.784513,0.884463,0.784513,0.169476,0.0,9,11,5.704107
157,1,21,0.595284,0.595284,0.902535,0.595284,0.0,0.0,9,11,3.351656
157,44,19,0.604932,0.625757,0.907195,0.625757,-0.020825,0.0,9,11,3.351656
157,16,38,0.713662,0.627582,0.962333,0.627582,0.08608,0.0,9,11,3.351656
157,70,23,0.552894,0.574821,0.829233,0.574821,-0.021926,0.0,9,11,3.351656
157,27,17,0.884883,0.716123,0.897509,0.716123,0.16876,0.0,9,11,3.351656
158,1,21,0.59512,0.59512,0.905389,0.59512,0.0,0.0,9,11,3.348636
158,44,19,0.610376,0.627072,0.91435,0.627072,-0.016696,0.0,9,11,3.348636
158,16,38,0.701811,0.617863,0.959677,0.617863,0.083948,0.0,9,11,3.348636
158,70,23,0.572727,0.593945,0.840898,0.593945,-0.021218,0.0,9,11,3.348636
158,27,17,0.868602,0.711948,0.901212,0.711948,0.156654,0.0,9,11,3.348636
159,1,21,0.599505,0.599505,0.909049,0.599505,0.0,0.0,9,11,3.375
159,44,19,0.629805,0.639909,0.910927,0.639909,-0.010104,0.0,9,11,3.375
159,16,38,0.699787,0.617434,0.959855,0.617434,0.082353,0.0,9,11,3.375
159,70,23,0.577076,0.599954,0.836417,0.599954,-0.022878,0.0,9,11,3.375
159,27,17,0.868827,0.713156,0.902771,0.713156,0.155671,0.0,9,11,3.375
160,62,44,0.683555,0.683555,0.935693,0.683555,0.0,0.0,9,11,5.066212
160,40,32,0.76942,0.661001,0.982505,0.661001,0.108419,0.0,9,11,5.066212
160,1,4,0.923049,0.755047,0.958548,0.755047,0.168002,0.0,9,11,5.066212
160,16,19,0.876187,0.721904,0.966319,0.721904,0.154283,0.0,9,11,5.066212
160,70,38,0.859999,0.7805,0.959797,0.7805,0.079499,0.0,9,11,5.066212
160,27,23,0.954002,0.782361,0.839996,0.782361,0.171641,0.0,9,11,5.066212
161,65,30,0.743768,0.743768,0.926805,0.743768,0.0,0.0,9,11,6.756849
161,62,44,0.737597,0.665323,0.938195,0.665323,0.072274,0.0,9,11,6.756849
161,40,32,0.754833,0.651197,0.979913,0.651197,0.103636,0.0,9,11,6.756849
161,1,4,0.936473,0.764172,0.947336,0.764172,0.172301,0.0,9,11,6.756849
161,16,19,0.995756,0.84263,0.965894,0.84263,0.153126,0.0,9,11,6.756849
161,15,20,1.003704,0.825195,0.946812,0.825195,0.17851,0.0,9,11,6.756849
161,70,23,0.743632,0.65026,0.819943,0.65026,0.093372,0.0,9,11,6.756849
161,27,17,0.841086,0.682004,0.898121,0.682004,0.159082,0.0,9,11,6.756849
162,65,30,0.752214,0.752214,0.923386,0.752214,0.0,0.0,9,11,5.818592
162,62,44,0.723181,0.657163,0.946392,0.657163,0.066017,0.0,9,11,5.818592
162,40,32,0.757594,0.654566,0.982833,0.654566,0.103029,0.0,9,11,5.818592
162,1,4,0.865399,0.697241,0.95404,0.697241,0.168158,0.0,9,11,5.818592
162,15,20,0.770913,0.679377,0.95253,0.679377,0.091535,0.0,9,11,5.818592
162,70,38,0.971185,0.798327,0.959988,0.798327,0.172858,0.0,9,11,5.818592
162,27,23,0.978107,0.795707,0.833595,0.795707,0.182399,0.0,9,11,5.818592
163,65,30,0.765679,0.765679,0.919504,0.765679,0.0,0.0,9,11,5.823258
163,62,44,0.728226,0.648463,0.964867,0.648463,0.079763,0.0,9,11,5.823258
163,40,32,0.756063,0.652195,0.983921,0.652195,0.103868,0.0,9,11,5.823258
163,1,4,0.863474,0.698648,0.948242,0.698648,0.164826,0.0,9,11,5.823258
163,15,20,0.762529,0.677998,0.943066,0.677998,0.084531,0.0,9,11,5.823258
163,70,38,0.965466,0.793721,0.96249,0.793721,0.171745,0.0,9,11,5.823258
163,27,23,0.981821,0.79928,0.826644,0.79928,0.182541,0.0,9,11,5.823258
164,65,30,0.763982,0.763982,0.91544,0.763982,0.0,0.0,9,11,5.962595
164,62,44,0.728983,0.640731,0.975187,0.640731,0.088252,0.0,9,11,5.962595
164,40,32,0.75643,0.646682,0.981903,0.646682,0.109748,0.0,9,11,5.962595
164,1,4,0.869367,0.696699,0.933885,0.696699,0.172667,0.0,9,11,5.962595
164,16,20,0.698532,0.59217,0.893792,0.59217,0.106362,0.0,9,11,5.962595
164,15,38,0.627021,0.567907,0.848284,0.567907,0.059114,0.0,9,11,5.962595
164,70,23,0.679159,0.56731,0.79274,0.56731,0.111849,0.0,9,11,5.962595
164,27,17,0.839121,0.686144,0.903259,0.686144,0.152977,0.0,9,11,5.962595
165,1,21,0.61375,0.61375,0.885979,0.61375,0.0,0.0,9,11,3.619535
165,16,4,0.683587,0.587822,0.797523,0.587822,0.095765,0.0,9,11,3.619535
165,15,20,0.746054,0.644779,0.952581,0.644779,0.101274,0.0,9,11,3.619535
165,70,38,0.744972,0.635935,0.968645,0.635935,0.109037,0.0,9,11,3.619535
165,27,23,0.831173,0.685828,0.811678,0.685828,0.145345,0.0,9,11,3.619535
166,1,4,0.722912,0.722912,0.92996,0.722912,0.0,0.0,8,11,3.546769
166,44,19,0.821282,0.747234,0.95192,0.747234,0.074049,0.0,8,11,3.546769
166,16,20,0.752463,0.690516,0.863491,0.690516,0.061947,0.0,8,11,3.546769
166,15,23,0.58601,0.559627,0.938372,0.559627,0.026383,0.0,8,11,3.546769
166,27,17,0.664102,0.574207,0.910763,0.574207,0.089895,0.0,8,11,3.546769
167,1,21,0.649331,0.649331,0.884666,0.649331,0.0,0.0,8,11,3.631011
167,44,4,0.568012,0.553539,0.819308,0.553539,0.014472,0.0,8,11,3.631011
167,16,19,0.732748,0.677021,0.968817,0.677021,0.055727,0.0,8,11,3.631011
167,15,20,0.861508,0.705053,0.952026,0.705053,0.156455,0.0,8,11,3.631011
167,27,23,0.819411,0.673538,0.790178,0.673538,0.145873,0.0,8,11,3.631011
168,1,21,0.630825,0.630825,0.897266,0.630825,0.0,0.0,9,11,4.417164
168,44,4,0.558381,0.550689,0.811499,0.550689,0.007692,0.0,9,11,4.417164
168,16,19,0.71094,0.637876,0.965559,0.637876,0.073064,0.0,9,11,4.417164
168,15,20,0.90314,0.727578,0.949861,0.727578,0.175562,0.0,9,11,4.417164
168,70,23,0.753837,0.681354,0.79508,0.681354,0.072483,0.0,9,11,4.417164
168,27,17,0.860041,0.712227,0.912531,0.712227,0.147814,0.0,9,11,4.417164
169,40,13,0.57106,0.57106,0.919953,0.57106,0.0,0.0,9,12,5.92079
169,1,21,0.665113,0.651344,0.912075,0.651344,0.01377,0.0,9,12,5.92079
169,44,4,0.593534,0.570981,0.807641,0.570981,0.022553,0.0,9,12,5.92079
169,16,19,0.735904,0.673617,0.970312,0.673617,0.062286,0.0,9,12,5.92079
169,15,20,0.962247,0.790011,0.941145,0.790011,0.172235,0.0,9,12,5.92079
169,70,38,0.830535,0.693126,0.973486,0.693126,0.137409,0.0,9,12,5.92079
169,27,23,0.860411,0.72871,0.815537,0.72871,0.131702,0.0,9,12,5.92079
169,45,17,0.701986,0.554303,0.982608,0.554303,0.147682,0.0,9,12,5.92079
170,40,13,0.580381,0.580381,0.920124,0.580381,0.0,0.0,9,12,6.02389
170,1,21,0.675074,0.658988,0.911978,0.658988,0.016086,0.0,9,12,6.02389
170,44,4,0.598569,0.572281,0.800355,0.572281,0.026288,0.0,9,12,6.02389
170,16,19,0.738604,0.676837,0.974641,0.676837,0.061767,0.0,9,12,6.02389
170,15,20,0.971305,0.806568,0.92675,0.806568,0.164737,0.0,9,12,6.02389
170,70,38,0.865989,0.717815,0.973875,0.717815,0.148174,0.0,9,12,6.02389
170,27,23,0.887129,0.734213,0.812039,0.734213,0.152916,0.0,9,12,6.02389
170,45,17,0.706839,0.553988,0.982648,0.553988,0.152851,0.0,9,12,6.02389
171,62,30,0.72116,0.72116,0.889863,0.72116,0.0,0.0,8,12,5.865486
171,40,13,0.667177,0.59752,0.918747,0.59752,0.069657,0.0,8,12,5.865486
171,1,21,0.707771,0.669272,0.919568,0.669272,0.038499,0.0,8,12,5.865486
171,44,4,0.638577,0.588889,0.794872,0.588889,0.049688,0.0,8,12,5.865486
171,16,19,0.750193,0.705276,0.975422,0.705276,0.044917,0.0,8,12,5.865486
171,15,20,0.848224,0.687916,0.916043,0.687916,0.160308,0.0,8,12,5.865486
171,27,23,0.825814,0.660047,0.801618,0.660047,0.165767,0.0,8,12,5.865486
171,45,17,0.70657,0.555183,0.979744,0.555183,0.151387,0.0,8,12,5.865486
172,62,30,0.710635,0.710635,0.897712,0.710635,0.0,0.0,9,11,6.650574
172,40,13,0.714867,0.614763,0.920929,0.614763,0.100104,0.0,9,11,6.650574
172,1,21,0.658853,0.660451,0.922017,0.660451,-0.001598,0.0,9,11,6.650574
172,16,19,0.790832,0.661622,0.977577,0.661622,0.12921,0.0,9,11,6.650574
172,15,20,0.926939,0.754614,0.91013,0.754614,0.172325,0.0,9,11,6.650574
172,70,38,0.923057,0.74395,0.976074,0.74395,0.179107,0.0,9,11,6.650574
172,27,23,0.92421,0.759211,0.787461,0.759211,0.165,0.0,9,11,6.650574
172,45,17,1.001181,0.858733,0.974899,0.858733,0.142448,0.0,9,11,6.650574
173,62,30,0.720172,0.720172,0.907048,0.720172,0.0,0.0,9,11,7.310022
173,40,13,0.718095,0.619888,0.918951,0.619888,0.098207,0.0,9,11,7.310022
173,1,21,0.66831,0.660172,0.923131,0.660172,0.008138,0.0,9,11,7.310022
173,44,4,0.585602,0.550892,0.83071,0.550892,0.03471,0.0,9,11,7.310022
173,16,19,0.755419,0.681516,0.979836,0.681516,0.073903,0.0,9,11,7.310022
173,15,20,0.955608,0.768547,0.920091,0.768547,0.187061,0.0,9,11,7.310022
173,70,38,0.934371,0.748859,0.978297,0.748859,0.185512,0.0,9,11,7.310022
173,27,23,0.955527,0.772116,0.811426,0.772116,0.183411,0.0,9,11,7.310022
173,45,17,1.016918,0.853836,0.973629,0.853836,0.163081,0.0,9,11,7.310022
174,62,30,0.732152,0.732152,0.914073,0.732152,0.0,0.0,9,11,7.258327
174,40,13,0.739587,0.638989,0.920243,0.638989,0.100598,0.0,9,11,7.258327
174,1,21,0.692434,0.671214,0.924914,0.671214,0.021221,0.0,9,11,7.258327
174,44,4,0.588223,0.550832,0.849796,0.550832,0.037391,0.0,9,11,7.258327
174,16,19,0.745914,0.673101,0.97672,0.673101,0.072813,0.0,9,11,7.258327
174,15,20,0.891054,0.728078,0.903934,0.728078,0.162975,0.0,9,11,7.258327
174,70,38,0.911412,0.738104,0.978901,0.738104,0.173308,0.0,9,11,7.258327
174,27,23,0.934464,0.766484,0.8046,0.766484,0.16798,0.0,9,11,7.258327
174,45,17,1.023087,0.852774,0.981372,0.852774,0.170313,0.0,9,11,7.258327
175,65,30,0.78561,0.78561,0.961751,0.78561,0.0,0.0,9,11,6.312562
175,62,44,0.713992,0.646397,0.980051,0.646397,0.067595,0.0,9,11,6.312562
175,40,32,0.716939,0.637709,0.979409,0.637709,0.07923,0.0,9,11,6.312562
175,1,4,0.837211,0.662521,0.965504,0.662521,0.17469,0.0,9,11,6.312562
175,44,20,0.680704,0.56224,0.781137,0.56224,0.118463,0.0,9,11,6.312562
175,16,38,0.887174,0.772432,0.955353,0.772432,0.114741,0.0,9,11,6.312562
175,27,23,0.699812,0.653005,0.796804,0.653005,0.046807,0.0,9,11,6.312562
175,45,17,0.99112,0.835711,0.982829,0.835711,0.155409,0.0,9,11,6.312562
176,65,30,0.799237,0.799237,0.961928,0.799237,0.0,0.0,9,11,6.473966
176,62,44,0.733174,0.652382,0.975398,0.652382,0.080792,0.0,9,11,6.473966
176,40,32,0.721983,0.646417,0.973241,0.646417,0.075566,0.0,9,11,6.473966
176,1,4,0.832723,0.66352,0.958153,0.66352,0.169204,0.0,9,11,6.473966
176,16,19,0.740458,0.659268,0.957491,0.659268,0.08119,0.0,9,11,6.473966
176,15,20,0.871967,0.720998,0.933827,0.720998,0.150969,0.0,9,11,6.473966
176,27,23,0.756921,0.638579,0.805906,0.638579,0.118342,0.0,9,11,6.473966
176,45,17,1.017503,0.85634,0.988268,0.85634,0.161163,0.0,9,11,6.473966
177,65,30,0.818459,0.818459,0.965383,0.818459,0.0,0.0,9,11,6.456742
177,62,44,0.671117,0.623361,0.972877,0.623361,0.047756,0.0,9,11,6.456742
177,40,32,0.803713,0.683412,0.976967,0.683412,0.120301,0.0,9,11,6.456742
177,1,4,0.847758,0.675549,0.95146,0.675549,0.172209,0.0,9,11,6.456742
177,16,19,0.74251,0.662845,0.944782,0.662845,0.079665,0.0,9,11,6.456742
177,15,20,0.820007,0.688981,0.91606,0.688981,0.131026,0.0,9,11,6.456742
177,27,23,0.743721,0.645719,0.791911,0.645719,0.098002,0.0,9,11,6.456742
177,45,17,1.009457,0.846879,0.983768,0.846879,0.162579,0.0,9,11,6.456742
178,65,30,0.83061,0.83061,0.969062,0.83061,0.0,0.0,9,11,6.404699
178,62,44,0.667211,0.620393,0.975645,0.620393,0.046818,0.0,9,11,6.404699
178,40,32,0.808706,0.682087,0.981744,0.682087,0.12662,0.0,9,11,6.404699
178,1,4,0.852065,0.678825,0.95458,0.678825,0.17324,0.0,9,11,6.404699
178,44,20,0.702665,0.584386,0.795707,0.584386,0.118279,0.0,9,11,6.404699
178,16,38,0.866175,0.766292,0.935492,0.766292,0.099883,0.0,9,11,6.404699
178,27,23,0.666352,0.640107,0.818984,0.640107,0.026245,0.0,9,11,6.404699
178,45,17,1.010915,0.841558,0.981032,0.841558,0.169357,0.0,9,11,6.404699
179,65,30,0.819948,0.819948,0.973573,0.819948,0.0,0.0,9,11,6.516565
179,62,44,0.652553,0.619924,0.977302,0.619924,0.032629,0.0,9,11,6.516565
179,40,32,0.829535,0.693946,0.980592,0.693946,0.135588,0.0,9,11,6.516565
179,1,4,0.843721,0.680683,0.967597,0.680683,0.163038,0.0,9,11,6.516565
179,16,19,0.751575,0.681961,0.959457,0.681961,0.069614,0.0,9,11,6.516565
179,15,20,0.872051,0.710607,0.898916,0.710607,0.161444,0.0,9,11,6.516565
179,27,23,0.75707,0.646127,0.816185,0.646127,0.110943,0.0,9,11,6.516565
179,45,17,0.990111,0.849612,0.978776,0.849612,0.1405,0.0,9,11,6.516565
180,65,30,0.809978,0.809978,0.975764,0.809978,0.0,0.0,9,11,7.851634
180,62,44,0.668779,0.629477,0.974542,0.629477,0.039302,0.0,9,11,7.851634
180,40,32,0.827852,0.695943,0.981014,0.695943,0.13191,0.0,9,11,7.851634
180,1,4,0.880684,0.72039,0.959728,0.72039,0.160294,0.0,9,11,7.851634
180,16,19,0.905116,0.76546,0.964862,0.76546,0.139656,0.0,9,11,7.851634
180,15,20,0.921479,0.756339,0.899163,0.756339,0.16514,0.0,9,11,7.851634
180,70,38,0.905728,0.747455,0.976101,0.747455,0.158273,0.0,9,11,7.851634
180,27,23,0.944716,0.774963,0.834406,0.774963,0.169753,0.0,9,11,7.851634
180,45,17,0.987302,0.830827,0.977346,0.830827,0.156474,0.0,9,11,7.851634
181,65,30,0.799115,0.799115,0.979243,0.799115,0.0,0.0,9,11,6.519927
181,62,44,0.670819,0.633326,0.976626,0.633326,0.037493,0.0,9,11,6.519927
181,40,32,0.834758,0.702862,0.97892,0.702862,0.131897,0.0,9,11,6.519927
181,1,4,0.840058,0.687,0.965034,0.687,0.153059,0.0,9,11,6.519927
181,16,19,0.741017,0.682302,0.958815,0.682302,0.058715,0.0,9,11,6.519927
181,15,20,0.859689,0.680938,0.902173,0.680938,0.17875,0.0,9,11,6.519927
181,27,23,0.779142,0.65084,0.820564,0.65084,0.128301,0.0,9,11,6.519927
181,45,17,0.99533,0.837975,0.979542,0.837975,0.157355,0.0,9,11,6.519927
182,65,30,0.736731,0.736731,0.981351,0.736731,0.0,0.0,9,12,5.402156
182,40,13,0.727237,0.644901,0.893289,0.644901,0.082335,0.0,9,12,5.402156
182,16,21,0.637273,0.593534,0.943112,0.593534,0.043739,0.0,9,12,5.402156
182,72,53,0.809403,0.694798,0.732619,0.694798,0.114605,0.0,9,12,5.402156
182,15,20,0.681337,0.623226,0.897282,0.623226,0.05811,0.0,9,12,5.402156
182,27,23,0.851203,0.716182,0.830329,0.716182,0.135021,0.0,9,12,5.402156
182,45,17,0.958973,0.811611,0.980806,0.811611,0.147361,0.0,9,12,5.402156
183,65,30,0.752123,0.752123,0.983176,0.752123,0.0,0.0,9,12,5.350814
183,40,13,0.747168,0.660491,0.89229,0.660491,0.086677,0.0,9,12,5.350814
183,16,21,0.655481,0.604225,0.950196,0.604225,0.051256,0.0,9,12,5.350814
183,72,53,0.799337,0.683959,0.762715,0.683959,0.115379,0.0,9,12,5.350814
183,15,20,0.630778,0.617,0.905402,0.617,0.013778,0.0,9,12,5.350814
183,27,23,0.828436,0.704814,0.825244,0.704814,0.123622,0.0,9,12,5.350814
183,45,17,0.937491,0.803536,0.979168,0.803536,0.133955,0.0,9,12,5.350814
184,65,30,0.735084,0.735084,0.983519,0.735084,0.0,0.0,9,12,5.377612
184,40,13,0.731977,0.657632,0.881512,0.657632,0.074345,0.0,9,12,5.377612
184,72,53,0.675096,0.666589,0.789614,0.666589,0.008507,0.0,9,12,5.377612
184,16,19,0.720502,0.591539,0.961096,0.591539,0.128963,0.0,9,12,5.377612
184,15,20,0.837699,0.717416,0.8864,0.717416,0.120283,0.0,9,12,5.377612
184,27,23,0.737983,0.636759,0.825896,0.636759,0.101224,0.0,9,12,5.377612
184,45,17,0.939271,0.803108,0.978831,0.803108,0.136163,0.0,9,12,5.377612
185,65,30,0.724188,0.724188,0.984516,0.724188,0.0,0.0,9,12,5.396682
185,40,21,0.746703,0.609547,0.823228,0.609547,0.137156,0.0,9,12,5.396682
185,72,53,0.671994,0.678365,0.814916,0.678365,-0.006371,0.0,9,12,5.396682
185,16,19,0.72817,0.597409,0.966842,0.597409,0.130761,0.0,9,12,5.396682
185,15,20,0.851627,0.721413,0.870246,0.721413,0.130214,0.0,9,12,5.396682
185,27,23,0.731834,0.631898,0.847906,0.631898,0.099936,0.0,9,12,5.396682
185,45,17,0.942166,0.811502,0.983325,0.811502,0.130664,0.0,9,12,5.396682
186,65,30,0.722187,0.722187,0.983784,0.722187,0.0,0.0,9,12,5.391228
186,40,21,0.751528,0.617438,0.81249,0.617438,0.134089,0.0,9,12,5.391228
186,72,53,0.688754,0.690956,0.827835,0.690956,-0.002202,0.0,9,12,5.391228
186,16,19,0.721793,0.600041,0.971914,0.600041,0.121753,0.0,9,12,5.391228
186,15,20,0.86229,0.716128,0.861765,0.716128,0.146162,0.0,9,12,5.391228
186,27,23,0.716562,0.622421,0.871107,0.622421,0.094141,0.0,9,12,5.391228
186,45,17,0.928114,0.811018,0.989012,0.811018,0.117095,0.0,9,12,5.391228
187,65,30,0.731631,0.731631,0.983753,0.731631,0.0,0.0,9,12,5.435772
187,40,21,0.748633,0.623233,0.824517,0.623233,0.1254,0.0,9,12,5.435772
187,72,53,0.708206,0.709109,0.850847,0.709109,-0.000903,0.0,9,12,5.435772
187,16,19,0.673063,0.594693,0.975623,0.594693,0.07837,0.0,9,12,5.435772
187,15,20,0.860616,0.705292,0.870721,0.705292,0.155324,0.0,9,12,5.435772
187,27,23,0.818997,0.69795,0.889512,0.69795,0.121047,0.0,9,12,5.435772
187,45,17,0.894626,0.788155,0.989509,0.788155,0.106471,0.0,9,12,5.435772
188,65,30,0.725299,0.725299,0.984125,0.725299,0.0,0.0,10,12,5.153715
188,40,13,0.742604,0.717636,0.896573,0.717636,0.024968,0.0,10,12,5.153715
188,72,53,0.762548,0.705726,0.866602,0.705726,0.056823,0.0,10,12,5.153715
188,16,19,0.673144,0.609585,0.96458,0.609585,0.063559,0.0,10,12,5.153715
188,15,20,0.86312,0.675599,0.892204,0.675599,0.187521,0.0,10,12,5.153715
188,27,38,0.737223,0.644084,0.740326,0.644084,0.093139,0.0,10,12,5.153715
188,45,17,0.649776,0.597579,0.985093,0.597579,0.052197,0.0,10,12,5.153715
189,65,30,0.747873,0.747873,0.982554,0.747873,0.0,0.0,10,11,5.105103
189,40,21,0.658009,0.551923,0.824646,0.551923,0.106085,0.0,10,11,5.105103
189,72,53,0.729714,0.729955,0.881861,0.729955,-0.000242,0.0,10,11,5.105103
189,16,32,0.659633,0.601994,0.837884,0.601994,0.057638,0.0,10,11,5.105103
189,15,4,0.676617,0.585863,0.977266,0.585863,0.090754,0.0,10,11,5.105103
189,70,19,0.833886,0.66469,0.922733,0.66469,0.169196,0.0,10,11,5.105103
189,27,20,0.799372,0.734165,0.874152,0.734165,0.065206,0.0,10,11,5.105103
190,65,30,0.733731,0.733731,0.976126,0.733731,0.0,0.0,10,11,4.547862
190,40,13,0.745062,0.716862,0.895737,0.716862,0.0282,0.0,10,11,4.547862
190,72,53,0.798417,0.75399,0.899093,0.75399,0.044427,0.0,10,11,4.547862
190,16,32,0.666028,0.603332,0.836629,0.603332,0.062696,0.0,10,11,4.547862
190,15,4,0.714418,0.612226,0.972645,0.612226,0.102192,0.0,10,11,4.547862
190,27,19,0.890206,0.776625,0.77463,0.776625,0.113581,0.0,10,11,4.547862
191,65,30,0.731289,0.731289,0.969921,0.731289,0.0,0.0,10,11,5.03525
191,40,21,0.673992,0.577459,0.812447,0.577459,0.096533,0.0,10,11,5.03525
191,72,53,0.741733,0.738019,0.910045,0.738019,0.003714,0.0,10,11,5.03525
191,15,32,0.703008,0.642458,0.851185,0.642458,0.060551,0.0,10,11,5.03525
191,16,4,0.641387,0.62966,0.985302,0.62966,0.011727,0.0,10,11,5.03525
191,70,19,0.747812,0.656382,0.922568,0.656382,0.09143,0.0,10,11,5.03525
191,27,20,0.796029,0.731505,0.885659,0.731505,0.064524,0.0,10,11,5.03525
192,62,44,0.557321,0.557321,0.968461,0.557321,0.0,0.0,10,11,4.179313
192,72,53,0.772022,0.73282,0.918997,0.73282,0.039202,0.0,10,11,4.179313
192,15,32,0.685935,0.626036,0.847826,0.626036,0.059899,0.0,10,11,4.179313
192,16,4,0.628402,0.623242,0.987125,0.623242,0.00516,0.0,10,11,4.179313
192,70,19,0.741273,0.664836,0.912267,0.664836,0.076437,0.0,10,11,4.179313
192,27,20,0.794362,0.728366,0.880697,0.728366,0.065996,0.0,10,11,4.179313
193,62,44,0.553169,0.553169,0.966184,0.553169,0.0,0.0,10,11,4.148219
193,72,53,0.776798,0.736649,0.934346,0.736649,0.040149,0.0,10,11,4.148219
193,15,32,0.679719,0.618706,0.839973,0.618706,0.061013,0.0,10,11,4.148219
193,16,4,0.62568,0.620871,0.985052,0.620871,0.004809,0.0,10,11,4.148219
193,70,19,0.723447,0.642992,0.9035,0.642992,0.080455,0.0,10,11,4.148219
193,27,20,0.789406,0.730871,0.889635,0.730871,0.058536,0.0,10,11,4.148219
194,40,21,0.58301,0.58301,0.788225,0.58301,0.0,0.0,10,12,5.024702
194,72,53,0.752087,0.748835,0.939928,0.748835,0.003252,0.0,10,12,5.024702
194,15,32,0.707447,0.652841,0.855942,0.652841,0.054606,0.0,10,12,5.024702
194,16,4,0.67067,0.666749,0.976337,0.666749,0.003921,0.0,10,12,5.024702
194,70,20,0.660241,0.580764,0.696967,0.580764,0.079477,0.0,10,12,5.024702
194,27,38,0.845761,0.699587,0.698016,0.699587,0.146174,0.0,10,12,5.024702
194,45,23,0.805486,0.632899,0.911477,0.632899,0.172587,0.0,10,12,5.024702
195,40,21,0.590607,0.590607,0.799985,0.590607,0.0,0.0,10,12,5.027949
195,72,53,0.753806,0.748148,0.952295,0.748148,0.005658,0.0,10,12,5.027949
195,15,32,0.72857,0.672904,0.864749,0.672904,0.055666,0.0,10,12,5.027949
195,16,4,0.671533,0.660867,0.963558,0.660867,0.010665,0.0,10,12,5.027949
195,70,20,0.665027,0.581043,0.693084,0.581043,0.083985,0.0,10,12,5.027949
195,27,38,0.8478,0.697769,0.733957,0.697769,0.150031,0.0,10,12,5.027949
195,45,23,0.770606,0.618247,0.909361,0.618247,0.152359,0.0,10,12,5.027949
196,40,21,0.588667,0.588667,0.793645,0.588667,0.0,0.0,10,11,4.132611
196,72,53,0.733754,0.740933,0.958755,0.740933,-0.007179,0.0,10,11,4.132611
196,15,32,0.722684,0.656674,0.853877,0.656674,0.06601,0.0,10,11,4.132611
196,16,4,0.613137,0.601363,0.948461,0.601363,0.011773,0.0,10,11,4.132611
196,70,19,0.698446,0.633176,0.895932,0.633176,0.06527,0.0,10,11,4.132611
196,27,20,0.775924,0.72531,0.89453,0.72531,0.050614,0.0,10,11,4.132611
197,62,30,0.858162,0.858162,0.983294,0.858162,0.0,0.0,10,11,6.61381
197,40,13,0.76319,0.636919,0.902134,0.636919,0.126271,0.0,10,11,6.61381
197,44,21,0.688402,0.625378,0.936376,0.625378,0.063024,0.0,10,11,6.61381
197,72,53,0.768308,0.736876,0.962687,0.736876,0.031432,0.0,10,11,6.61381
197,15,32,0.738544,0.667398,0.840325,0.667398,0.071146,0.0,10,11,6.61381
197,16,4,0.595741,0.584881,0.932409,0.584881,0.01086,0.0,10,11,6.61381
197,70,19,0.71076,0.650275,0.883534,0.650275,0.060485,0.0,10,11,6.61381
197,27,20,0.766475,0.720453,0.88769,0.720453,0.046022,0.0,10,11,6.61381
197,45,38,0.724228,0.575634,0.726369,0.575634,0.148594,0.0,10,11,6.61381
198,62,30,0.86382,0.86382,0.984944,0.86382,0.0,0.0,10,11,5.909812
198,40,13,0.756505,0.626969,0.899597,0.626969,0.129535,0.0,10,11,5.909812
198,44,21,0.696882,0.633205,0.943521,0.633205,0.063677,0.0,10,11,5.909812
198,72,53,0.700418,0.706105,0.966124,0.706105,-0.005687,0.0,10,11,5.909812
198,15,4,0.735789,0.617747,0.978663,0.617747,0.118043,0.0,10,11,5.909812
198,70,19,0.660472,0.655379,0.893313,0.655379,0.005093,0.0,10,11,5.909812
198,27,20,0.772493,0.731054,0.892601,0.731054,0.041438,0.0,10,11,5.909812
198,45,38,0.723434,0.56963,0.736387,0.56963,0.153805,0.0,10,11,5.909812
199,62,30,0.862269,0.862269,0.988431,0.862269,0.0,0.0,10,11,5.962216
