frame,a_id,b_id,cls_id,cost,confirmed,global_id,same_direction,streak
7,2,3,3,0.15445378422737122,1,2,1,4
7,3,5,3,0.13870121538639069,0,,1,2
7,4,8,3,0.12749788165092468,1,4,1,7
7,5,10,3,0.1448081135749817,1,5,1,4
7,6,2,3,0.14986921846866608,1,1,1,4
7,7,23,3,0.17771907150745392,1,7,1,4
7,8,7,3,0.13927115499973297,1,8,1,4
7,9,14,3,0.18107870221138,1,9,1,7
7,10,17,3,0.1823054552078247,1,10,1,4
7,11,20,3,0.09595318883657455,0,,1,2
7,13,11,3,0.08493699133396149,1,13,1,7
7,14,15,3,0.06701534241437912,1,14,1,7
7,15,25,3,0.23051777482032776,1,15,1,4
7,16,24,3,0.11443634331226349,0,,1,2
7,18,19,3,0.1590546816587448,1,18,1,7
7,20,18,3,0.10001345723867416,0,,1,2
7,23,22,3,0.13860099017620087,0,,1,2
7,25,1,3,0.4299869239330292,0,,1,1
8,1,6,3,0.16021814942359924,1,1,1,5
8,2,3,3,0.16435180604457855,1,2,1,5
8,3,5,3,0.14250999689102173,1,3,1,3
8,4,8,3,0.12445882707834244,1,4,1,8
8,5,10,3,0.14029471576213837,1,5,1,5
8,6,2,3,0.14374203979969025,1,1,1,5
8,7,23,3,0.17509329319000244,1,7,1,5
8,8,7,3,0.13939613103866577,1,8,1,5
8,9,14,3,0.16436631977558136,1,9,1,8
8,10,17,3,0.17818862199783325,1,10,1,5
8,11,20,3,0.08880580961704254,1,11,1,3
8,13,11,3,0.07663898169994354,1,13,1,8
8,14,15,3,0.06747961044311523,1,14,1,8
8,15,25,3,0.21363505721092224,1,15,1,5
8,16,24,3,0.11137493699789047,1,16,1,3
8,18,19,3,0.14909835159778595,1,18,1,8
8,20,18,3,0.09204146265983582,1,11,1,3
8,23,22,3,0.1269298493862152,1,19,1,3
8,25,1,3,0.10233541578054428,0,,1,2
9,1,6,3,0.19438078999519348,1,1,1,6
9,2,3,3,0.18957343697547913,1,2,1,6
9,3,5,3,0.16722561419010162,1,3,1,4
9,4,8,3,0.1841004341840744,1,4,1,9
9,5,10,3,0.14671671390533447,1,5,1,6
9,6,2,3,0.16809403896331787,1,1,1,6
9,7,23,3,0.15325984358787537,1,7,1,6
9,8,7,3,0.15493939816951752,1,8,1,6
9,9,14,3,0.1802804172039032,1,9,1,9
9,10,17,3,0.20602567493915558,1,10,1,6
9,11,20,3,0.0922069251537323,1,11,1,4
9,13,11,3,0.1913246363401413,1,13,1,9
9,14,15,3,0.12748566269874573,1,14,1,9
9,15,25,3,0.1932779997587204,1,15,1,6
9,16,24,3,0.140126571059227,1,16,1,4
9,23,22,3,0.1220523789525032,1,19,1,4
9,25,1,3,0.14125220477581024,1,10,1,3
10,1,6,3,0.17177195847034454,1,1,1,7
10,2,3,3,0.2196684181690216,1,2,1,7
10,3,5,3,0.14911328256130219,1,3,1,5
10,4,8,3,0.16191963851451874,1,4,1,10
10,5,10,3,0.1452568918466568,1,5,1,7
10,6,2,3,0.15256047248840332,1,1,1,7
10,7,23,3,0.17148719727993011,1,7,1,7
10,8,7,3,0.14873579144477844,1,8,1,7
10,9,14,3,0.18817849457263947,1,9,1,10
10,10,17,3,0.2002103626728058,1,10,1,7
10,11,20,3,0.09734021127223969,1,11,1,5
10,13,11,3,0.16833209991455078,1,13,1,10
10,14,15,3,0.11866102367639542,1,14,1,10
10,15,25,3,0.1902562975883484,1,15,1,7
10,16,24,3,0.1445172131061554,1,16,1,5
10,23,22,3,0.11279746890068054,1,19,1,5
10,25,1,3,0.12785476446151733,1,10,1,4
10,27,19,3,0.44823896884918213,0,,1,1
11,1,6,3,0.15952596068382263,1,1,1,8
11,2,3,3,0.20769788324832916,1,2,1,8
11,3,5,3,0.13611666858196259,1,3,1,6
11,4,8,3,0.15442317724227905,1,4,1,11
11,5,10,3,0.14453919231891632,1,5,1,8
11,6,2,3,0.13339385390281677,1,1,1,8
11,7,23,3,0.1675022542476654,1,7,1,8
11,8,7,3,0.13117389380931854,1,8,1,8
11,9,14,3,0.17924056947231293,1,9,1,11
11,10,17,3,0.18660643696784973,1,10,1,8
11,11,20,3,0.11216048151254654,1,11,1,6
11,13,11,3,0.06812291592359543,1,13,1,11
11,14,15,3,0.10798835754394531,1,14,1,11
11,15,25,3,0.20286859571933746,1,15,1,8
11,16,24,3,0.09745591878890991,1,16,1,6
11,18,18,3,0.23687836527824402,0,,1,1
11,23,22,3,0.12144890427589417,1,19,1,6
11,25,1,3,0.11720183491706848,1,10,1,5
11,27,19,3,0.2668864130973816,0,,1,2
12,1,6,3,0.16210195422172546,1,1,1,9
12,2,3,3,0.20709896087646484,1,2,1,9
12,3,5,3,0.12273438274860382,1,3,1,7
12,4,8,3,0.1421789526939392,1,4,1,12
12,5,10,3,0.1483810544013977,1,5,1,9
12,6,2,3,0.1581282764673233,1,1,1,9
12,7,23,3,0.19306625425815582,1,7,1,9
12,8,7,3,0.13042758405208588,1,8,1,9
12,9,9,3,0.2622796297073364,0,,1,1
12,10,17,3,0.18898321688175201,1,10,1,9
12,11,14,3,0.2270030379295349,0,,1,1
12,13,11,3,0.14882227778434753,1,13,1,12
12,14,15,3,0.07110875099897385,1,14,1,12
12,15,25,3,0.22236892580986023,1,15,1,9
12,16,24,3,0.11506576091051102,1,16,1,7
12,18,19,3,0.16065390408039093,1,18,1,9
12,20,18,3,0.2140195071697235,1,11,1,4
12,23,22,3,0.1258273869752884,1,19,1,7
12,25,1,3,0.10846167802810669,1,10,1,6
12,27,20,3,0.25258392095565796,0,,1,1
13,1,6,3,0.16477903723716736,1,1,1,10
13,2,3,3,0.19713398814201355,1,2,1,10
13,3,5,3,0.12039104104042053,1,3,1,8
13,4,8,3,0.10358396172523499,1,4,1,13
13,5,10,3,0.14315037429332733,1,5,1,10
13,6,2,3,0.15050667524337769,1,1,1,10
13,7,23,3,0.1652364730834961,1,7,1,10
13,8,7,3,0.2018153965473175,1,8,1,10
13,9,9,3,0.10779564827680588,0,,1,2
13,10,17,3,0.19092126190662384,1,10,1,10
13,11,14,3,0.07730546593666077,0,,1,2
13,13,11,3,0.15004631876945496,1,13,1,13
13,14,15,3,0.07761278748512268,1,14,1,13
13,15,25,3,0.21025799214839935,1,15,1,10
13,16,24,3,0.10543239861726761,1,16,1,8
13,18,19,3,0.1623615175485611,1,18,1,10
13,20,18,3,0.20870329439640045,1,11,1,5
13,23,22,3,0.11310195177793503,1,19,1,8
13,25,1,3,0.10880684107542038,1,10,1,7
13,27,20,3,0.11050112545490265,0,,1,2
14,1,6,3,0.1574939787387848,1,1,1,11
14,2,3,3,0.21090328693389893,1,2,1,11
14,3,5,3,0.1259751319885254,1,3,1,9
14,4,8,3,0.11125589907169342,1,4,1,14
14,5,10,3,0.13154661655426025,1,5,1,11
14,6,2,3,0.15810678899288177,1,1,1,11
14,7,23,3,0.15103881061077118,1,7,1,11
14,8,7,3,0.20544394850730896,1,8,1,11
14,9,9,3,0.11429429799318314,1,9,1,3
14,10,17,3,0.1952412724494934,1,10,1,11
14,11,14,3,0.08742053806781769,1,9,1,3
14,13,11,3,0.148265078663826,1,13,1,14
14,14,15,3,0.12486382573843002,1,14,1,14
14,15,25,3,0.20076172053813934,1,15,1,11
14,16,24,3,0.10269992798566818,1,16,1,9
14,18,18,3,0.07019385695457458,0,,1,2
14,23,22,3,0.09541939198970795,1,19,1,9
14,25,1,3,0.20377866923809052,1,10,1,8
14,27,20,3,0.10734344273805618,1,11,1,3
14,28,19,3,0.4572440981864929,0,,1,1
15,1,6,3,0.16350671648979187,1,1,1,12
15,2,3,3,0.20807653665542603,1,2,1,12
15,3,5,3,0.1311899572610855,1,3,1,10
15,4,8,3,0.11388518661260605,1,4,1,15
15,5,10,3,0.13333697617053986,1,5,1,12
15,6,2,3,0.14703191816806793,1,1,1,12
15,7,23,3,0.1705532968044281,1,7,1,12
15,8,7,3,0.1379985362291336,1,8,1,12
15,9,9,3,0.1128983125090599,1,9,1,4
15,10,17,3,0.3058170974254608,1,10,1,12
15,11,14,3,0.08116808533668518,1,9,1,4
15,13,11,3,0.1518552601337433,1,13,1,15
15,14,15,3,0.11946424096822739,1,14,1,15
15,15,25,3,0.2045978456735611,1,15,1,12
15,16,24,3,0.10882773250341415,1,16,1,10
15,18,18,3,0.07808906584978104,1,11,1,3
15,23,22,3,0.10258249193429947,1,19,1,10
15,25,1,3,0.2160980999469757,1,10,1,9
15,27,20,3,0.10016263276338577,1,11,1,4
15,28,19,3,0.3801082372665405,0,,1,2
16,1,6,3,0.17502912878990173,1,1,1,13
16,2,3,3,0.3160586953163147,1,2,1,13
16,3,5,3,0.11901456117630005,1,3,1,11
16,4,8,3,0.10011938959360123,1,4,1,16
16,5,10,3,0.1463409811258316,1,5,1,13
16,6,2,3,0.13834334909915924,1,1,1,13
16,7,23,3,0.10314391553401947,1,7,1,13
16,8,7,3,0.11915037035942078,1,8,1,13
16,9,9,3,0.09716219455003738,1,9,1,5
16,10,17,3,0.3039318919181824,1,10,1,13
16,11,14,3,0.09627272188663483,1,9,1,5
16,13,11,3,0.1387886106967926,1,13,1,16
16,14,15,3,0.06642163544893265,1,14,1,16
16,15,25,3,0.20795664191246033,1,15,1,13
16,16,24,3,0.09436557441949844,1,16,1,11
16,18,19,3,0.16627247631549835,1,11,1,11
16,20,18,3,0.21542304754257202,1,11,1,6
16,23,22,3,0.1058877483010292,1,19,1,11
16,25,1,3,0.19874033331871033,1,10,1,10
16,27,20,3,0.11169592291116714,1,11,1,5
16,28,26,3,0.43662920594215393,0,,1,1
17,1,6,3,0.17294763028621674,1,1,1,14
17,2,3,3,0.3106173276901245,1,2,1,14
17,3,5,3,0.11065275967121124,1,3,1,12
17,4,8,3,0.10313085466623306,1,4,1,17
17,5,10,3,0.14618231356143951,1,5,1,14
17,6,2,3,0.14026208221912384,1,1,1,14
17,7,23,3,0.091013103723526,1,7,1,14
17,8,7,3,0.11784490942955017,1,8,1,14
17,9,9,3,0.08599654585123062,1,9,1,6
17,10,17,3,0.30871039628982544,1,10,1,14
17,11,14,3,0.08996578305959702,1,9,1,6
17,13,11,3,0.14371690154075623,1,13,1,17
17,14,15,3,0.07284382730722427,1,14,1,17
17,15,25,3,0.2071191817522049,1,15,1,14
17,16,24,3,0.10107862204313278,1,16,1,12
17,18,19,3,0.22371473908424377,1,11,1,12
17,20,18,3,0.2609524428844452,1,11,1,7
17,23,22,3,0.1042972132563591,1,19,1,12
17,25,1,3,0.20668329298496246,1,10,1,11
17,27,20,3,0.11281084269285202,1,11,1,6
17,28,26,3,0.23343271017074585,0,,1,2
18,1,6,3,0.17494185268878937,1,1,1,15
18,2,3,3,0.31178486347198486,1,2,1,15
18,3,5,3,0.10988634824752808,1,3,1,13
18,4,8,3,0.10554482787847519,1,4,1,18
18,5,10,3,0.13443009555339813,1,5,1,15
18,6,2,3,0.13761042058467865,1,1,1,15
18,7,23,3,0.10757332295179367,1,7,1,15
18,8,7,3,0.12887006998062134,1,8,1,15
18,9,9,3,0.09498505294322968,1,9,1,7
18,10,17,3,0.30745965242385864,1,10,1,15
18,11,14,3,0.07695458829402924,1,9,1,7
18,13,11,3,0.26015952229499817,1,13,1,18
18,14,15,3,0.06936656683683395,1,14,1,18
18,15,25,3,0.19732658565044403,1,15,1,15
18,16,24,3,0.10179951041936874,1,16,1,13
18,18,19,3,0.1841479390859604,1,11,1,13
18,20,18,3,0.2142002135515213,1,11,1,8
18,23,22,3,0.10013933479785919,1,19,1,13
18,25,1,3,0.1866471916437149,1,10,1,12
18,27,20,3,0.12132357805967331,1,11,1,7
18,28,26,3,0.23146267235279083,1,21,1,3
19,1,6,3,0.16563957929611206,1,1,1,16
19,2,3,3,0.3084409236907959,1,2,1,16
19,3,5,3,0.10739117860794067,1,3,1,14
19,4,8,3,0.10499949753284454,1,4,1,19
19,5,10,3,0.1354178935289383,1,5,1,16
19,6,2,3,0.1348031610250473,1,1,1,16
19,7,23,3,0.09192073345184326,1,7,1,16
19,8,7,3,0.11996476352214813,1,8,1,16
19,9,9,3,0.08737276494503021,1,9,1,8
19,10,17,3,0.2953035831451416,1,10,1,16
19,11,14,3,0.07650521397590637,1,9,1,8
19,13,11,3,0.2131037712097168,1,13,1,19
19,14,15,3,0.0665021687746048,1,14,1,19
19,15,25,3,0.20800653100013733,1,15,1,16
19,16,24,3,0.09552622586488724,1,16,1,14
19,18,19,3,0.28539982438087463,1,11,1,14
19,20,18,3,0.22226382791996002,1,11,1,9
19,23,22,3,0.10048893094062805,1,19,1,14
19,25,1,3,0.18142420053482056,1,10,1,13
19,27,20,3,0.11565304547548294,1,11,1,8
19,28,26,3,0.23428472876548767,1,21,1,4
20,1,6,3,0.1614016443490982,1,1,1,17
20,2,3,3,0.3143029510974884,1,2,1,17
20,3,5,3,0.0999787300825119,1,3,1,15
20,4,8,3,0.11549561470746994,1,4,1,20
20,5,10,3,0.11893374472856522,1,5,1,17
20,6,2,3,0.1472312957048416,1,1,1,17
20,7,23,3,0.09005226194858551,1,7,1,17
20,8,7,3,0.22329457104206085,1,8,1,17
20,9,9,3,0.08651835471391678,1,9,1,9
20,10,17,3,0.2880544662475586,1,10,1,17
20,11,14,3,0.07690735906362534,1,9,1,9
20,13,11,3,0.21187913417816162,1,13,1,20
20,14,15,3,0.06980682909488678,1,14,1,20
20,15,25,3,0.21824614703655243,1,15,1,17
20,16,24,3,0.09877227991819382,1,16,1,15
20,18,19,3,0.29045236110687256,1,11,1,15
20,20,18,3,0.21383820474147797,1,11,1,10
20,23,22,3,0.11593419313430786,1,19,1,15
20,25,1,3,0.1854403018951416,1,10,1,14
20,27,20,3,0.10666806250810623,1,11,1,9
20,28,26,3,0.23822368681430817,1,21,1,5
21,1,6,3,0.1771511435508728,1,1,1,18
21,2,3,3,0.3292979896068573,1,2,1,18
21,3,5,3,0.10045982897281647,1,3,1,16
21,4,8,3,0.09516695886850357,1,4,1,21
21,5,10,3,0.13966844975948334,1,5,1,18
21,6,2,3,0.13312135636806488,1,1,1,18
21,7,23,3,0.11287805438041687,1,7,1,18
21,8,7,3,0.21050415933132172,1,8,1,18
21,9,9,3,0.09307229518890381,1,9,1,10
21,10,27,3,0.3858735263347626,0,,1,1
21,11,14,3,0.06030334159731865,1,9,1,10
21,13,11,3,0.2218613475561142,1,13,1,21
21,14,15,3,0.07202782481908798,1,14,1,21
21,15,25,3,0.19476716220378876,1,15,1,18
21,16,24,3,0.10247064381837845,1,16,1,16
21,18,19,3,0.2880704998970032,1,11,1,16
21,20,18,3,0.21764425933361053,1,11,1,11
21,23,22,3,0.12263038009405136,1,19,1,16
21,25,1,3,0.17667189240455627,1,10,1,15
21,27,20,3,0.07954364269971848,1,11,1,10
21,28,26,3,0.22427983582019806,1,21,1,6
21,32,17,3,0.3848872184753418,0,,1,1
22,1,6,3,0.17211046814918518,1,1,1,19
22,2,3,3,0.32792919874191284,1,2,1,19
22,3,5,3,0.1002141609787941,1,3,1,17
22,4,8,3,0.10030762851238251,1,4,1,22
22,5,10,3,0.136471226811409,1,5,1,19
22,6,2,3,0.1360788643360138,1,1,1,19
22,7,23,3,0.0983850359916687,1,7,1,19
22,8,7,3,0.20015035569667816,1,8,1,19
22,9,9,3,0.0882851779460907,1,9,1,11
22,10,27,3,0.23057328164577484,0,,1,2
22,11,14,3,0.07045773416757584,1,9,1,11
22,13,11,3,0.2235541045665741,1,13,1,22
22,14,15,3,0.07059744745492935,1,14,1,22
22,15,25,3,0.2014242559671402,1,15,1,19
22,16,24,3,0.10615464299917221,1,16,1,17
22,18,19,3,0.2902188301086426,1,11,1,17
22,20,18,3,0.22784557938575745,1,11,1,12
22,23,22,3,0.11358822137117386,1,19,1,17
22,25,1,3,0.1695919632911682,1,10,1,16
22,27,20,3,0.07445864379405975,1,11,1,11
22,28,26,3,0.23399031162261963,1,21,1,7
22,32,17,3,0.3043263554573059,0,,1,2
23,1,4,3,0.21344131231307983,0,,1,1
23,2,3,3,0.23528316617012024,1,2,1,20
23,3,5,3,0.08792588114738464,1,3,1,18
23,4,8,3,0.09204909205436707,1,4,1,23
23,5,10,3,0.13998261094093323,1,5,1,20
23,6,2,3,0.131877139210701,1,1,1,20
23,7,23,3,0.11082558333873749,1,7,1,20
23,8,7,3,0.13559715449810028,1,8,1,20
23,9,9,3,0.075224369764328,1,9,1,12
23,10,27,3,0.20132461190223694,1,10,1,3
23,11,14,3,0.05434645712375641,1,9,1,12
23,13,11,3,0.21957361698150635,1,13,1,23
23,14,15,3,0.06864844262599945,1,14,1,23
23,15,25,3,0.20147068798542023,1,15,1,20
23,16,24,3,0.13590294122695923,1,16,1,18
23,18,19,3,0.2902812361717224,1,11,1,18
23,20,18,3,0.2223585844039917,1,11,1,13
23,23,22,3,0.13834422826766968,1,19,1,18
23,25,1,3,0.1706458032131195,1,10,1,17
23,27,20,3,0.0764843225479126,1,11,1,12
23,28,26,3,0.22023899853229523,1,21,1,8
23,32,17,3,0.18635044991970062,1,10,1,3
23,34,12,3,0.2389933317899704,0,,1,1
23,35,13,3,0.47571903467178345,0,,1,1
24,1,4,3,0.037245284765958786,0,,1,2
24,2,3,3,0.21998316049575806,1,2,1,21
24,3,5,3,0.07015182822942734,1,3,1,19
24,4,8,3,0.10459759831428528,1,4,1,24
24,5,6,3,0.20275646448135376,0,,1,1
24,6,2,3,0.11666437983512878,1,1,1,21
24,7,23,3,0.10376506298780441,1,7,1,21
24,8,7,3,0.12660618126392365,1,8,1,21
24,9,9,3,0.07646497339010239,1,9,1,13
24,10,27,3,0.1832655817270279,1,10,1,4
24,11,14,3,0.04382507503032684,1,9,1,13
24,13,11,3,0.22401194274425507,1,13,1,24
24,14,15,3,0.08693644404411316,1,14,1,24
24,15,25,3,0.230246439576149,1,15,1,21
24,16,24,3,0.1502627581357956,1,16,1,19
24,18,19,3,0.26243701577186584,1,11,1,19
24,20,18,3,0.21368275582790375,1,11,1,14
24,23,22,3,0.13367657363414764,1,19,1,19
24,25,1,3,0.1693132072687149,1,10,1,18
24,27,17,3,0.23420995473861694,0,,1,1
24,28,26,3,0.21405655145645142,1,21,1,9
24,34,12,3,0.08560086786746979,0,,1,2
24,35,13,3,0.44981420040130615,0,,1,2
24,36,20,3,0.3133334219455719,0,,1,1
24,37,10,3,0.4289962351322174,0,,1,1
25,1,4,3,0.05471273511648178,1,1,1,3
25,2,3,3,0.24262851476669312,1,2,1,22
25,3,5,3,0.06852589547634125,1,3,1,20
25,4,8,3,0.09426406025886536,1,4,1,25
25,5,6,3,0.04466176778078079,0,,1,2
25,6,2,3,0.07638932019472122,1,1,1,22
25,7,23,3,0.105275958776474,1,7,1,22
25,8,7,3,0.13291028141975403,1,8,1,22
25,9,9,3,0.08532904088497162,1,9,1,14
25,10,27,3,0.19089071452617645,1,10,1,5
25,11,14,3,0.05222296342253685,1,9,1,14
25,13,11,3,0.22201159596443176,1,13,1,25
25,14,15,3,0.0717855840921402,1,14,1,25
25,15,25,3,0.2406991422176361,1,15,1,22
25,16,24,3,0.14282110333442688,1,16,1,20
25,18,19,3,0.16817334294319153,1,11,1,20
25,20,18,3,0.22694726288318634,1,11,1,15
25,23,22,3,0.13597291707992554,1,19,1,20
25,25,1,3,0.1633651703596115,1,10,1,19
25,27,17,3,0.08465718477964401,0,,1,2
25,28,26,3,0.22270898520946503,1,21,1,10
25,34,12,3,0.17318928241729736,1,6,1,3
25,35,13,3,0.38384461402893066,1,8,1,3
25,36,20,3,0.27344322204589844,0,,1,2
26,1,4,3,0.14131221175193787,1,1,1,4
26,2,3,3,0.24686449766159058,1,2,1,23
26,3,5,3,0.082179956138134,1,3,1,21
26,4,8,3,0.09335649013519287,1,4,1,26
26,5,6,3,0.04143214225769043,1,1,1,3
26,6,2,3,0.11899171769618988,1,1,1,23
26,7,23,3,0.10098099708557129,1,7,1,23
26,8,7,3,0.14618365466594696,1,8,1,23
26,9,9,3,0.19346992671489716,1,9,1,15
26,10,27,3,0.19861143827438354,1,10,1,6
26,11,14,3,0.04026903957128525,1,9,1,15
26,13,11,3,0.21947385370731354,1,13,1,26
26,14,15,3,0.08191324025392532,1,14,1,26
26,15,25,3,0.22987288236618042,1,15,1,23
26,16,24,3,0.14408156275749207,1,16,1,21
26,18,19,3,0.17171615362167358,1,11,1,21
26,20,18,3,0.21871964633464813,1,11,1,16
26,23,22,3,0.13864819705486298,1,19,1,21
26,25,1,3,0.17004042863845825,1,10,1,20
26,27,17,3,0.08411412686109543,1,10,1,3
26,28,26,3,0.22900021076202393,1,21,1,11
26,35,10,3,0.3540537357330322,0,,1,1
26,36,20,3,0.2485581487417221,1,11,1,3
27,1,4,3,0.10201197862625122,1,1,1,5
27,2,3,3,0.23543505370616913,1,2,1,24
27,3,5,3,0.08622779697179794,1,3,1,22
27,4,8,3,0.09463381767272949,1,4,1,27
27,5,6,3,0.039346400648355484,1,1,1,4
27,6,2,3,0.11920512467622757,1,1,1,24
27,7,23,3,0.10596839338541031,1,7,1,24
27,8,7,3,0.14692695438861847,1,8,1,24
27,9,9,3,0.20284073054790497,1,9,1,16
27,10,27,3,0.1896972507238388,1,10,1,7
27,11,14,3,0.03597777709364891,1,9,1,16
27,13,11,3,0.22134849429130554,1,13,1,27
27,14,15,3,0.08038614690303802,1,14,1,27
27,15,25,3,0.16282425820827484,1,15,1,24
27,16,24,3,0.14360681176185608,1,16,1,22
27,18,19,3,0.16972821950912476,1,11,1,22
27,20,18,3,0.23342807590961456,1,11,1,17
27,23,22,3,0.085211381316185,1,19,1,22
27,25,1,3,0.17122326791286469,1,10,1,21
27,27,17,3,0.08642049878835678,1,10,1,4
27,28,26,3,0.22933419048786163,1,21,1,12
27,35,10,3,0.2103760987520218,0,,1,2
27,36,20,3,0.24954676628112793,1,11,1,4
28,1,4,3,0.10901367664337158,1,1,1,6
28,2,3,3,0.2423769235610962,1,2,1,25
28,3,5,3,0.10483082383871078,1,3,1,23
28,4,8,3,0.10533258318901062,1,4,1,28
28,5,6,3,0.11705334484577179,1,1,1,5
28,6,2,3,0.12499174475669861,1,1,1,25
