frame_id,track_id_a,track_id_b,score_total,score_graph,score_temp,score_center,num_valid_a,num_valid_b
181,45,23,0.782745,0.852255,0.63,0.290095,8,11
182,1,4,0.671491,0.612392,1.0,0.81623,8,12
182,15,20,0.685636,0.652626,1.0,0.585874,8,12
182,16,38,0.689692,0.675294,0.91,0.531376,8,12
182,27,19,0.571541,0.661032,0.0,0.454615,8,12
182,40,32,0.651122,0.598211,1.0,0.705133,8,12
182,44,40,0.626523,0.568782,1.0,0.695459,8,12
182,45,23,0.770215,0.827387,0.7,0.288531,8,12
183,1,4,0.669984,0.611712,1.0,0.804284,8,12
183,15,20,0.738844,0.718231,1.0,0.587053,8,12
183,16,38,0.701063,0.679738,0.98,0.531933,8,12
183,27,19,0.612134,0.654078,0.42,0.452809,8,12
183,40,32,0.638544,0.582249,1.0,0.70944,8,12
183,44,40,0.627951,0.570577,1.0,0.695146,8,12
183,45,23,0.772689,0.821014,0.77,0.287351,8,12
184,1,4,0.677371,0.621997,1.0,0.792527,8,12
184,15,20,0.752449,0.734992,1.0,0.587494,8,12
184,16,38,0.70164,0.677768,1.0,0.531486,8,12
184,27,19,0.618034,0.652008,0.49,0.4509,8,12
184,40,32,0.63614,0.57877,1.0,0.714591,8,12
184,44,40,0.632521,0.576201,1.0,0.69536,8,12
184,45,23,0.774759,0.814133,0.84,0.286256,8,12
185,1,4,0.686797,0.634856,1.0,0.780226,8,12
185,15,20,0.684008,0.650405,1.0,0.588012,8,12
185,16,21,0.573859,0.645806,0.0,0.637682,8,12
185,27,19,0.638035,0.667331,0.56,0.449251,8,12
185,40,32,0.661563,0.609575,1.0,0.720633,8,12
185,44,40,0.631546,0.574933,1.0,0.696001,8,12
185,62,30,0.724244,0.862301,0.0,0.326567,8,12
186,1,4,0.688361,0.637892,1.0,0.769041,8,12
186,15,20,0.673161,0.637028,1.0,0.587791,8,12
186,16,21,0.621991,0.647425,0.42,0.64335,8,12
186,27,19,0.642429,0.66346,0.63,0.446746,8,12
186,40,32,0.665611,0.613922,1.0,0.727241,8,12
186,44,40,0.631854,0.5753,1.0,0.696145,8,12
186,62,30,0.771532,0.863262,0.42,0.32833,8,12
187,1,4,0.681211,0.630252,1.0,0.756991,8,12
187,15,20,0.660481,0.621208,1.0,0.589386,8,12
187,16,21,0.632618,0.650234,0.49,0.651157,8,12
187,27,19,0.652383,0.666386,0.7,0.444955,8,12
187,40,32,0.667992,0.61625,1.0,0.733453,8,12
187,44,40,0.629404,0.572268,1.0,0.696197,8,12
187,62,30,0.782335,0.86691,0.49,0.329859,8,12
188,1,4,0.715048,0.673191,1.0,0.745408,8,11
188,15,20,0.665481,0.62728,1.0,0.590438,8,11
188,16,40,0.562176,0.632771,0.0,0.623559,8,11
188,27,19,0.640783,0.642693,0.77,0.44313,8,11
188,40,13,0.632742,0.729304,0.0,0.528725,8,11
188,62,30,0.798365,0.87696,0.56,0.33193,8,11
189,1,4,0.683394,0.635224,1.0,0.733955,9,11
189,16,32,0.586341,0.640024,0.0,0.852228,9,11
189,27,19,0.587007,0.566841,0.84,0.441952,9,11
189,40,13,0.653591,0.697735,0.42,0.529203,9,11
189,62,30,0.745968,0.802469,0.63,0.334213,9,11
190,1,4,0.674304,0.625083,1.0,0.722962,9,11
190,16,32,0.599306,0.59747,0.42,0.865325,9,11
190,27,19,0.676818,0.668439,0.91,0.439824,9,11
190,40,13,0.706976,0.753871,0.49,0.53183,9,11
190,45,38,0.593933,0.704132,0.0,0.298352,9,11
190,62,30,0.803137,0.86337,0.7,0.33591,9,11
190,72,53,0.677486,0.758421,0.0,0.793359,9,11
191,1,21,0.594901,0.674435,0.0,0.610979,10,11
191,16,32,0.604855,0.593585,0.49,0.877409,10,11
191,27,19,0.629693,0.600865,0.98,0.438009,10,11
191,40,13,0.719447,0.759772,0.56,0.531403,10,11
191,45,38,0.635401,0.698231,0.42,0.296813,10,11
191,62,30,0.794667,0.843167,0.77,0.337893,10,11
191,72,53,0.719662,0.750307,0.42,0.823058,10,11
191,70,40,0.584467,0.672196,0.0,0.503218,10,11
192,1,21,0.62835,0.658699,0.42,0.608744,10,12
192,15,19,0.571181,0.643594,0.0,0.626594,10,12
192,16,32,0.601403,0.578555,0.56,0.889754,10,12
192,27,20,0.572515,0.6672,0.0,0.404374,10,12
192,40,13,0.712301,0.741273,0.63,0.532687,10,12
192,44,4,0.55054,0.595141,0.0,0.858927,10,12
192,62,30,0.807087,0.848792,0.84,0.339613,10,12
192,72,53,0.710505,0.726564,0.49,0.852281,10,12
192,70,40,0.630248,0.67144,0.42,0.503527,10,12
193,1,21,0.67143,0.702144,0.49,0.610985,10,11
193,16,32,0.645823,0.622752,0.63,0.90113,10,11
193,27,20,0.66474,0.723933,0.42,0.403438,10,11
193,40,13,0.734117,0.758535,0.7,0.534094,10,11
193,44,4,0.586695,0.582774,0.42,0.856411,10,11
193,62,30,0.811044,0.843945,0.91,0.341522,10,11
193,72,53,0.742085,0.753324,0.56,0.87963,10,11
193,70,40,0.646899,0.682577,0.49,0.502355,10,11
194,1,21,0.673447,0.695001,0.56,0.611876,10,11
194,16,32,0.65958,0.629417,0.7,0.909049,10,11
194,27,20,0.674268,0.726262,0.49,0.402385,10,11
194,40,13,0.740609,0.756916,0.77,0.535029,10,11
194,44,4,0.594165,0.582691,0.49,0.854034,10,11
194,62,30,0.81495,0.838995,0.98,0.343855,10,11
194,72,53,0.747768,0.748046,0.63,0.90748,10,11
194,70,40,0.654738,0.682853,0.56,0.500951,10,11
195,1,21,0.682662,0.696655,0.63,0.61372,10,11
195,16,32,0.678401,0.643765,0.77,0.902512,10,11
195,27,20,0.68435,0.729278,0.56,0.401281,10,11
195,40,13,0.753322,0.762828,0.84,0.537505,10,11
195,44,4,0.602177,0.583254,0.56,0.851878,10,11
195,62,30,0.821444,0.844092,1.0,0.345842,10,11
195,72,53,0.75431,0.743742,0.7,0.936207,10,11
195,70,40,0.661035,0.68122,0.63,0.499588,10,11
196,1,21,0.690578,0.696657,0.7,0.616058,10,11
196,16,32,0.709071,0.672826,0.84,0.895186,10,11
196,27,20,0.684574,0.720073,0.63,0.400631,10,11
196,40,13,0.755877,0.756317,0.91,0.538733,10,11
196,44,4,0.619057,0.595371,0.63,0.843664,10,11
196,62,30,0.831018,0.855724,1.0,0.347798,10,11
196,72,53,0.760908,0.742714,0.77,0.932483,10,11
196,70,40,0.668376,0.680667,0.7,0.50034,10,11
197,1,21,0.731954,0.738127,0.77,0.616981,10,10
197,16,32,0.769802,0.739072,0.91,0.88731,10,10
197,40,13,0.772109,0.766587,0.98,0.541098,10,10
197,44,4,0.614494,0.581156,0.7,0.83387,10,10
197,45,20,0.661824,0.783545,0.0,0.343331,10,10
197,62,30,0.80746,0.826384,1.0,0.350251,10,10
197,72,53,0.764031,0.737455,0.84,0.928144,10,10
197,70,40,0.648013,0.646118,0.77,0.498852,10,10
198,1,21,0.738221,0.736067,0.84,0.619563,10,10
198,16,32,0.770077,0.730574,0.98,0.880158,10,10
198,40,13,0.767165,0.757633,1.0,0.542321,10,10
198,44,4,0.621729,0.581521,0.77,0.824027,10,10
198,45,20,0.702759,0.776947,0.42,0.342182,10,10
198,62,30,0.797055,0.813366,1.0,0.35193,10,10
198,72,53,0.765629,0.730138,0.91,0.925568,10,10
198,70,40,0.632005,0.61697,0.84,0.497129,10,10
199,1,21,0.743282,0.732806,0.91,0.619227,10,10
199,16,32,0.762103,0.718657,1.0,0.87348,10,10
199,40,13,0.757854,0.745984,1.0,0.543822,10,10
199,44,4,0.612129,0.561094,0.84,0.814144,10,10
199,45,20,0.713503,0.780849,0.49,0.340404,10,10
199,62,30,0.79276,0.807829,1.0,0.35427,10,10
199,72,53,0.762983,0.717657,0.98,0.922203,10,10
199,70,40,0.666138,0.64975,0.91,0.495451,10,10
200,1,21,0.734624,0.712165,0.98,0.623289,10,10
200,15,32,0.565823,0.610205,0.0,0.897507,10,10
200,40,13,0.765485,0.755215,1.0,0.545794,10,10
200,44,4,0.608134,0.547431,0.91,0.805874,10,10
200,45,20,0.713059,0.770943,0.56,0.338493,10,10
200,62,30,0.804585,0.822234,1.0,0.356305,10,10
200,72,53,0.756447,0.70718,1.0,0.918921,10,10
200,70,40,0.665659,0.639481,0.98,0.496792,10,10
201,1,21,0.743294,0.719858,1.0,0.626219,10,10
201,15,32,0.610908,0.608944,0.42,0.894247,10,10
201,40,13,0.759853,0.748063,1.0,0.547764,10,10
201,44,4,0.618752,0.551725,0.98,0.798541,10,10
201,45,20,0.719765,0.769816,0.63,0.337123,10,10
201,62,30,0.81154,0.830598,1.0,0.358602,10,10
201,72,53,0.762674,0.715143,1.0,0.916179,10,10
201,70,40,0.662975,0.633543,1.0,0.495731,10,10
202,1,21,0.727028,0.700004,1.0,0.623813,10,10
202,15,32,0.583579,0.565749,0.49,0.893168,10,10
202,40,13,0.758989,0.746903,1.0,0.548711,10,10
202,44,4,0.631207,0.565228,1.0,0.789987,10,10
202,45,20,0.723973,0.765609,0.7,0.335704,10,10
202,62,30,0.812879,0.83202,1.0,0.360949,10,10
202,72,53,0.769665,0.725854,1.0,0.895163,10,10
202,70,40,0.66048,0.630473,1.0,0.495609,10,10
203,1,21,0.728918,0.701931,1.0,0.627934,10,10
203,15,32,0.591947,0.56676,0.56,0.890926,10,10
203,40,13,0.753702,0.740264,1.0,0.549794,10,10
203,44,4,0.644365,0.582282,1.0,0.781868,10,10
203,45,20,0.728448,0.761689,0.77,0.334708,10,10
203,62,30,0.815142,0.83459,1.0,0.363218,10,10
203,72,53,0.777175,0.737167,1.0,0.874569,10,10
203,70,40,0.661982,0.632415,1.0,0.494738,10,10
204,1,21,0.723739,0.695283,1.0,0.630471,10,11
204,15,32,0.607055,0.576057,0.63,0.889098,10,11
204,40,13,0.743757,0.727895,1.0,0.550669,10,11
204,44,4,0.645005,0.583818,1.0,0.774324,10,11
204,45,20,0.712549,0.732614,0.84,0.333611,10,11
204,62,30,0.827396,0.84948,1.0,0.36571,10,11
204,72,53,0.805424,0.773845,1.0,0.856494,10,11
204,70,40,0.642955,0.608884,1.0,0.495031,10,11
205,1,21,0.715601,0.685115,1.0,0.631645,10,11
205,15,32,0.617776,0.580015,0.7,0.886457,10,11
205,40,13,0.741975,0.725754,1.0,0.550059,10,11
205,44,4,0.628848,0.564575,1.0,0.767098,10,11
205,45,20,0.719789,0.732069,0.91,0.333023,10,11
205,62,30,0.82701,0.848932,1.0,0.366439,10,11
205,72,53,0.800096,0.768999,1.0,0.838926,10,11
205,70,40,0.6437,0.609835,1.0,0.494712,10,11
206,1,21,0.717793,0.687908,1.0,0.630781,10,11
206,15,32,0.640435,0.598755,0.77,0.883429,10,11
206,40,13,0.741059,0.724737,1.0,0.548908,10,11
206,44,4,0.632681,0.56985,1.0,0.761631,10,11
206,45,20,0.726887,0.731334,0.98,0.332589,10,11
206,62,30,0.826427,0.848056,1.0,0.368001,10,11
206,72,53,0.796668,0.76641,1.0,0.822281,10,11
206,70,40,0.644969,0.611309,1.0,0.495674,10,11
207,1,21,0.700235,0.6665,1.0,0.627962,10,11
207,15,32,0.572073,0.504818,0.84,0.882964,10,11
207,40,13,0.743514,0.727587,1.0,0.550748,10,11
207,44,4,0.657473,0.60084,1.0,0.757906,10,11
207,45,20,0.730299,0.732859,1.0,0.332204,10,11
207,62,30,0.834878,0.858348,1.0,0.369487,10,11
207,72,53,0.662492,0.602003,1.0,0.80888,10,11
207,70,40,0.639803,0.604873,1.0,0.496219,10,11
208,1,21,0.7136,0.682855,1.0,0.629508,10,11
208,15,32,0.588958,0.516163,0.91,0.882599,10,11
208,40,13,0.736634,0.719162,1.0,0.550005,10,11
208,44,4,0.638553,0.577759,1.0,0.754993,10,11
208,45,20,0.722007,0.722602,1.0,0.332357,10,11
208,62,30,0.829329,0.851388,1.0,0.370558,10,11
208,72,53,0.66056,0.600777,1.0,0.79713,10,11
208,70,40,0.634172,0.597691,1.0,0.498514,10,11
209,1,21,0.722137,0.693436,1.0,0.62914,10,11
209,15,32,0.603387,0.524358,0.98,0.883425,10,11
209,40,13,0.730504,0.711702,1.0,0.548876,10,11
209,44,4,0.626988,0.563791,1.0,0.751781,10,11
209,45,20,0.71567,0.71475,1.0,0.332602,10,11
209,62,30,0.82536,0.846443,1.0,0.370995,10,11
209,72,53,0.668949,0.612251,1.0,0.785882,10,11
209,70,40,0.638265,0.602763,1.0,0.498352,10,11
210,1,21,0.718886,0.689588,1.0,0.627447,10,11
210,15,32,0.625655,0.549199,1.0,0.882793,10,11
210,16,19,0.552992,0.624281,0.0,0.594676,10,11
210,40,13,0.722172,0.701549,1.0,0.547477,10,11
210,44,4,0.625218,0.561766,1.0,0.750161,10,11
210,45,20,0.707129,0.704125,1.0,0.333362,10,11
210,62,30,0.822197,0.842492,1.0,0.371439,10,11
210,72,53,0.678531,0.625105,1.0,0.775577,10,11
210,70,40,0.634304,0.597697,1.0,0.500109,10,11
211,1,21,0.718832,0.689744,1.0,0.625189,10,11
211,15,32,0.608605,0.527609,1.0,0.888162,10,11
211,16,19,0.598997,0.623846,0.42,0.594537,10,11
211,40,13,0.706855,0.682814,1.0,0.545611,10,11
211,44,4,0.625434,0.56217,1.0,0.748761,10,11
211,45,20,0.702221,0.697999,1.0,0.334015,10,11
211,62,30,0.816607,0.83557,1.0,0.37162,10,11
211,72,53,0.676931,0.623943,1.0,0.767334,10,11
211,70,40,0.638975,0.60327,1.0,0.502101,10,11
212,1,21,0.71298,0.683051,1.0,0.619771,10,11
212,15,32,0.595129,0.510488,1.0,0.892971,10,11
212,16,19,0.6061,0.623072,0.49,0.594563,10,11
212,40,13,0.700733,0.675491,1.0,0.543196,10,11
212,44,4,0.621989,0.558086,1.0,0.747032,10,11
212,45,20,0.69891,0.693792,1.0,0.335193,10,11
212,62,30,0.814037,0.832386,1.0,0.371709,10,11
212,72,53,0.67511,0.622514,1.0,0.759037,10,11
212,70,40,0.644097,0.609554,1.0,0.502534,10,11
213,1,21,0.698253,0.665264,1.0,0.615686,10,11
213,15,32,0.594443,0.509367,1.0,0.895742,10,11
213,16,19,0.616277,0.626166,0.56,0.593868,10,11
213,40,13,0.703752,0.679601,1.0,0.539345,10,11
213,44,4,0.618842,0.554258,1.0,0.746424,10,11
213,45,20,0.701984,0.697479,1.0,0.336313,10,11
213,62,30,0.818053,0.837382,1.0,0.371353,10,11
213,72,53,0.66976,0.616508,1.0,0.752931,10,11
213,70,40,0.647101,0.613108,1.0,0.504107,10,11
214,1,21,0.699708,0.667189,1.0,0.614397,10,11
214,15,32,0.602284,0.518958,1.0,0.896703,10,11
214,16,19,0.624004,0.626226,0.63,0.593238,10,11
214,40,13,0.707124,0.684167,1.0,0.535275,10,11
214,44,4,0.619028,0.554497,1.0,0.746345,10,11
214,45,20,0.701552,0.696844,1.0,0.337343,10,11
214,62,30,0.821961,0.842273,1.0,0.370718,10,11
214,72,53,0.669471,0.616786,1.0,0.746514,10,11
214,70,40,0.653763,0.621232,1.0,0.505169,10,11
215,1,21,0.739189,0.716157,1.0,0.612357,10,10
215,15,32,0.608131,0.526015,1.0,0.898367,10,10
215,16,44,0.579763,0.634498,0.0,0.825923,10,10
215,40,13,0.71805,0.697778,1.0,0.534114,10,10
215,44,4,0.591067,0.519975,1.0,0.746195,10,10
215,45,20,0.7328,0.73531,1.0,0.338671,10,10
215,62,30,0.828946,0.850899,1.0,0.370725,10,10
215,72,53,0.670627,0.618749,1.0,0.741097,10,10
215,70,40,0.674536,0.646664,1.0,0.507461,10,10
216,1,21,0.733002,0.709051,1.0,0.60693,10,12
216,15,53,0.67088,0.745634,0.0,0.840186,10,12
216,16,19,0.600865,0.645316,0.28,0.593811,10,12
216,40,13,0.717243,0.697056,1.0,0.53133,10,12
216,44,32,0.656776,0.727067,0.0,0.851776,10,12
216,45,20,0.698472,0.692766,1.0,0.340109,10,12
216,62,30,0.791011,0.804031,1.0,0.370839,10,12
216,72,44,0.55256,0.603699,0.0,0.797565,10,12
216,70,40,0.625826,0.586225,1.0,0.510229,10,12
217,1,21,0.748808,0.728934,1.0,0.60328,10,11
217,15,53,0.726169,0.756948,0.42,0.837198,10,11
217,16,19,0.630797,0.615481,0.77,0.593698,10,11
217,40,13,0.724633,0.706556,1.0,0.527568,10,11
217,44,32,0.675805,0.693119,0.42,0.853599,10,11
217,45,20,0.712758,0.71027,1.0,0.341539,10,11
217,62,30,0.792783,0.806384,1.0,0.36918,10,11
217,72,44,0.568183,0.566048,0.42,0.794284,10,11
217,70,40,0.672283,0.643294,1.0,0.513404,10,11
218,1,21,0.741829,0.72103,1.0,0.596038,10,13
218,15,53,0.754115,0.781922,0.49,0.837194,10,13
218,16,19,0.65963,0.641603,0.84,0.593156,10,13
218,40,13,0.715205,0.695308,1.0,0.523536,10,13
218,44,32,0.719216,0.736881,0.49,0.856772,10,13
218,45,20,0.708376,0.704704,1.0,0.343096,10,13
218,62,30,0.554915,0.512712,1.0,0.367794,10,13
218,72,44,0.617908,0.618375,0.49,0.789691,10,13
218,70,40,0.624691,0.584234,1.0,0.516199,10,13
219,1,21,0.748329,0.729379,1.0,0.592797,10,13
219,15,53,0.737623,0.752131,0.56,0.835929,10,13
219,16,19,0.668622,0.643181,0.91,0.592981,10,13
219,40,13,0.723791,0.706244,1.0,0.5202,10,13
219,44,32,0.742772,0.756027,0.56,0.860847,10,13
219,45,20,0.710023,0.706576,1.0,0.344735,10,13
219,62,30,0.560761,0.520104,1.0,0.36606,10,13
219,72,44,0.635819,0.631462,0.56,0.784534,10,13
219,70,40,0.626421,0.586101,1.0,0.518916,10,13
220,1,21,0.768366,0.754903,1.0,0.584959,10,14
220,15,53,0.686693,0.679322,0.63,0.839526,10,14
220,16,19,0.664651,0.628755,0.98,0.592733,10,14
220,40,13,0.705361,0.683893,1.0,0.516014,10,14
220,44,32,0.677154,0.665034,0.63,0.86488,10,14
220,45,20,0.675536,0.663795,1.0,0.346598,10,14
220,72,44,0.601893,0.580362,0.63,0.780997,10,14
221,1,21,0.770569,0.758221,1.0,0.578916,10,14
221,15,53,0.673459,0.65337,0.7,0.840131,10,14
221,16,19,0.672812,0.636122,1.0,0.592599,10,14
221,40,13,0.69781,0.675036,1.0,0.511256,10,14
221,44,32,0.696969,0.679515,0.7,0.86943,10,14
221,45,20,0.677636,0.666196,1.0,0.348543,10,14
221,72,44,0.620392,0.594087,0.7,0.776742,10,14
221,70,40,0.552167,0.592037,0.28,0.524273,10,14
222,1,21,0.727857,0.705631,1.0,0.577225,12,14
222,15,53,0.620966,0.578912,0.77,0.84089,12,14
222,16,19,0.699533,0.66918,1.0,0.59207,12,14
222,40,13,0.70708,0.687055,1.0,0.505498,12,14
222,44,32,0.708123,0.683217,0.77,0.874781,12,14
222,45,20,0.730557,0.731354,1.0,0.350668,12,14
222,62,60,0.556237,0.64914,0.0,0.383663,12,14
222,72,44,0.626503,0.592635,0.77,0.771221,12,14
222,70,40,0.675526,0.64603,1.0,0.526262,12,14
222,77,58,0.608984,0.657053,0.0,0.962932,12,14
223,1,21,0.716109,0.691708,1.0,0.571273,12,14
223,15,53,0.624503,0.573557,0.84,0.84269,12,14
223,16,19,0.71102,0.683492,1.0,0.590803,12,14
223,35,4,0.552836,0.611751,0.0,0.719528,12,14
223,40,13,0.711617,0.69303,1.0,0.501749,12,14
223,44,32,0.701261,0.664662,0.84,0.880184,12,14
223,45,20,0.717574,0.715133,1.0,0.352539,12,14
223,62,60,0.60364,0.650437,0.42,0.383474,12,14
223,72,44,0.644416,0.605729,0.84,0.766022,12,14
223,70,40,0.680623,0.65215,1.0,0.528035,12,14
223,77,58,0.640591,0.63824,0.42,0.968796,12,14
224,1,21,0.709899,0.684511,1.0,0.566484,13,14
224,15,53,0.700539,0.657517,0.91,0.846871,13,14
224,16,19,0.751116,0.733016,1.0,0.590834,13,14
224,35,4,0.56974,0.574827,0.42,0.724895,13,14
224,40,13,0.725811,0.711011,1.0,0.497216,13,14
224,44,32,0.759267,0.726124,0.91,0.886662,13,14
224,45,20,0.73692,0.738823,1.0,0.354613,13,14
224,62,60,0.625429,0.668222,0.49,0.379257,13,14
224,72,44,0.721209,0.691525,0.91,0.761076,13,14
224,70,40,0.692221,0.66629,1.0,0.529905,13,14
224,75,56,0.6325,0.715108,0.0,0.669359,13,14
224,77,58,0.675335,0.670861,0.49,0.976378,13,14
225,1,21,0.709121,0.684041,1.0,0.56151,13,14
225,15,53,0.692787,0.637945,0.98,0.851434,13,14
225,16,19,0.75262,0.734896,1.0,0.590599,13,14
225,35,4,0.581498,0.579201,0.49,0.731011,13,14
225,40,13,0.730567,0.717344,1.0,0.492559,13,14
225,44,32,0.757527,0.713772,0.98,0.893323,13,14
225,45,20,0.728001,0.727621,1.0,0.356483,13,14
225,62,60,0.622333,0.654936,0.56,0.378418,13,14
225,72,44,0.73133,0.694945,0.98,0.75639,13,14
225,70,40,0.697827,0.672909,1.0,0.532991,13,14
225,75,56,0.684087,0.721542,0.42,0.669478,13,14
225,77,58,0.6747,0.659808,0.56,0.983692,13,14
226,1,21,0.712021,0.687887,1.0,0.558842,13,15
226,15,53,0.708843,0.654726,1.0,0.854705,13,15
226,16,19,0.748629,0.730039,1.0,0.589872,13,15
226,27,20,0.591059,0.68737,0.0,0.432055,13,15
226,35,4,0.605273,0.598479,0.56,0.736509,13,15
226,40,13,0.730936,0.718241,1.0,0.488101,13,15
226,44,32,0.779265,0.737224,1.0,0.900098,13,15
226,45,48,0.553266,0.652212,0.0,0.315444,13,15
226,62,60,0.630212,0.65548,0.63,0.37479,13,15
226,72,44,0.734885,0.697104,1.0,0.751373,13,15
226,70,40,0.682021,0.653031,1.0,0.536594,13,15
226,75,56,0.700655,0.732564,0.49,0.668442,13,15
226,77,58,0.663336,0.635809,0.63,0.987908,13,15
227,1,21,0.754339,0.74055,1.0,0.55488,13,15
227,15,53,0.655668,0.588531,1.0,0.859921,13,15
227,16,19,0.72702,0.703415,1.0,0.589191,13,15
227,27,20,0.644696,0.696116,0.42,0.434402,13,15
227,35,4,0.628666,0.617256,0.63,0.742287,13,15
227,40,13,0.728889,0.716161,1.0,0.483563,13,15
227,44,32,0.75764,0.709665,1.0,0.90869,13,15
227,45,48,0.598734,0.650959,0.42,0.31687,13,15
227,62,60,0.636706,0.654207,0.7,0.372246,13,15
227,72,44,0.745294,0.710469,1.0,0.746223,13,15
227,70,40,0.687502,0.659525,1.0,0.539378,13,15
227,75,56,0.741975,0.774088,0.56,0.668116,13,15
227,77,58,0.735842,0.71672,0.7,0.978821,13,15
228,1,21,0.755208,0.742171,1.0,0.549325,13,15
228,15,53,0.650089,0.580997,1.0,0.866416,13,15
228,16,19,0.731103,0.708586,1.0,0.587898,13,15
228,27,20,0.647093,0.689272,0.49,0.437028,13,15
228,35,4,0.654954,0.639509,0.7,0.749097,13,15
228,40,13,0.739341,0.729501,1.0,0.479213,13,15
228,44,32,0.743171,0.690878,1.0,0.917946,13,15
228,45,48,0.605894,0.650107,0.49,0.318391,13,15
228,62,60,0.661953,0.676111,0.77,0.369572,13,15
228,72,44,0.746904,0.712952,1.0,0.741234,13,15
228,70,40,0.680507,0.650539,1.0,0.542884,13,15
228,75,56,0.75473,0.7804,0.63,0.667077,13,15
228,77,58,0.749231,0.724428,0.77,0.971571,13,15
229,1,21,0.74737,0.733081,1.0,0.543342,13,15
229,15,53,0.664992,0.598803,1.0,0.872513,13,15
229,16,19,0.7311,0.708674,1.0,0.586969,13,15
229,27,20,0.650728,0.683996,0.56,0.439262,13,15
229,35,4,0.672886,0.651513,0.77,0.755157,13,15
229,40,13,0.73597,0.725772,1.0,0.474811,13,15
229,44,32,0.73639,0.681597,1.0,0.927115,13,15
229,45,48,0.605929,0.640427,0.56,0.320194,13,15
229,62,60,0.666699,0.672394,0.84,0.369913,13,15
229,72,44,0.746261,0.712566,1.0,0.737087,13,15
229,70,40,0.679278,0.648634,1.0,0.546793,13,15
229,75,56,0.773446,0.794109,0.7,0.665697,13,15
229,77,58,0.754764,0.72247,0.84,0.963948,13,15
230,1,21,0.74033,0.724848,1.0,0.538667,13,15
230,15,53,0.675089,0.611058,1.0,0.8747,13,15
230,16,19,0.731445,0.709211,1.0,0.585844,13,15
230,27,20,0.656775,0.681678,0.63,0.441707,13,15
230,35,4,0.690011,0.662428,0.84,0.762174,13,15
230,40,13,0.736753,0.727104,1.0,0.471114,13,15
230,44,32,0.729365,0.671993,1.0,0.936495,13,15
230,45,48,0.616853,0.644212,0.63,0.321837,13,15
230,62,60,0.666922,0.66336,0.91,0.367525,13,15
230,72,44,0.740413,0.70573,1.0,0.733174,13,15
230,70,40,0.680433,0.649812,1.0,0.549322,13,15
230,75,56,0.78942,0.804392,0.77,0.664708,13,15
230,77,58,0.757769,0.716978,0.91,0.960488,13,15
231,1,21,0.7374,0.721617,1.0,0.534741,13,16
231,15,53,0.661607,0.594171,1.0,0.877068,13,16
231,16,19,0.710753,0.683816,1.0,0.584195,13,16
231,27,20,0.643682,0.655746,0.7,0.443873,13,16
231,35,4,0.702031,0.667,0.91,0.769538,13,16
231,40,13,0.717567,0.703752,1.0,0.467623,13,16
231,44,32,0.707011,0.643439,1.0,0.946029,13,16
231,45,48,0.560791,0.565289,0.7,0.323155,13,16
231,62,60,0.672465,0.660953,0.98,0.364565,13,16
231,72,44,0.750201,0.71821,1.0,0.729224,13,16
231,70,40,0.648013,0.609486,1.0,0.552167,13,16
231,75,56,0.812252,0.823117,0.84,0.66401,13,16
231,77,58,0.743637,0.69033,0.98,0.956924,13,16
232,1,21,0.681551,0.65303,1.0,0.530714,13,16
232,15,53,0.674129,0.609217,1.0,0.881332,13,16
232,16,19,0.702748,0.674079,1.0,0.582678,13,16
232,27,20,0.652841,0.657308,0.77,0.445946,13,16
232,35,4,0.765379,0.734894,0.98,0.777714,13,16
232,40,13,0.712846,0.698308,1.0,0.463696,13,16
232,44,32,0.809678,0.769218,1.0,0.956488,13,16
232,45,48,0.575339,0.573543,0.77,0.324884,13,16
232,62,60,0.67615,0.662998,1.0,0.362335,13,16
232,72,44,0.679141,0.630916,1.0,0.724397,13,16
232,70,40,0.647905,0.609054,1.0,0.555182,13,16
232,75,56,0.641102,0.602235,0.91,0.663355,13,16
232,77,58,0.784264,0.73802,1.0,0.954536,13,16
233,1,21,0.677627,0.648593,1.0,0.526582,13,16
233,15,53,0.66115,0.592861,1.0,0.884621,13,16
233,16,19,0.705343,0.677458,1.0,0.580913,13,16
233,27,20,0.663765,0.660986,0.84,0.448685,13,16
233,35,4,0.767092,0.733507,1.0,0.785558,13,16
233,40,13,0.718639,0.705817,1.0,0.460117,13,16
233,44,32,0.795593,0.75075,1.0,0.967323,13,16
233,62,60,0.688302,0.678115,1.0,0.36125,13,16
233,72,44,0.685352,0.638972,1.0,0.720505,13,16
233,70,40,0.648165,0.609158,1.0,0.557382,13,16
233,75,56,0.6524,0.606779,0.98,0.662004,13,16
233,77,58,0.77949,0.732358,1.0,0.952172,13,16
234,1,21,0.721401,0.703125,1.0,0.521887,13,16
234,15,53,0.60217,0.519534,1.0,0.889446,13,16
234,16,19,0.712415,0.686351,1.0,0.579317,13,16
234,27,20,0.678578,0.669532,0.91,0.45076,13,16
234,35,4,0.695726,0.644548,1.0,0.79375,13,16
234,40,13,0.708581,0.693695,1.0,0.457068,13,16
234,44,32,0.685234,0.613369,1.0,0.978126,13,16
234,62,60,0.702024,0.695233,1.0,0.359532,13,16
234,72,44,0.810279,0.79373,1.0,0.715936,13,16
234,70,40,0.653699,0.615714,1.0,0.560214,13,16
234,75,56,0.821418,0.812947,1.0,0.660695,13,16
234,77,58,0.803767,0.762562,1.0,0.949968,13,16
235,1,21,0.72152,0.703596,1.0,0.518608,13,16
235,15,53,0.608666,0.527492,1.0,0.890115,13,16
